Coluna A,Coluna B,Coluna C,Classe
yuriaraujo,Android 2.3,Tapeceiro,0
ycosta,Android 4.3.1,Médico geneticista,0
vianabenjamin,Android 2.0,Cobrador de ônibus,0
nicolas85,Android 4.0.2,Podólogo,0
milenasantos,Android 7.1,Traumatologista,0
Srta. Vitória Castro,4547261136843067,+55 11 3448 4145,1
julianavieira,Android 2.0.1,Assistente administrativo,0
jda-conceicao,Android 1.0,Conferente de expedição,0
Alexandre Rocha,4102910186215518875,+55 41 9637-6122,1
alexia38,Android 3.2.4,Escritor,0
Nicolas Lima,374226957424483,+55 (061) 7040 4239,1
qpeixoto,Android 2.0,Barman,0
otavio68,Android 2.3.5,Chargista,0
yagomelo,Android 2.3.4,Cameraman,0
Kevin Barbosa,4201015616979639396,+55 11 1564-9830,1
Dr. Nathan Pires,4782964518616894,+55 (021) 3522 1356,1
Lucas Costa,213172526552344,(061) 2849 6241,1
Francisco da Cruz,4498847885236047,(081) 7845-3304,1
naraujo,Android 2.3.6,Designer de produto ou desenhista industrial,0
Sophia Campos,6011484473829844,+55 11 4847 2914,1
gcosta,Android 8.1.0,Headhunter,0
carlos-eduardo22,Android 7.1,Militar da Aeronáutica,0
Sra. Bianca das Neves,4379297958377,+55 51 7856 5823,1
maria-alicealves,Android 1.1,Capataz,0
arocha,Android 4.4.2,Escultor,0
Sra. Maria Alice Nogueira,675900601641,+55 31 5349-9368,1
dcunha,Android 3.1,Jogador de hóquei,0
Maria Luiza Barros,213165682679612,+55 81 2841 2145,1
Cauê da Mata,180028411287256,(071) 7013 6798,1
isabelteixeira,Android 4.4.3,Escoteiro,0
Natália Nascimento,6011112344652851,0900 952 9940,1
Vitor Alves,3588418139047169,+55 (031) 2372 7959,1
urodrigues,Android 4.0.2,Tenente,0
upinto,Android 4.2.2,Pedagogo,0
Bárbara da Costa,3577459506855464,+55 11 9894 0671,1
cardosojuan,Android 4.4.1,Corretor de seguros,0
gda-paz,Android 4.4.2,Ginecologista,0
Srta. Ana Laura Costa,4838935148367342,(031) 9587-6129,1
Melissa Oliveira,377735481325575,51 0999 1603,1
julia11,Android 5.1,Cirurgião bucal,0
Sr. Murilo Barbosa,4162684788050767935,(084) 9474 4523,1
Davi Lucca da Conceição,2700588478458428,+55 (051) 4556 4984,1
Guilherme Fogaça,4228215834131031,0500-540-7704,1
Beatriz Lopes,373637764524102,+55 (084) 6203-4418,1
wsantos,Android 3.0,Agente de defesa sanitária animal,0
andrejesus,Android 4.2.1,Coronel,0
bda-cruz,Android 4.4.1,Engenheiro químico,0
aliceda-conceicao,Android 5.1,Físico nuclear,0
gmelo,Android 1.6,Escritor,0
Dr. João Lucas Monteiro,4027445053279486634,+55 84 7708 8078,1
amanda87,Android 2.1,Meredeira,0
melogabriel,Android 3.1,Modelista,0
Enrico Souza,4485023713067708,(084) 0314 7808,1
Augusto Carvalho,4994181623137854394,+55 (041) 9245 9011,1
Otávio da Cruz,4204700175505701,+55 71 1039-4690,1
da-cunhalevi,Android 7.1.1,Agente de combate à endemias,0
fcampos,Android 11,Diretor de produção,0
salesjoao-lucas,Android 8.0.0,Diarista,0
Heloísa Gonçalves,340441303326081,+55 84 8396-8641,1
rafaela76,Android 3.2.3,Instrumentador cirúrgico,0
tcunha,Android 4.0.2,Radiologista,0
enricocostela,Android 4.1,Vereador,0
Pedro Moraes,4685900495445,+55 41 9972 5900,1
Calebe Oliveira,503888431619,41 7103 3998,1
Laura Novaes,3574530955214149,31 6402-5783,1
freitasvitor-gabriel,Android 4.4,Engenheiro sanitarista,0
barbosabernardo,Android 4.3.1,Borracheiro,0
moreiradiego,Android 4.0.1,Geofísico,0
Alícia Fogaça,3574979900484762,(051) 9283 1145,1
Igor da Luz,3508534462076216,0300-977-7588,1
Ana Clara Viana,3575833610484696,+55 81 5259 0888,1
ofarias,Android 2.3.5,Tenista,0
vianalevi,Android 4.4,Quitandeiro,0
luana10,Android 4.0.1,Barman,0
oliveiravitor,Android 1.6,Diagramador,0
pvieira,Android 4.0.3,Contatólogo,0
Marcela Caldeira,5460206990975927,(071) 3670 5333,1
Rebeca da Mata,5434696223874140,41 8351-7833,1
beatrizsouza,Android 9,Tecnólogo em irrigação e drenagem,0
caldeiraleonardo,Android 3.1,Bioquímico,0
Alexia Campos,4414441837296050,+55 (011) 8745-6711,1
daniel58,Android 8.1.0,Chargista,0
Felipe da Cunha,4877372678562,+55 51 5689 8675,1
da-motaana-laura,Android 5.1,Intérprete de Bíblias,0
Thiago Freitas,30125370191289,(021) 8126 1254,1
nmonteiro,Android 6.0,Baixista,0
Srta. Ana Vitória Cunha,373370744511904,(041) 9014-9778,1
cda-cruz,Android 4.1.2,Vigia parlamentar,0
luiz-gustavorodrigues,Android 4.4,Radiologista,0
andrecampos,Android 8.1.0,Instalador de linha telefônica,0
caiopeixoto,Android 8.0.0,Promotor público/de justiça,0
João Lucas Teixeira,3508478287530462,(051) 8739-9801,1
Rafael Farias,675975656280,+55 11 8827-6642,1
valentinamartins,Android 4.2,Lapidário,0
Alana Castro,4344194415654056849,41 4988 6585,1
Mariane Teixeira,4491592233305865,(031) 0721 3973,1
sarahlima,Android 7.1.2,Cartógrafo,0
alanadias,Android 5.0.1,Arranjador musical,0
Cecília Aragão,180073869774900,71 4026-7941,1
Emanuelly Teixeira,6011710327025738,(031) 7936-9797,1
cda-cruz,Android 2.0.1,Empacotador,0
isabella63,Android 9,Portuário,0
kteixeira,Android 4.3.1,Funileiro,0
brenda21,Android 2.3.1,Engenheiro de alimentos,0
ana-beatriz13,Android 2.3.1,Crítico,0
aliciacorreia,Android 1.6,Investigador particular,0
Dr. Pedro Dias,4890661952259,(081) 7824 9026,1
Dra. Cecília Oliveira,4265866215363330,84 0683-8716,1
Dra. Giovanna Barros,3589411825450804,+55 84 6957-1817,1
tda-mata,Android 7.1.1,Médico nuclear,0
Davi Luiz Ribeiro,3535365374326598,+55 84 7121 5484,1
levialves,Android 7.1.1,Pedreiro,0
Arthur da Cunha,3560264096570609,+55 51 3697 6334,1
Carlos Eduardo Moura,2416574934199454,+55 81 1687-3865,1
emanuel78,Android 4.3.1,Dedetizador,0
da-costaana-sophia,Android 5.0.2,Gastroenterologista,0
levi02,Android 2.0,Dermatologista,0
Thales Moura,4845756890125436,71 5577 2425,1
silveiramaria-eduarda,Android 8.0.0,Webdesigner,0
Dr. Diogo Santos,5164123105488382,0800-796-1528,1
alice17,Android 3.1,Engenheiro industrial,0
laisalves,Android 4.2.2,Lanterneiro,0
marcela41,Android 2.3.7,Cientista,0
davi14,Android 3.2,Engenheiro de processos,0
Alícia Novaes,4480967165606,(021) 6849-8866,1
gpereira,Android 2.2.1,Trilheiro ou músico de cinema,0
Carlos Eduardo Fogaça,3583602428095642,0900-774-8918,1
Diogo Ribeiro,4336357347570522274,+55 (021) 8216 2330,1
Luiz Felipe Alves,180076533954634,+55 (071) 6993 7918,1
Sra. Luiza Porto,3537305530557080,+55 (061) 9491 0694,1
maitecardoso,Android 1.6,Naturólogo,0
Maitê Mendes,4695315736333187534,+55 71 5337-9318,1
Nina Farias,2284507850778975,+55 31 2638-1479,1
Sr. Fernando Costa,342014338072315,21 7983 6595,1
maria-eduardanogueira,Android 2.0,Coreógrafo,0
Matheus da Mata,6523937839927777,11 1720-4605,1
ksilva,Android 2.3.2,Engenheiro de produção agroindustrial,0
Maria Fernanda Pinto,3508419553496962,+55 (031) 8948-8741,1
Helena Farias,3596989664133749,+55 41 1246 0895,1
Olivia Pinto,213102855592405,+55 31 3427-2312,1
Bárbara Costa,5362597400510331,61 3319-5228,1
vinicius85,Android 4.0.1,Guarda roupeiro,0
salesnathan,Android 10,Fisiculturista,0
Davi Luiz da Mota,3552397149855682,+55 (084) 0958-7653,1
Maria Vitória da Paz,30532629904794,84 2240 2650,1
Gabriel Sales,4754510421662931,(051) 1976 9566,1
joao-pedrofernandes,Android 5.0.2,Carpinteiro,0
Giovanna Ferreira,2718383982595588,61 6590 7063,1
Marcelo Araújo,3540318119817507,+55 (051) 3137 8523,1
Ana Luiza Carvalho,5570200518806315,(021) 1042 6401,1
pietroda-conceicao,Android 4.0,Ascensorista,0
Maria Ribeiro,180063917655300,11 9910-9192,1
antonio56,Android 3.2.3,Gestor de recursos humanos,0
Vinicius Ferreira,4536696153352703,+55 (084) 0502-1748,1
costamaria,Android 2.2.3,Assistente de câmera,0
Dr. Noah Pereira,5466984282970434,51 7642 3495,1
Dr. Luiz Henrique Araújo,501817302224,(061) 8941-3030,1
Luiz Gustavo Souza,30077727282867,+55 11 7082 7522,1
das-nevesmaria-clara,Android 2.1,Personal trainer,0
da-conceicaodavi-lucca,Android 8.1.0,Antropólogo,0
Lara da Cunha,3548061006225895,+55 (021) 4719 9118,1
goncalvesalexandre,Android 2.1,Cobrador de pedágio,0
Pedro Nogueira,3517224959201191,+55 21 4628 4691,1
raquel70,Android 3.1,Prefeito,0
Sofia Vieira,3527810372263392,51 0987 9043,1
daniela39,Android 7.1.1,Gerente de banco,0
Marina das Neves,630405810007,(081) 7425 9410,1
Stephany Melo,4713935664035299319,+55 21 0381-9914,1
pedro-miguelrodrigues,Android 1.1,Especialista em agronegócios,0
Caio Silva,4084654912958569720,0800 110 0956,1
Srta. Esther Vieira,4096726340657603715,81 4708 5167,1
rezendemaria-cecilia,Android 3.2.5,Plastimodelista,0
duartebernardo,Android 2.3,Lancheiro,0
alice04,Android 4.2.1,Costureira,0
Calebe Almeida,38685707681775,(021) 2048 9374,1
Gabrielly Azevedo,38672982952709,+55 81 4167 7178,1
Sabrina Cavalcanti,4674227090234663,+55 (084) 7020 8919,1
manuelacardoso,Android 3.2.6,Webmaster,0
limahelena,Android 2.3.7,Estatístico,0
kevin17,Android 3.2.4,Redator,0
ana-luizavieira,Android 4.3,Profissional de hotelaria,0
Felipe Melo,675911857000,31 2864 7405,1
Vinicius Caldeira,180079148643279,+55 (011) 0258-1108,1
Alana Jesus,6011112882517516,51 7355 9440,1
Yago Pires,2297084240499709,(021) 1610 9263,1
gustavo-henriquenovaes,Android 4.0,Contra regra,0
Emanuella Farias,6011150913702814,(041) 8686-9652,1
cardosoguilherme,Android 2.3.2,Mecânico de vôo,0
Maria Vitória Dias,30461150828208,21 3097 0861,1
Dra. Sophie Lopes,4597648489731,61 3470 7653,1
maria-claracostela,Android 7.1.2,Mecanógrafo,0
cunhavitor-hugo,Android 4.4.2,Repórter,0
viniciusgoncalves,Android 4.0.2,Cameraman,0
ccampos,Android 3.2.1,Balconista,0
Nicole Duarte,4560852494964990,+55 (071) 3104-3456,1
freitascalebe,Android 5.0.2,Chapeiro,0
Kevin Duarte,346641228710319,11 2214-5201,1
Dr. Samuel da Mata,4720103326962,(061) 1739 6059,1
Bianca Pires,373380012640822,+55 (031) 4446-6492,1
Miguel Nogueira,6502418140605415,71 8794-5243,1
Sra. Maysa Almeida,4980572653344683,(031) 9978-5484,1
Matheus da Mota,4858418610036335940,(051) 4967 9871,1
Pedro Nogueira,4746326092249119,0300-831-5894,1
Luiz Felipe da Mata,6011364374804684,+55 71 5185-3978,1
João Gabriel Silva,4377283354322363,+55 11 8862-4267,1
theonogueira,Android 2.3.7,Vistoriador de sinistros,0
monteirolaura,Android 7.0,Militar da Aeronáutica,0
Miguel da Rosa,4194526571640293,41 1348-8096,1
goncalvesjoana,Android 4.0,Assessor parlamentar,0
Renan da Costa,3556526353021567,+55 31 9583 5708,1
cbarros,Android 5.1.1,Piloto automobilístico,0
Ana Julia Aragão,4692416889699,31 9352 7536,1
Dr. Marcelo Campos,4540731695541,(041) 7231-7249,1
julianafarias,Android 7.0,Flautista,0
Mariana Pires,4220019594644532,+55 (021) 0887-4791,1
raulmonteiro,Android 4.4,Peão de rodeiro,0
marcela90,Android 5.0.1,Trompetista,0
carvalhobeatriz,Android 5.0,Almirante,0
augustoaraujo,Android 5.1.1,Engenheiro naval,0
obarbosa,Android 4.2,Produtor musical,0
Carolina Farias,4051002692792886,(041) 0005-7702,1
nda-mata,Android 4.0.4,Atleta de canoagem,0
alvesana-sophia,Android 4.0.2,Massoterapeuta,0
luigi35,Android 1.1,Ecólogo,0
Paulo Castro,4858743212919,+55 (061) 9065 8844,1
juanda-conceicao,Android 5.1,Sapateiro,0
hrodrigues,Android 2.2.3,Produtor de multimídia,0
omelo,Android 8.1.0,Agente de defesa sanitária,0
Dr. Arthur Teixeira,3567645715544954,(051) 2339 9818,1
rochabreno,Android 4.2.2,Obstetra,0
Samuel Cavalcanti,2252086297354813,+55 11 7941 8020,1
yasmin39,Android 5.0.1,Jogador de vôlei,0
jribeiro,Android 5.0.2,Apicultor,0
lucca62,Android 4.0.3,Gastrônomo,0
sabrina50,Android 4.4.4,Biomédico,0
yuri51,Android 11,Pastilheiro,0
Lucas Gabriel Araújo,3546320999803684,+55 41 8593-5110,1
Emanuella Nogueira,213104091683816,+55 11 9870-5487,1
davi-lucas39,Android 2.3,Publicitário,0
nda-mata,Android 3.0,Mototaxista,0
yasmincunha,Android 2.3.1,Profissional de relacionamento com investidores RI,0
diasmaria-sophia,Android 4.4.2,Cenógrafo,0
ferreiramarcela,Android 7.0,Boxeador,0
Marcelo Fernandes,6572764529125912,41 7732 7543,1
Dr. Kevin Araújo,6574225302295478,+55 71 6611-0357,1
Ana Julia Oliveira,3526058565738306,+55 (051) 0793-0466,1
Vitor Santos,2286451161428293,+55 (051) 7885 1313,1
portohelena,Android 2.1,Odontologista preventivo e social,0
lucas-gabrielda-costa,Android 2.2,Ator,0
Laura Ramos,4713844405938031221,0900 603 5461,1
lopesdavi-luiz,Android 1.5,Mestre-de-obras,0
alexandrealves,Android 4.4.4,Bóia-fria,0
Bruno Viana,340507209349284,41 0745 3343,1
Dra. Bruna Oliveira,180058065719114,41 1540-4351,1
Kaique da Rocha,503863691336,+55 (084) 6312-9123,1
Nina Silva,4553701079115818,+55 (061) 5630 4382,1
Anthony Barros,3505813332740968,71 9317-0127,1
gabriellycardoso,Android 6.0,Mergulhador,0
da-matamatheus,Android 7.1.1,Geriatra,0
Diego da Mota,676102425391,21 5658 7243,1
Pedro Lucas Lopes,4174348669010,+55 51 1851 8371,1
rramos,Android 3.2,Engenheiro têxtil,0
voliveira,Android 6.0.1,Rebarbador de metal,0
Otávio Ribeiro,6011998011022919,11 6108 9802,1
Erick Pires,4375981056502,+55 31 0260-2836,1
Maria Vitória Melo,4127131945241548,+55 (061) 8356-7506,1
sophiadias,Android 4.0.2,Estivador,0
Agatha da Conceição,675928128098,(051) 5641-2257,1
Marina Lima,4419476771418620,(041) 6977 8720,1
Sr. Fernando das Neves,6554534227272833,61 7382-1871,1
Ana Júlia Moreira,676137632185,31 2683 6650,1
Nina Gonçalves,3579916529603500,+55 (021) 1506 6232,1
Marcelo Caldeira,4749481041260464,0500-443-7169,1
Maria Alice da Luz,4840186106147,+55 51 5346 1587,1
barbosaisis,Android 8.1.0,Editor,0
Davi Luiz da Rocha,4276330878562202145,(084) 8866-1097,1
Srta. Sarah Melo,4522372756675,0500 054 1083,1
Dra. Yasmin Pereira,3588984951284719,81 0344 4815,1
brunanogueira,Android 3.2.2,Profissional de áudio,0
Joana Jesus,3520639833822364,+55 (011) 8366-0565,1
Emilly da Conceição,213188843934460,11 5739-5513,1
Felipe da Paz,30153211080305,(031) 7066-5866,1
da-rosaleandro,Android 1.0,Notário,0
ana-juliarezende,Android 3.2.2,Paramédico,0
Cauã Pinto,3554255386532182,11 9485-6520,1
pnogueira,Android 1.6,Engenheiro acústico,0
Alexia Castro,4334007010791873,84 1737 8657,1
Isabel da Paz,4313513577489110841,(061) 3576 9362,1
manuelacunha,Android 1.0,Designer de jóia,0
Srta. Maria Clara Ribeiro,4080584054831530,(081) 7315 6312,1
luiz-henriquefernandes,Android 2.1,Contador,0
ana-vitoria23,Android 3.1,Cobrador de ônibus,0
Fernanda da Cunha,3501807418123622,+55 (021) 8636 1619,1
Letícia da Conceição,4192380559008517,+55 41 3500-6738,1
Dr. Heitor da Cunha,4468643670657443964,0800 717 1216,1
martinsgiovanna,Android 5.0,Maitre,0
Isabelly Azevedo,4006918987186036069,+55 31 3820 9005,1
thomas12,Android 2.2.3,Flautista,0
vitorlima,Android 10,Paramédico,0
diogo41,Android 4.3,Jangadeiro,0
Ana Nunes,3548639564431938,0900 525 2073,1
Raul da Cunha,4225657498514,(021) 6300-4081,1
ana-laura48,Android 3.2,Servente-de-obras,0
milena65,Android 5.0.1,Velejador,0
zfreitas,Android 11,Matemático,0
jpinto,Android 2.2.2,Coordenador,0
uda-rosa,Android 2.3.2,Locutor,0
Kamilly Cavalcanti,4828177686901388,(041) 9066-2516,1
Maria Vitória Barros,3503259490633805,0500 322 8976,1
pda-luz,Android 7.1,Funileiro,0
Eloah da Paz,348936838123178,+55 11 6722-7363,1
ferreirapedro-miguel,Android 2.2.3,Entalhador,0
fernandesdiego,Android 2.2.3,Enfermeiro,0
tferreira,Android 4.4,Profissional de relações públicas,0
tda-luz,Android 2.3.2,Administrador de redes,0
da-rochajuan,Android 2.3,Lavador,0
Diego Fogaça,4030885162415,51 8661 7825,1
vitor-hugo23,Android 4.1,Massagista,0
Heitor Rodrigues,3552196085959643,0300-092-0738,1
Dr. João Guilherme da Paz,3527381607424639,+55 31 5934-9960,1
joao-lucasda-mota,Android 5.0.1,Nadador,0
yasminfreitas,Android 4.3,Profissional de logística,0
wcorreia,Android 3.0,Chargista,0
da-cruzlarissa,Android 10,Neonatologista,0
Breno Caldeira,345769295650711,+55 21 5128-7563,1
Elisa Costa,3584699536791657,(021) 6195-2121,1
pirescaio,Android 6.0,Tecnólogo em esporte e lazer,0
mouragabrielly,Android 5.0.2,Jogador de vôlei,0
Vitor Cardoso,3515783378751120,(084) 6504-8632,1
ana-carolinamartins,Android 3.2.1,Limpador de vidros,0
esthernogueira,Android 2.3.1,Naturólogo,0
Matheus das Neves,503864146405,+55 81 7287 6973,1
fernandeskevin,Android 1.5,Ventríloquo,0
Danilo da Mota,3528209568403822,(084) 2034 0762,1
ucostela,Android 7.1.2,Profissional de rádio e tv,0
heitor33,Android 8.0.0,Técnico em óptica,0
Natália da Mota,30453134555445,0500 855 4255,1
brunocastro,Android 2.3.5,Mágico,0
Fernando Pereira,4916517452564998,+55 (081) 8092 2866,1
Erick Sales,4643850319819131002,+55 11 1969 8754,1
mfarias,Android 5.0,Barbeiro,0
Carolina Oliveira,30263601158452,+55 81 4956-1649,1
Lucas Novaes,4773433807904,+55 84 8849 0357,1
franciscoda-costa,Android 2.3.2,Chaveiro,0
ovieira,Android 2.1,Lutador de jiu-jitsu,0
pietro67,Android 4.0.4,Jóquei,0
emanuel67,Android 2.3.1,Diplomata,0
Leonardo Carvalho,4324854977829840764,+55 (061) 8583-1204,1
henrique65,Android 3.2.4,Designer de moda,0
Luigi Carvalho,4863608594824942960,84 5560 7244,1
Ryan da Cunha,4114095098724,+55 31 2951-8104,1
Milena Lima,4759074869224853560,(011) 2744-3725,1
da-pazmaite,Android 8.0.0,Pescador,0
maria-aliceda-mota,Android 4.1,Fonoaudiólogo,0
Dr. Antônio Vieira,4891035328255419,0500-523-0765,1
danielcunha,Android 1.1,Engenheiro de petróleo,0
Amanda Lopes,3564192799815581,+55 (084) 7459-1006,1
ccarvalho,Android 4.3,Broker/Corretor da bolsa de valores,0
Bárbara Carvalho,4162108368808,51 9134 8753,1
Esther Gonçalves,3582169033712426,84 1808-7145,1
Danilo Melo,5501454560256853,(031) 9521-6328,1
Fernando Farias,3567238439158846,+55 84 6010-9369,1
mrezende,Android 4.0.1,Lancheiro,0
bryan01,Android 2.0,Tenente,0
Pedro Monteiro,4035104200136,(084) 4042 3946,1
maria-alicemonteiro,Android 7.1.2,Produtor musical,0
pedro-lucaspeixoto,Android 5.1.1,Produtor de eventos,0
Ian Viana,4459561878429225356,11 0157-8479,1
afarias,Android 7.1.2,Cabeleireiro,0
fernandoalmeida,Android 5.0.1,Triatleta,0
Isaac da Rosa,6011288692889319,(051) 1859-8817,1
Vitor Azevedo,375562648324297,+55 61 6629-4606,1
juliamelo,Android 2.2.2,Atleta de nado sincronizado,0
milena38,Android 5.1,Engenheiro químico,0
Davi Luiz Lima,5306789708119712,+55 31 1109 6997,1
Laís Duarte,3503338188210850,+55 (071) 6047 5024,1
luigi35,Android 6.0.1,Auditor,0
Olivia Pereira,3547580334725186,+55 21 1763 8009,1
Luigi Moura,501878626941,+55 21 6947-0410,1
Alana Rocha,5225432869088768,(031) 1260-6413,1
aragaocaio,Android 4.2.2,Psicopedagogo,0
luiz-felipe26,Android 1.6,Lutador de kung fu,0
Maria Fernanda Pinto,6011447061187099,31 2880-7125,1
costelaisabella,Android 7.1.1,Artesão,0
eduardo42,Android 5.0.2,Armeiro,0
da-matayasmin,Android 2.3.1,Atendente,0
Diego Cavalcanti,30014856990473,+55 (051) 6014 0955,1
Dr. Murilo Moreira,576748037941,+55 (031) 3516-8997,1
silveiramaria-vitoria,Android 2.2.3,Pedicure,0
Rodrigo Pereira,2277563315913979,+55 (061) 0247 3274,1
leonardocastro,Android 8.0.0,Co-piloto,0
lara43,Android 6.0,Gestor de qualidade,0
Sofia Gomes,3527561836779453,+55 (061) 3777-7361,1
maria-eduardaaraujo,Android 2.3.2,Kite-surfer,0
Leonardo Rezende,4685524218743618,+55 71 7160 6124,1
feliperodrigues,Android 4.4.3,Conferente de carga e descarga,0
maria-eduardaalmeida,Android 8.1.0,Paparazzo,0
teixeirasamuel,Android 1.1,Profissional de recursos humanos,0
ana-laura52,Android 3.2.4,Síndico,0
salves,Android 4.1.2,Psicólogo,0
Danilo Mendes,4284089064295,0300 609 6606,1
Joaquim Souza,36113887489523,0900 459 0541,1
lavinia68,Android 4.4.3,Senador,0
Caio Dias,639010603780,(081) 6714 2837,1
Laís Melo,4031544097617320,84 2762-3929,1
Luiz Miguel Oliveira,503895019134,+55 (071) 3199 2290,1
stellamoraes,Android 6.0.1,Saxofonista,0
Davi Lucas Nunes,630495037701,+55 (084) 0390-7516,1
marina73,Android 11,Biblioteconomista,0
Felipe Ramos,349438006543575,+55 (021) 1184-1208,1
Laura da Paz,4356998858494,21 1753 8524,1
costelaemanuella,Android 2.0,Epidemiólogo,0
gomesmatheus,Android 4.4.3,Atleta de nado sincronizado,0
Lorena Melo,4900337613361079362,(084) 3255-0744,1
nascimentoraul,Android 2.2,Moldureiro,0
Marcela Moura,3599916917312280,41 8285-9915,1
Yuri Barros,4475788309557,(041) 7532 5903,1
Bryan Fernandes,372091566327200,21 1039 3888,1
yasmincaldeira,Android 2.3.6,Repositor,0
ksouza,Android 5.1.1,Faturista,0
enrico53,Android 10,Engenheiro de produção agroindustrial,0
beatriz12,Android 3.0,Ginasta rítmica,0
agatha81,Android 8.1.0,Oftalmologista,0
Maria Fernanda Gomes,4605349256553892589,(071) 1613 6606,1
melomaria-julia,Android 8.0.0,Assistente social,0
ana-lauracardoso,Android 4.3.1,Forneiro,0
Stephany Moraes,6011019144925009,+55 (041) 8349-4946,1
Samuel Fernandes,4720049930646,+55 (021) 4252 6682,1
Nina Cavalcanti,2643183413206288,(071) 0057 6762,1
Giovanna Barbosa,3528235570121219,+55 (041) 5468-2505,1
Srta. Isadora Ramos,36561993690253,+55 81 7260-4165,1
isisdas-neves,Android 2.1,Surfista,0
rbarros,Android 3.2.5,Camelô,0
Diogo Sales,6526238998931065,81 6093 0962,1
Dr. Kevin Monteiro,4302535828575374495,+55 51 8359 1992,1
araujootavio,Android 6.0,Harpista,0
Sophia da Conceição,588573481110,0300 891 4880,1
Luiz Otávio Costela,3556634605975448,0800 418 1862,1
Julia Rezende,4382907270685981,+55 11 7542 9469,1
Danilo Rezende,2226378138092667,+55 (041) 7483-2562,1
tda-cruz,Android 6.0,Sargento,0
Isis Souza,4971957151267230730,+55 (061) 4631-2237,1
ana-luiza35,Android 4.0.2,Fotógrafo,0
davi-luiz64,Android 1.0,Endodontista,0
Danilo Monteiro,6011248307024710,0900 600 8390,1
Maria Fernanda Campos,4494038249851,(061) 3074 2780,1
alexia80,Android 3.2.5,Promotor de vendas,0
dvieira,Android 4.3,Modelo,0
murilo72,Android 4.0.2,Pianista,0
dmelo,Android 3.2.4,Intérprete de Bíblias,0
Laura Santos,30547894257587,+55 (031) 8247 1911,1
stephanyviana,Android 2.3.4,Figurante,0
Rafael Rezende,36145275974971,0800 794 2068,1
cpeixoto,Android 7.1.1,Epidemiólogo,0
speixoto,Android 2.3.1,Almirante,0
Fernanda Farias,3508430037282506,0900 297 6195,1
diego50,Android 4.0.4,Gestor público,0
Vicente Cardoso,4886690960475431043,(051) 7406 4043,1
Maria Sophia Martins,4630971464912,+55 84 8084 9785,1
joaofarias,Android 4.0,Economista doméstico,0
Gustavo Henrique Fernandes,6520188187633673,(061) 4838 4435,1
rodrigoda-mata,Android 4.1.2,Lutador de taekwondo,0
Srta. Ana Beatriz Farias,38944006929314,+55 51 1077 8438,1
qporto,Android 3.2.4,Investigador de Polícia,0
Clara Lima,6011307524130013,+55 (011) 7099 7734,1
daniela89,Android 4.1.2,Arrumadeira,0
Lívia Lima,5482611005653191,+55 (051) 3779 3820,1
da-costaotavio,Android 11,Panfleteiro,0
teixeiramilena,Android 3.0,Corredor de atletismo,0
kevin43,Android 2.3.4,Tecnólogo em recursos pesqueiros,0
ymendes,Android 4.4.1,Cerimonialista,0
Sra. Emanuella da Luz,3512464609496529,+55 (051) 2972-6995,1
Beatriz Monteiro,6011681883313547,71 3272 7565,1
Sarah Freitas,639075911821,(081) 7339-3482,1
ana-julia58,Android 3.2,Personal trainer,0
milenacosta,Android 4.4.3,Borracheiro,0
carolina25,Android 2.2.1,Cobrador de pedágio,0
Nicole Nascimento,4155344684236,+55 21 8254-0618,1
diaspedro,Android 6.0.1,Transportador,0
Luiz Fernando Nunes,2623572190511924,41 5899 0449,1
Leonardo Aragão,4193265126993441,11 6860-8378,1
beatriz98,Android 1.6,Metalúrgico,0
Rafael Porto,180047992660830,+55 (031) 7497 5234,1
leandro19,Android 4.1,Retificador,0
