Coluna A,Coluna B,Coluna C,Classe
Dr. João Pedro da Cruz,3596814371303874,+55 (041) 4117-7114,1
Bárbara Cunha,4517402601600478729,+55 81 9451-6922,1
Gustavo Henrique da Cruz,501884225969,+55 51 2560 1490,1
Maysa Nogueira,348894981811711,0900 426 4167,1
Vitor Gabriel Fogaça,346953262216628,41 8363 3865,1
Mirella Carvalho,346806165461784,+55 (021) 0266 9882,1
Eduardo Viana,4822155491639779,0500 837 5004,1
Caio Viana,4681778054979702,+55 (071) 4873 3192,1
Alícia Silveira,3569581173834413,+55 (021) 0285 4143,1
Juliana Gonçalves,213134112725825,11 9819 1860,1
Larissa Pires,30171018077951,+55 21 0267-3363,1
Alexia Teixeira,584068043853,+55 84 2100 1595,1
Pietra Nunes,3531696612105327,0900-099-5923,1
Sr. Luigi Jesus,4605391450147,(071) 2810-1480,1
Thales Souza,2402163453160414,+55 71 6386 8892,1
Pedro Henrique Duarte,4960973217996923,+55 71 6370-7182,1
Emanuel Teixeira,180085122807871,+55 (071) 2082 7361,1
João Vitor das Neves,4825815349267449,(061) 6103-5541,1
Rafaela Rocha,3504344992034873,0300-770-2632,1
Catarina Nunes,345623652506000,(021) 2273-1831,1
Sra. Stephany Pires,342506396883798,+55 (011) 3405-3002,1
Sra. Heloísa Cardoso,4514766870506966767,(011) 0312 0741,1
Marcelo Moura,6011964671312685,61 2089 2830,1
Vinicius Nogueira,2244761335766183,+55 (031) 6868-1677,1
Olivia Costela,4961402673524861512,21 2460-6928,1
Francisco Pires,4088969915871811,(051) 2852 9960,1
Lorena Campos,4901845899896625,+55 84 3202 9787,1
Davi Lucca Souza,6520953552061093,+55 11 3804-7736,1
Juan da Cruz,3565035609596322,(081) 6895-2642,1
João Guilherme Martins,4197156902799894,(051) 9932 4172,1
Lavínia da Cruz,588557044603,51 8096 5253,1
Thomas Jesus,6528790235218100,84 8249 5381,1
Juliana da Luz,3561769900151809,11 6113-2202,1
Pedro Rodrigues,36694058806611,+55 (011) 5368 2982,1
Dra. Ana Julia Fernandes,6530921104263432,+55 81 7433-9649,1
Maria Cecília Fernandes,4382575912240081553,84 8804-7543,1
Carlos Eduardo Almeida,4849883996754433495,+55 (011) 4838-4193,1
Gabriel das Neves,30433436915331,11 8075-9867,1
Matheus Viana,589026971913,21 7837-8271,1
Enzo da Costa,4437837560532939,81 0309-2414,1
Cecília da Conceição,6011063384510196,+55 31 5204 4254,1
Srta. Maria Julia Nunes,6011865275558260,+55 (011) 6300 3463,1
Dra. Luana Moreira,4626277825733561,+55 21 5686-9688,1
Srta. Alana das Neves,4011899982037931439,(081) 4960-4780,1
Dr. Ian Cardoso,345233081729197,+55 31 8502 0128,1
Lara Fogaça,4212688071427771404,71 3886-0287,1
Rodrigo Silva,348537521922072,+55 41 3740 4323,1
Catarina Azevedo,213164629681807,+55 61 5156 7195,1
Pedro Henrique Costela,4466836133655015,+55 31 6900-6607,1
Luigi Jesus,3520947755218119,0800-413-1515,1
Isaac Lopes,4598472579023251,0800-342-2227,1
Clarice Lima,4963663570575,+55 21 8240 9157,1
Luigi Ferreira,4992110758605794977,(031) 3298-6685,1
Giovanna Melo,180040749441406,+55 (051) 7022-3562,1
Igor Campos,6011761143116862,0500 542 5649,1
Pedro Henrique Rocha,639061320870,+55 31 5273 6576,1
Dr. Leonardo Gonçalves,30057294404722,(084) 8041 8954,1
Sr. Fernando Moreira,4064237874842167335,11 3391-9679,1
Nicole Moura,3570861229247209,+55 (071) 6185-9489,1
Marina Alves,3570640582590011,0800-760-1430,1
Dr. Augusto Cunha,3571752089956246,+55 61 4971-1505,1
Ryan Pinto,213122847411449,+55 21 3995 6228,1
Fernando Gonçalves,639035331466,+55 21 2224 0177,1
Luana Cunha,4037009316245356,(031) 8570 3809,1
Davi Luiz Cavalcanti,213192715039796,+55 (011) 6035 7612,1
Srta. Giovanna Pinto,375360294564195,0900 046 5065,1
Lara Monteiro,213141460609006,+55 41 2477-6742,1
Vitória Nogueira,6011294502629721,+55 21 8892-4015,1
Dr. Breno da Paz,4051181958956979,0500 496 3706,1
Dr. Breno Lima,4705569869976377,+55 (031) 3254 7863,1
Maitê Alves,4789428876442858,+55 31 5424-0556,1
Laura Nascimento,4594162200167262,(061) 1266 1993,1
Sr. Lorenzo Farias,4827798303266464979,31 6637 8210,1
Enzo Gabriel Oliveira,6520453724099568,+55 (081) 9664 3113,1
Theo Jesus,2711779962393505,+55 (084) 2377-1114,1
Laura Ferreira,3599635135228603,+55 51 1691 4304,1
Raul Sales,3545421459007153,0900-080-2531,1
Esther Castro,3549680026606237,+55 (031) 0643 0093,1
João da Cunha,4649385943730493,(041) 4516 6767,1
Francisco Araújo,4990814350904849554,0300 496 8538,1
Manuela Martins,3529432976426016,+55 (041) 7943-3272,1
Sra. Ana Laura Pires,503842470844,(084) 4788 6232,1
Dra. Larissa Barros,3502041345607841,71 7422-2658,1
Sr. João Pedro Cardoso,38560761735397,0300-811-0691,1
Emilly Carvalho,4582808067398895,+55 11 1013 1792,1
Laura Carvalho,180025933049107,84 6541 5411,1
Maria Pereira,4743139542136895907,31 1325-1360,1
Gabriela Costela,3556172116559484,11 5339-9655,1
Elisa Farias,5200063812900681,51 6495 8922,1
Juan Araújo,3546555242945507,84 2513-3378,1
Dra. Maria Sophia Farias,213197659350828,(031) 9209 7422,1
Fernanda Ribeiro,377505073172937,+55 (071) 7646-0325,1
Juan Dias,6511584784647499,(071) 1203 8174,1
Beatriz Mendes,3593788236699853,(071) 3653 2816,1
Luiza da Luz,30229244718408,+55 61 9575 6634,1
Manuela Pereira,6558357781288599,(021) 6634 3056,1
Sr. Vitor Gabriel Almeida,213149321574400,(084) 7968-9846,1
Dra. Alícia Moraes,3514581790852497,(031) 2785 7821,1
Laura Viana,370718507521622,0500 148 5327,1
João Lucas Castro,2518250365323643,31 6532 9789,1
Srta. Raquel Teixeira,4275226582422250,+55 (081) 1412-9918,1
Nina Cavalcanti,3520219610274905,81 8891 5201,1
Sr. Gustavo Carvalho,502060901886,0900-877-5732,1
Ana Clara Souza,349578970535493,(051) 2221 0628,1
Maria Clara Nogueira,4217953282613281,+55 11 7819-0626,1
Natália Rodrigues,3581883654837202,+55 (051) 0439 3692,1
Lívia Cardoso,3595266019700212,+55 (031) 1099 2613,1
Alexandre Sales,3526135200007923,(084) 1242 7475,1
Ian da Luz,213110060530193,41 5697-0061,1
Srta. Sarah Pires,501805631568,+55 (061) 4658-0479,1
Luiz Otávio Jesus,3565516737477063,+55 84 4487-6180,1
Isis Martins,344145730878830,71 4044 8147,1
Ana Lívia Silva,5389039436515850,31 1633-8804,1
Thiago Cunha,6011864032826391,+55 (011) 9837-1077,1
Dr. Pedro Lucas Nascimento,3565050532882103,+55 (021) 4118-3245,1
Kevin Viana,3559552794553841,+55 (071) 6997 6724,1
Caio Viana,4634479462607403181,+55 31 5533-6040,1
Bianca da Luz,4523494993903280,(051) 9393-9686,1
Valentina Cardoso,30555056232124,71 5099-0231,1
Benjamin Mendes,675991560748,+55 (051) 8658-4177,1
Heitor Nascimento,4896465553158489487,0800-804-6965,1
Davi Monteiro,213196523444528,+55 (081) 3096-8326,1
Heloísa Almeida,4530067418913364,(051) 9544-9006,1
Otávio Melo,6561872095702783,+55 (061) 7931-5228,1
Levi Martins,588804734006,+55 84 3804 3301,1
Dr. João Miguel da Conceição,566396661167,+55 (011) 4208-2895,1
Emanuelly Caldeira,3576112636184617,+55 21 6006-1033,1
Daniel Freitas,347108948237865,(031) 0149-2409,1
Alexandre Duarte,060477407500,84 3783 7655,1
Murilo Gomes,180058464189661,(051) 1970 2066,1
Isaac Nunes,30083801887969,+55 41 8969-9423,1
Dr. Otávio Peixoto,3586427321206972,+55 81 2654-4502,1
Augusto Pires,4654323741678,+55 71 6968-2734,1
Matheus Souza,4282719952880371,0900-376-8357,1
Diego Cardoso,676308846168,51 8509 8071,1
Stephany Monteiro,38261687152649,+55 11 0526 5468,1
Caroline das Neves,4705456891273272,0800-044-2261,1
Catarina Cavalcanti,2691232233934917,(011) 7755-4562,1
Rafaela das Neves,213110283767622,+55 (084) 5925 7613,1
Srta. Bárbara Pires,180058109208413,31 2877-5494,1
Sr. Bruno Gomes,30247777157737,+55 (011) 7719 4649,1
Ana Jesus,3513262934527177,+55 (084) 9195 3000,1
Maria Julia Aragão,503808429727,+55 61 9920 6751,1
Davi Lucca da Cruz,4235633090734457,+55 (011) 8753-1718,1
Rebeca Vieira,3556474553217174,+55 84 0860 0620,1
Rafaela da Mata,502075228770,+55 (041) 0040-2135,1
Letícia Campos,6576921282702149,+55 (021) 7702-3635,1
Sr. Felipe Ribeiro,6561431534377291,+55 (051) 7280-0921,1
Erick Ramos,30499203785660,+55 (071) 7803 3128,1
Dr. João Pedro Pinto,347935567761472,+55 (061) 8693 4171,1
Enzo da Mota,3503861978858786,(041) 6495-1850,1
Davi Lucas Porto,4331052084143562,+55 (084) 4820 8852,1
Stephany Gomes,180026311687476,51 3622 6413,1
Ana Carolina Duarte,4048269330273795,+55 51 0428 0019,1
Srta. Emanuelly da Cruz,38313460016820,+55 (051) 2621-3331,1
Eduarda Costela,4291163031363,+55 61 0947-3250,1
Breno Campos,3537320593375387,+55 (084) 0420 8579,1
Enrico Nascimento,2237863593455332,81 8343-5354,1
Luiz Otávio Alves,6525639556896452,0800 043 2044,1
Luna Gomes,180032032912557,61 6066 7432,1
Yasmin da Mata,4796856634380,+55 81 1848-4511,1
Benício Correia,3564448653222235,31 3769 3810,1
Marcela Barros,30166594490321,+55 21 1735 9697,1
Srta. Larissa Moraes,213102337282310,+55 (051) 8495-5580,1
Lívia Oliveira,2242442853988028,(081) 1825-8900,1
Davi Luiz da Rosa,577429684134,+55 (051) 4704 7453,1
Lucca Gonçalves,4817098673237331905,11 5428 2218,1
Olivia Silveira,2298180719097872,0500-862-6664,1
Pedro Lucas Vieira,502046833351,(011) 8323 6603,1
Vicente Freitas,5549802105412809,(051) 6505-1903,1
Carlos Eduardo Jesus,349204894431467,71 4883 2672,1
Maysa Costa,30168681228135,+55 (041) 6081 2762,1
Pedro Lucas Pinto,375494006345799,51 9545 7656,1
Maitê Monteiro,30424314597291,71 9320-8885,1
Gabrielly Mendes,372197580629131,41 1156 8544,1
Júlia Rocha,630412324596,(081) 8648-9569,1
Olivia Cardoso,2361174472648981,(041) 2268-0980,1
Caroline Ferreira,3580924326055665,+55 (011) 9374 5577,1
Leonardo Martins,213121192698725,+55 51 5858 0044,1
Alexia da Luz,4944349151125723425,(051) 0713-1859,1
Ana Laura Souza,4154346346958567,+55 (041) 2367-7784,1
João Lucas Rocha,4757917458058495741,+55 (041) 6011 9107,1
Pietra Nunes,3580995767365557,84 8084-2189,1
Luana Dias,3507925331033019,+55 84 3425-9491,1
Sr. Pedro Henrique Moraes,577434005986,+55 11 9764 8888,1
Emanuelly Rocha,676225946893,(061) 4478 5849,1
Clara Oliveira,2242045499063971,+55 81 4559 0187,1
Levi Silveira,3588845217123324,84 0604 8859,1
Srta. Maria Fernanda Alves,3518121886303117,41 6719 5908,1
Bruna da Rosa,3579627991084315,+55 71 8359-9602,1
Maria Alice Lima,4269872180041725,81 9204-3109,1
Srta. Ana Beatriz das Neves,38511164947774,(031) 8446-1131,1
Murilo Nunes,30265710010276,(021) 7994-3212,1
Maria Fernanda Rodrigues,3547736282358269,+55 (041) 7800 0110,1
Heitor Silveira,4941466429408898,41 9260-1706,1
Breno Silva,4201899615351560,61 4989 8210,1
Caroline Pereira,676226000153,(084) 4556-7378,1
Danilo Caldeira,2621719819696204,+55 (051) 3946-9460,1
Clara Freitas,4945598488306896470,61 3437-7152,1
Ana Júlia Alves,501841622316,51 2479 7480,1
Srta. Heloísa Ferreira,3522818755384607,0500-551-0589,1
Manuela Nascimento,2358856550007842,11 2453 3858,1
Elisa Araújo,4316478109781657,(081) 0978 4112,1
Davi Lucca Cavalcanti,6011776529322611,0500 866 7156,1
Heloísa Nascimento,3581867929320862,(061) 2796-8471,1
Lucas da Cruz,4226334998223,+55 (084) 9447 9538,1
Lívia da Luz,30292812216650,+55 (031) 6406-3654,1
João Miguel Fernandes,4612588055584565,(051) 1603 7517,1
Lívia das Neves,3554995652950325,+55 (021) 8378-6611,1
Cecília Pereira,4966215627108,0300 667 5224,1
Clarice da Paz,4815607767305,(071) 5593-5906,1
Luna Vieira,4238133173772172877,+55 (081) 4499-5169,1
Emanuelly Fernandes,3582759337829536,+55 41 6040 9138,1
Nina da Costa,3579641415019930,+55 (084) 9054 0610,1
Manuela Ribeiro,4669283312005,+55 11 6334-9051,1
Emilly Santos,4451975032149063,(011) 4361 1682,1
Alice da Paz,379550054886897,+55 (031) 5281 6657,1
Calebe Dias,4074937123806339,+55 (084) 9713 3567,1
Beatriz Rocha,4530845309741,+55 (061) 7972 2840,1
Marcos Vinicius Mendes,344256251782812,+55 (061) 8036 9916,1
Alice Fogaça,3547340566403501,41 4634-1276,1
Ian Oliveira,3599644069435283,(031) 5759 4793,1
Dra. Emanuella Melo,180062232363343,+55 (051) 0069 4949,1
Vicente Costa,561189798466,(041) 2075-1790,1
Maria Vitória Pereira,4734055729743,0900-711-1547,1
Laura Almeida,4967029830941078,71 2788-5529,1
Sophie Caldeira,2328680632777892,+55 (061) 6926-4406,1
Maria da Cunha,4988356707857474,+55 81 4692-6504,1
Gabrielly da Luz,3542204512922011,+55 (071) 4245-5241,1
Gabrielly Melo,6011698263880432,31 7246 3765,1
Ryan Campos,3569874481966161,+55 (084) 7243-2097,1
Evelyn Pires,4466917442790304682,(021) 8789-6761,1
Srta. Ana Laura Aragão,501845156477,(061) 4610 2348,1
Marcelo da Costa,340793184996089,+55 (041) 5039 8519,1
Luana Mendes,4485579640199005,84 1087 9404,1
Felipe Ribeiro,3501206217950519,(084) 2716 1113,1
Luiz Gustavo Gomes,4731267137111,71 9457 4858,1
Otávio Nogueira,3534040438085362,51 3216 2703,1
Vitor Gabriel da Mata,341926924186368,21 1629 4705,1
Beatriz Nogueira,639050088934,+55 (084) 3072-5418,1
Anthony Gonçalves,4261002819902356,(084) 2094-6135,1
Vinicius Farias,639070716423,81 4912-9357,1
Arthur Duarte,2330635754523751,(084) 3875 1198,1
Luna Campos,2221333314229224,+55 81 9477 4900,1
Sr. Theo Souza,582465359948,0800 433 9239,1
Benjamin Fogaça,4524032119040716297,+55 (061) 1124-7403,1
Dra. Yasmin Correia,30402272477508,41 7525-8944,1
Júlia Barbosa,676179090532,71 4134 5609,1
Ana Luiza Peixoto,4288135439416686074,41 3282-9875,1
Breno da Rocha,3575932087891456,+55 41 9630 0897,1
Cauã Nogueira,4848059741173243,21 3745-2591,1
Eduarda Jesus,348550008348778,+55 (011) 2832-8614,1
Benjamin Vieira,340740117760231,+55 (011) 6186 1719,1
Ana Carolina da Costa,4731606826056162,+55 (061) 8357-1578,1
Luiz Miguel Freitas,5497414111867414,+55 61 7386-8209,1
Srta. Maysa Pires,3578864129804071,+55 (081) 4854-1584,1
Luiz Gustavo da Cunha,345422183510262,(061) 4912 2096,1
Vitória Gomes,30106838438371,(021) 8552-6108,1
Dr. Luiz Otávio Rodrigues,6011176509621647,0900 488 4943,1
Rebeca Aragão,6011015706267145,+55 (061) 3693 5870,1
Srta. Ana Luiza Teixeira,213199350583293,+55 (071) 7228 8646,1
Noah Araújo,6545454347112979,71 8812-3898,1
Bryan Sales,374157195948175,(061) 6530 7510,1
Enzo Gabriel Moura,180035992385193,+55 61 1012 4648,1
Luiz Felipe Rocha,2267228274733469,+55 (011) 7609-8238,1
Dr. Bryan Silveira,503809585766,(031) 5126 7089,1
Clarice Castro,2267226749783952,+55 11 2465 6622,1
Ana Julia Ferreira,2292986161074342,(051) 1462 9117,1
Larissa Souza,4506798809408718445,0300 472 7281,1
Matheus Fogaça,377280750642467,+55 (031) 5902-9563,1
Sr. Vicente Lopes,2235596414352773,+55 81 5001 3599,1
Felipe Vieira,3536084277713195,71 9564-8767,1
Laís Barros,4281869958472,0300 346 6579,1
Sra. Maria Cecília Cunha,30175458413634,+55 51 2006 6487,1
Levi Silveira,213154053358097,(041) 6174-5992,1
Matheus Freitas,3515662222245705,(031) 8966-7701,1
Enrico Costa,180079925209559,+55 (021) 1196-5151,1
João Gabriel Gomes,6011983411367502,(051) 1633-7689,1
Milena Rezende,4212087674781,31 0989-8158,1
Agatha Cunha,4223216749923,41 3754 4318,1
Rafaela da Cruz,676292435820,(031) 1551-2888,1
Laís Dias,4601233688134628,+55 71 8769 0772,1
Maria Eduarda Oliveira,6523205267680783,0900 983 6736,1
Julia Cunha,38541988836499,61 4253-5204,1
Lorena Cunha,2314175178242506,21 7188 7124,1
Maria Clara Fernandes,3598998311200411,(021) 7071-8028,1
Bryan Mendes,3585344636442989,84 6596 6600,1
Maria Clara Azevedo,4282316553742,+55 (051) 8345-8323,1
Sr. João Gabriel Nascimento,6504210039086007,61 3616 9222,1
Guilherme Martins,213160447988853,+55 21 0906 5658,1
Olivia Oliveira,4681066149694,+55 51 3172 5646,1
Laís Campos,180000501948907,0500-027-1423,1
Gabriel Ribeiro,2254260498900983,(031) 4011 2842,1
Bruno da Cunha,3504455298505497,+55 41 3450-1573,1
Lara Barros,4282431943873875,+55 21 7943-0831,1
Noah da Rocha,6548742734613303,(084) 7687 0223,1
Benjamin Cardoso,3514004857569391,+55 61 9697 2983,1
Yasmin Mendes,3555917484314388,+55 81 1934 5135,1
Davi Luiz Barbosa,580796713551,+55 (031) 9356 6543,1
Enzo Gabriel da Rocha,4676160714928759260,+55 (081) 9952-1926,1
Vitor Novaes,4802470523089131,+55 (031) 7050-9273,1
Ryan Ramos,4771844601387,+55 (061) 0863 4064,1
Srta. Agatha Santos,4556594254496142177,+55 71 9971 6557,1
Evelyn Ramos,4134437858121465,+55 21 3466 0204,1
João Pedro Viana,3524831259420775,84 1206 0197,1
João Pedro Costela,2493849082613167,0900 012 8485,1
Sr. Benício da Costa,30067080626206,(071) 2073 2278,1
Diego Martins,4240013178835687,(084) 6715 2812,1
Vitor Gabriel Novaes,2397163261622669,(061) 1508 0766,1
Lorenzo Teixeira,344033726540509,+55 31 6240-5802,1
Fernando Correia,344310161695687,11 0984 3932,1
Samuel Melo,38609599940263,31 2355 6733,1
Yasmin da Rocha,30575493839000,+55 (021) 8572-5160,1
Pedro Dias,630472757370,0300 963 4012,1
Srta. Nicole Gonçalves,3580345293261674,+55 (041) 1168-6487,1
Milena Azevedo,5250226091892908,+55 51 4364 9314,1
João Pedro da Paz,3516103032436860,(061) 2231 4972,1
Pietra Gomes,3564286541185309,+55 (011) 3338-8573,1
Dr. Cauê Carvalho,2354323683552156,61 4983 8177,1
Antônio Gomes,6011114217216723,+55 (011) 5465-1002,1
Alice Ferreira,4740099743942483,(031) 5927-6713,1
Olivia Carvalho,4677489585712,+55 11 3418 2085,1
Melissa Fernandes,3591265731759799,+55 (051) 8614 8482,1
Srta. Mariana Castro,4139842701604929,+55 41 9152 7580,1
Evelyn da Rosa,4893208600732490,0800-604-1163,1
Isaac Costa,180094481860950,81 9390 1546,1
Cauã Martins,4880204437090,+55 (041) 2947-2633,1
Sra. Gabrielly Pires,30068259410679,(081) 1645 4171,1
Natália Souza,6011853575720608,0900-526-8897,1
João Cardoso,6011050678072272,+55 51 7865 9342,1
Letícia Silva,3556800340140073,(081) 9771-4051,1
Milena Rezende,630488979620,+55 41 2900 2715,1
Carlos Eduardo Silva,2340181550612777,+55 61 8609 7290,1
Gustavo Henrique Duarte,502088048660,(051) 0165-3189,1
Arthur Pires,5137486187596099,(084) 9327 4269,1
Sophie Melo,6512545065415632,0500 464 8514,1
Larissa Pereira,4516100095564883,+55 31 6218 1546,1
Vitor Gabriel Sales,4984773183691860316,+55 (051) 3749-1478,1
Maria Julia Silveira,180069258019121,(031) 6372 3680,1
Matheus Freitas,347682444344094,84 4921 1634,1
Lorena Pereira,213129453338402,+55 (081) 9803-4980,1
Pedro Lucas Alves,4742389369520319,+55 (051) 4014 3785,1
Emanuel Cunha,180065254233245,+55 51 5980 8685,1
Sophia Lopes,2664101419580310,+55 (061) 2886-0912,1
Kamilly Novaes,344784863463562,11 9442 0946,1
Clara Santos,503856557007,+55 (061) 9689 4991,1
Sophie Pires,213141262872513,0800-156-9713,1
Fernanda Ferreira,30589720265335,51 6055 4798,1
João Felipe Moura,4847333551595734450,81 5218 1340,1
Raul Porto,3551556749764203,71 7221-7541,1
Cauê Moura,30235818752657,0300 343 8899,1
João Vitor Viana,213156051026360,31 3269 2945,1
Ana Lívia Souza,5531730693749771,51 5964 5901,1
Breno Santos,4044837678905659,+55 41 3291-3888,1
Nina Cavalcanti,3534416257254166,(051) 5298 1503,1
André Cardoso,30363849246687,(081) 9436 5535,1
Ian Novaes,4372520758070717,+55 (031) 3789 9124,1
Dr. Gustavo Mendes,4465259679605776400,11 5550-6051,1
Sarah Souza,346155578622453,(031) 2722 0161,1
Sr. Marcelo Barbosa,2276124700286322,(081) 5128 6210,1
Maria Sophia Moreira,180049556129863,+55 (031) 3683 6667,1
Pedro Miguel Porto,4387477049051050,51 1386 7687,1
Maria Cecília Farias,575275400639,(081) 6049-8497,1
Enrico Moura,30477939436238,+55 (081) 2109-2197,1
Pedro das Neves,3534140362963848,21 5802-1854,1
Eduardo Ribeiro,2703613957190966,+55 81 7844 3461,1
Joana Ramos,344554915068432,81 9750-3498,1
Ana Lívia Peixoto,213169183501036,+55 11 0890-7049,1
Srta. Helena Peixoto,30580710604831,+55 61 0680 5519,1
Joana Ribeiro,180089840659804,61 9695 7053,1
Alice Araújo,4278783293507560,(081) 5167 2175,1
Lorena Caldeira,3546158490155729,+55 61 6904 3695,1
Carolina da Cruz,3599352350742116,84 1667-2613,1
Luiz Fernando Souza,5286262777555293,21 8829 9017,1
Lara da Rocha,6011556424375249,+55 11 8288 4424,1
Breno Souza,3525535664068900,81 4887 2847,1
João Guilherme Rodrigues,4375978846918932,0800-899-5987,1
Dra. Bianca Aragão,349399586688273,81 0897 6087,1
Rafael Vieira,377126911150058,+55 (021) 0366 8951,1
Cauê Costa,4959836397914357408,51 9675 7414,1
Camila Freitas,503848753235,+55 84 8965-5275,1
Pedro Henrique Gomes,3534872521042789,(021) 2479-3697,1
Nina Ramos,3562459085328732,+55 (081) 2089-7125,1
Sarah Silva,4276110347109361,+55 (011) 2302 6124,1
Eloah Novaes,377416060509588,+55 51 7767 0065,1
Ryan Nunes,213127362192258,(041) 3680 0861,1
Pietro Silva,3544612792948696,+55 81 0109-8733,1
Ian Santos,6011867972523159,(081) 1704-2296,1
Mariana Santos,3545753590641684,51 3901 5521,1
Caio Campos,6011653768827941,+55 (071) 3216-6559,1
Dra. Milena Teixeira,30292926791010,+55 (011) 0372-1455,1
Bárbara Rocha,180077253303341,41 3232-6542,1
Caio Oliveira,4201209388264257,+55 71 7537 8934,1
Isabel Fogaça,3566460620361416,0900 384 7396,1
Maysa Viana,4685945792632,(071) 5168-7338,1
Joaquim Pereira,4122190600187,(084) 2696 8524,1
Ana Clara Nunes,3513772458672068,+55 21 5649 9965,1
Thiago Almeida,2233790387517882,31 5996 2697,1
Emanuella Carvalho,503888956979,(011) 1810 3511,1
Yuri Cavalcanti,3568103090436452,0500-888-1282,1
Felipe da Luz,180018715566778,+55 51 7652 4447,1
João Lucas Castro,676232689676,(061) 4802 8015,1
João Gabriel Teixeira,586644382440,+55 11 1327 9352,1
Pedro Lucas Porto,4710185373927088,(084) 2062 4188,1
Leonardo Barbosa,639028305790,+55 61 4728 5861,1
Sr. Davi Lucca Peixoto,501891619055,+55 11 2563 5735,1
Letícia Silva,180057797162593,+55 (071) 7439 0468,1
Pedro Henrique Castro,3532948988395373,71 2795-3073,1
Augusto Melo,4354899229992796,(041) 9223 6376,1
Daniel Carvalho,4944891054316457948,0800 718 3328,1
Maria Eduarda Ribeiro,4215729088883449,81 7096-5625,1
Mirella Campos,4402317977937157783,+55 81 1006 3127,1
Alana Ramos,501833123844,(084) 7477 1883,1
Sr. Ian Correia,344023681231145,0900-317-6504,1
Melissa Pires,6531485019153921,(084) 2752-5846,1
Pedro Caldeira,3547901392635002,51 8508 2902,1
Pietra Moura,4931149124853,(084) 4979 7414,1
Heloísa Campos,503806055169,+55 51 6826 3574,1
Cecília Porto,3547186288294185,+55 61 9162 4506,1
Maria Fernanda Alves,374658138526994,81 4818-1849,1
Mirella da Rosa,342707123985944,+55 81 3827 1973,1
Amanda Jesus,4051959824477789682,11 1976 7653,1
Vitor Gabriel Gonçalves,3517793107971202,+55 (084) 8023-5190,1
Maria Eduarda da Paz,180052603017545,0300-125-2705,1
Diego da Paz,36226193189577,+55 (051) 2883-8300,1
Júlia Farias,4800555536670,+55 (051) 0538-6107,1
Gabriel Moura,4404260285376596724,61 7803 6995,1
Vitor Teixeira,2294895696186315,+55 21 4804-3195,1
Dra. Lorena Gomes,342365875249934,81 6278-5992,1
Srta. Alana Moura,30434409055550,+55 61 5386-8236,1
Ana Júlia Dias,341282130986708,(084) 5528-3663,1
Brenda Pinto,2279681067027125,0300-144-8726,1
Emanuella Novaes,3568517592985205,+55 (021) 1616-5618,1
Carlos Eduardo Ramos,4397610458608832,0800 841 6873,1
Agatha Rocha,3545548164065603,81 4481 4724,1
Alexia Silveira,2258544889908481,(061) 3145-4165,1
Dra. Marcela Gonçalves,38612524488390,+55 41 4151 9841,1
Maria Vitória Pereira,3571695369566096,0300 596 9107,1
Lorenzo Martins,6011641516556367,(081) 9797-9764,1
Samuel Azevedo,3594345002961881,0500-398-7726,1
Laís da Costa,503814191568,21 0204 1093,1
Augusto Gomes,3536749417502423,+55 (084) 8436-1931,1
Isaac Lima,3532569820114440,+55 (051) 6894 1411,1
Isabel da Mata,2282994727749235,+55 71 5951 7031,1
Marina Farias,6551161747560563,51 4431 8356,1
Dr. Diogo Melo,676156683333,(071) 0228 1379,1
Eduardo Cunha,4750420284780585111,+55 21 0031-8516,1
Luiz Otávio das Neves,676313073584,0900 917 5697,1
Olivia Jesus,4487116537603845949,(081) 1825 1229,1
Davi Luiz Gomes,180071721771031,+55 21 8133 1058,1
Alice Alves,180047754427147,+55 (031) 1166-4557,1
Luiz Gustavo Jesus,6011189501351766,(021) 5817 4146,1
Eduarda Lopes,4447463950310,+55 61 9042 0092,1
Thomas Moraes,2287386364445281,11 6373 6772,1
Alana Martins,3577150855388518,81 6749-9748,1
Maria Vitória Almeida,4982267741873292,+55 84 1576-4580,1
Maysa Moura,2245336562428515,(081) 5659 4552,1
Marcela da Rocha,4931151711295561287,51 6711 8040,1
Isabella Porto,4793769110665,(011) 3259-8828,1
Vitória Caldeira,4345887662449937473,0300-522-9080,1
Kamilly Teixeira,30541551371872,+55 (061) 5241-6804,1
Isabella Barros,572947025498,+55 (021) 2502 3697,1
Dr. Theo Lopes,6011778001673982,+55 41 1067 3983,1
Fernanda Gomes,675928562635,+55 51 7906 3703,1
Dr. João Felipe Moreira,345353406610037,+55 (021) 5639 4464,1
Luiz Otávio Vieira,6011338184712212,+55 (031) 3614-2219,1
Rebeca da Mota,4419989744594319,+55 41 6837 8956,1
Caroline Dias,6011189288528578,+55 21 8528 5445,1
Carolina Nunes,377135329054380,(011) 1385 1743,1
Dr. Kaique Fogaça,4685859040173849631,11 0834 3723,1
Gabriela Novaes,3516385559558875,+55 84 8841-8073,1
Camila Freitas,3546218713316977,+55 41 3585 1803,1
Dra. Ana Carolina Barros,3574772562380414,(071) 4901 8907,1
Daniel Carvalho,180066019490054,84 0767-9101,1
Lara da Rosa,180024614214395,61 9519-3573,1
Milena Rocha,213104794158942,(041) 6472-2531,1
Nina Oliveira,4763969226896319,71 2287 5657,1
Beatriz da Luz,4545968646655896,(084) 9344 1193,1
Sophie Moura,2720886693759695,(041) 4231 1778,1
