Coluna A,Coluna B,Coluna C,Classe
Ana Carolina Sales,Android 3.2.2,Perfusionista,0
Ana Clara Carvalho,Android 3.2.6,Leão de chácara,0
Enzo Gabriel Rezende,4555892134838052,21 3942 0553,1
Sr. Benjamin Carvalho,Android 4.3,Assistente de direção,0
Olivia da Luz,374418592006060,+55 21 2425-5703,1
Marcelo Lopes,Android 1.5,Musicoterapeuta,0
Luna Farias,4378819816691173,(061) 7932-2244,1
Pedro Gonçalves,Android 2.3.2,Bibliotecário,0
Rebeca da Costa,Android 4.1.1,Radioterapêutico,0
Davi Lucas Porto,Android 6.0,Técnico em radiologia,0
Sr. Calebe Lopes,5351332141795584,+55 (011) 5053-0135,1
Kevin Duarte,4852623712212463,+55 81 5094 6531,1
Calebe Araújo,Android 6.0,Tecnólogo em tecnologia da madeira,0
Valentina Cavalcanti,4728523911643843,31 7757-9188,1
Yuri Castro,376379551934262,(011) 5204 7386,1
Clara Lopes,6574194718120433,+55 51 6429 6246,1
Maria Julia Barbosa,Android 7.1.2,Delegado,0
Mariana Nunes,Android 2.3.7,Cadista,0
Caroline Carvalho,180038642532461,+55 51 0005 6908,1
Luiz Fernando Oliveira,3502210809340781,0300 493 5125,1
Srta. Ana Luiza Cardoso,3511538794990569,11 8318 4968,1
Alexandre Caldeira,30244253235269,71 5913 0012,1
Dr. Vitor Gabriel Almeida,Android 2.3.7,Intérprete e tradutor de língua de sinais,0
Dr. Vitor Nogueira,Android 7.1.1,Selecionador de pessoal,0
Emilly da Mota,Android 10,Técnico em óptica,0
Igor Martins,4895419706530815,+55 (021) 6452 5204,1
Alana da Conceição,Android 3.2.1,Pedagogo,0
Cauã Porto,Android 3.2.5,Brigadeiro,0
Antônio Pires,Android 2.0,Ministro,0
Natália Viana,4284819534579794,+55 84 9289 2627,1
Julia Novaes,4532012998815617112,+55 41 6052 6816,1
Henrique da Costa,Android 4.4.2,Operador de vídeo,0
Sr. Luiz Felipe Rodrigues,30241735397568,+55 41 2367 4995,1
Mariane Porto,4689682096096775621,0900 512 5224,1
Sr. Davi Moraes,Android 5.1.1,Desenhista,0
Letícia Nunes,Android 7.1.2,Técnico em desporto,0
Ryan das Neves,4210877777439828,(084) 2399 0792,1
Bruno Martins,3564263043079413,84 3280 6509,1
Pedro Cunha,Android 2.3.4,Preparador de máquinas,0
Maysa Oliveira,3527215928346669,81 5462 8777,1
Luna Azevedo,5281429340121748,11 6772 6623,1
Theo da Rosa,Android 2.2.3,Matemático,0
Ian Rodrigues,4363630555816161706,(084) 2591-0030,1
Lívia da Conceição,Android 7.0,Urbanista,0
Raul Alves,6011419159095518,(041) 3272 1149,1
Calebe Araújo,3521542951781694,(011) 4604-5141,1
Danilo Silveira,2231292190532341,61 9889-6375,1
Ana Beatriz da Mata,Android 4.4.2,Tecnólogo em rochas ornamentais,0
Sabrina Santos,Android 1.1,Encanador,0
Murilo Cunha,Android 5.1.1,Assistente de câmera,0
Olivia Castro,2234619797083541,(041) 3447-4618,1
Vicente Monteiro,Android 10,Assessor de imprensa,0
Evelyn Almeida,Android 2.3.4,Alpinista,0
Elisa Pires,371883732353958,0500 109 2106,1
Pietro Araújo,213169326818883,+55 11 0216-8783,1
Júlia Gomes,Android 8.1.0,Paginador,0
Srta. Agatha Viana,Android 4.1.1,Antropólogo,0
Emilly Sales,Android 4.0.3,Tecelão,0
Bruna Nogueira,Android 3.2.6,Manicure,0
Dr. Danilo da Rosa,Android 2.0.1,Técnico tributarista,0
Srta. Marina Almeida,Android 3.2.4,Terapeuta ocupacional,0
Sr. Benício Cardoso,Android 1.5,Embalador,0
Noah da Conceição,6011899643293748,+55 (081) 2035 5491,1
Calebe Pires,38192023287312,+55 61 6835-0450,1
Dr. Calebe Correia,Android 11,Modelista,0
Ana Lívia Pinto,3511032768122300,31 7103-3286,1
Luiz Otávio Moraes,Android 6.0,Acompanhante,0
Leonardo da Cunha,4860546344348415,+55 31 9230 4778,1
Kevin Pereira,Android 4.3,Faxineiro,0
Vicente Gomes,502014094275,21 5676 7425,1
Thiago Almeida,Android 3.2.4,Profissional de linguística,0
Sophie Almeida,Android 3.2.2,Projetista mecânico,0
Manuela Almeida,Android 5.0.2,Podólogo,0
Maria Fogaça,570044515213,+55 (041) 7898 1692,1
Isaac Rocha,3578865295663662,84 7038 1211,1
Davi Lucca Mendes,Android 2.3.7,Luthier,0
Igor Vieira,Android 2.3,Porteiro,0
Maria Luiza Costa,Android 2.3.3,Tecnólogo em navegação fluvial,0
Gabriel Moura,Android 1.0,Costureira,0
Alícia Costa,4438490993640421,+55 (081) 2031-9928,1
Dr. João Guilherme Farias,4541849473735510,+55 (081) 9015 5992,1
Eduardo Nunes,Android 4.4.2,Lutador de taekwondo,0
Giovanna Lopes,Android 3.2.5,Vigilante noturno/diurno,0
Isabel Azevedo,2287270811990794,(061) 0690-0325,1
Isabel das Neves,Android 3.0,Continuista,0
Lara Gomes,Android 3.2.4,Saxofonista,0
Isabella Souza,180088841148148,+55 (081) 7223 6186,1
Lucas Viana,4335052382966587,+55 71 6907-7692,1
Gabriela Pires,Android 6.0,Cobaia Médica,0
Vinicius Barros,Android 3.2.2,Sushiman,0
Lorena Porto,Android 3.0,Afiador de ferramentas,0
Eduardo Rodrigues,Android 5.0,Parteira tradicional,0
Paulo Melo,346131067552691,+55 21 4477 9768,1
Cauê Cardoso,4905551564855294,+55 61 7811-1796,1
Gabriel da Paz,Android 4.1.1,Ombudsman,0
Maria Vitória Viana,4599428179589129967,51 0153 7838,1
Lucca da Rocha,Android 2.2.3,Vereador,0
Amanda Barros,3554453728431524,(051) 7154 1697,1
Gabrielly Azevedo,4539774726151410484,0800 421 5388,1
Maria Fernanda Barros,180022005121179,+55 (051) 0684 2295,1
Ana Julia Castro,Android 7.1.2,Designer gráfico,0
Antônio Duarte,Android 3.2.1,Prefeito,0
Stephany Correia,3578324354676769,+55 21 0225-2341,1
Sabrina Gomes,4489347250849178953,21 5931 2061,1
Maria Sophia Correia,Android 4.3,Coveiro/Sepultador,0
Dr. João Gabriel Rodrigues,Android 3.2,Telefonista,0
Rebeca Teixeira,3533300425579681,(021) 8460 7259,1
Cauã Porto,180038982457998,+55 (031) 0194-8539,1
Marcelo da Rocha,3511254670184034,71 4407 1530,1
Luiz Felipe Pires,Android 6.0.1,Relações públicas,0
Eduardo Moura,Android 7.1.2,Representante comercial,0
Ana Clara da Luz,Android 3.2.5,Tecnólogo em esporte e lazer,0
Maria Julia Carvalho,4924364904354224271,+55 (041) 6675 6816,1
João Pedro Cardoso,4186383912622659,11 2376-6945,1
Rafael Moura,Android 2.2.3,Administrador de redes,0
Yasmin da Mota,Android 3.1,Tecnólogo em geoprocessamento,0
Sra. Lavínia da Rosa,4378883859750403,+55 (031) 5349-9717,1
Caroline Mendes,Android 7.0,Contador,0
Felipe Barbosa,Android 4.0.2,Gourmet,0
Dr. Joaquim Teixeira,6011533128385014,0300 572 4324,1
Dr. Thales Moura,Android 4.2.2,Tecnólogo em rochas ornamentais,0
Cauê Nunes,Android 7.1,Profissional de relações públicas,0
Lucas Gabriel Sales,Android 4.1,Tecnólogo em produção de bebidas,0
Emanuelly da Luz,Android 4.1.2,Tesoureiro,0
Ana Sophia Sales,Android 5.0.1,Sargento,0
Larissa Araújo,3541533189894694,+55 (011) 6345-1600,1
Dr. Marcos Vinicius Nogueira,213144764302872,(011) 6402-7880,1
Sabrina Ramos,4962505982484913,+55 11 2217-1115,1
Heloísa Cunha,30264092515275,+55 (081) 5761 2907,1
Eduarda Cavalcanti,36637932845842,+55 71 6446 7717,1
Eduarda da Cruz,Android 1.1,Assessor parlamentar,0
Dr. Luiz Felipe Silva,Android 3.0,Auxiliar administrativo,0
Raul Costa,Android 4.4.2,Lamboteiro,0
Thiago Cardoso,377092773800687,+55 (051) 6460-0616,1
Felipe da Conceição,372431344354391,(011) 0571 0429,1
Sophie Cunha,30387861407489,(051) 1615 5729,1
Maria Fernanda das Neves,4183594666303600,84 9538-8952,1
Sr. Yago Oliveira,4614503091015936,11 4997 5792,1
Sra. Gabriela da Conceição,Android 2.2.3,Tecnólogo em automação industrial,0
Alana Duarte,30364715000158,51 2473 5488,1
Raquel Duarte,3551652727584919,+55 71 2907-2090,1
Bruna Ribeiro,Android 4.4.4,Biblioteconomista,0
Enrico Fernandes,Android 5.0,Publicitário,0
Diego Araújo,30290818821499,(011) 4026-4186,1
Maria Sales,Android 4.2.2,Contatólogo,0
Nathan Ferreira,576437638520,+55 (041) 9398-4908,1
Isadora Fogaça,30537425656845,(061) 3943-7134,1
Thales da Cunha,Android 2.2,Escriturário,0
Nathan Rodrigues,372951013694769,+55 84 2718-7498,1
Dr. Davi Lucas Novaes,30339050805866,71 5347-7410,1
Heloísa Moreira,30407872979456,41 1518 4868,1
Anthony Azevedo,2490498925336421,11 7850-6225,1
Heloísa Barros,4735237800663470,11 0754-1563,1
Sofia Moura,Android 3.2.1,Porteiro,0
Dr. Davi Luiz Alves,30434473656507,+55 (041) 6277 6880,1
Maria Cecília Melo,2224398556333189,+55 71 6720 6061,1
Evelyn Almeida,3598343339369163,+55 41 0032-0093,1
Dra. Nicole Mendes,2257974544279450,(041) 2633 8435,1
Sofia da Costa,Android 4.1.2,Diagramador,0
Clara Fernandes,Android 3.1,Protesista,0
Gabrielly Silva,4031189420459,(061) 5645 6712,1
Rodrigo da Costa,4723026812753,(021) 2602 8862,1
Dra. Ana Sophia Melo,6593759851179490,(051) 8293-7983,1
Luigi Alves,Android 3.1,Farmacêutico,0
Luna Azevedo,Android 8.1.0,Cardiologista,0
Guilherme Costela,Android 2.2.3,Mestre cervejeiro,0
Heloísa Barros,Android 2.3.1,Jornalista,0
Dr. Isaac Martins,Android 7.1.2,Marcador de luz,0
Paulo Mendes,503840973526,+55 31 6112-1013,1
Stella Melo,Android 4.0.2,Pedagogo,0
Gustavo Henrique Correia,Android 4.0.2,Lutador de kung fu,0
Pedro Miguel Cunha,503823567725,+55 (071) 0304-7987,1
Noah Farias,Android 9,Jogador de bocha,0
Sophia Moura,Android 1.1,Fundidor,0
Luiz Otávio Farias,30569384964837,+55 (061) 0356-6461,1
João Gabriel das Neves,346704268238045,+55 (051) 3711-3538,1
Ana Julia Lopes,341529673069437,(031) 2135 0373,1
Alícia da Conceição,4883241742126,71 8265-1524,1
Alícia da Rocha,Android 3.2,Mestre-de-obras,0
Sr. Yuri Viana,Android 1.0,Transportador,0
Giovanna da Costa,Android 6.0,Cinegrafista,0
Thomas Cunha,4420272499071458393,(061) 3399-1143,1
João Lucas das Neves,4429731473933211650,71 7851 4370,1
Antônio Farias,Android 2.2.1,Engenheiro agrícola,0
Olivia da Cunha,Android 4.2.2,Engenheiro de transportes,0
Erick Dias,3533601289238243,0300 497 2409,1
Sra. Maria Vitória Silva,4434003473337949,+55 21 9538-0414,1
Eduardo Novaes,Android 7.1.2,Cozinheira,0
Maria Vitória da Mota,2705476048398206,+55 84 6591-0257,1
Srta. Isabella Mendes,36847121217436,(011) 2692 0735,1
Ana Laura da Costa,Android 4.1.1,Despachante,0
Mariana Novaes,Android 2.3.4,Torneiro mecânico,0
Sr. Antônio Mendes,6011992664247840,(021) 0054 0028,1
Maitê Monteiro,Android 3.2.6,Montador,0
Maria Eduarda da Cunha,675920459913,(021) 3515 6804,1
Srta. Catarina Nascimento,Android 2.3.1,Operador de telemarketing,0
Nicolas da Conceição,Android 4.1.1,Dedetizador,0
Maria Rocha,Android 5.1.1,Odontologista legal,0
Yasmin Santos,Android 4.0.4,Clarinetista,0
Emanuel Lopes,Android 4.4.3,Pesquisador,0
Stella da Paz,Android 4.2,Sacoleira,0
Alexandre Cavalcanti,5495709790117391,0800 240 3612,1
Kamilly Moreira,Android 2.0,Gari,0
Antônio da Mata,675977276277,+55 (031) 7791 7712,1
Noah da Mota,Android 3.2.3,Psicomotricista,0
Fernanda Carvalho,4823573401090371,81 2192 8999,1
Bruno Azevedo,Android 2.2,Selecionador de pessoal,0
Calebe Cunha,Android 6.0.1,Professor,0
Cecília Gonçalves,Android 4.0.1,Regente,0
João Lucas Correia,Android 2.0.1,Letrista,0
Breno Moura,3532342910906210,0500 823 4186,1
Carolina Correia,Android 7.1.2,Personal stylist,0
Sr. Murilo da Conceição,Android 2.3.5,Neurologista,0
Marcela Cunha,Android 4.4.4,Produtor fonográfico,0
Stella Rocha,Android 8.0.0,Urbanista,0
Rafael Castro,Android 3.2.1,Assistente de direção,0
Isabel Caldeira,345267983254755,+55 (031) 1609 6526,1
Sr. Pedro Miguel Ferreira,Android 2.3,Corretor de seguros,0
Sr. Erick Lima,Android 8.1.0,Administrador,0
Sr. Heitor da Costa,Android 2.3.5,Corretor de seguros,0
João Vitor Silva,3599061757605137,11 6199 8111,1
Catarina da Conceição,Android 4.2.1,Musicoterapeuta,0
Marcos Vinicius Cardoso,Android 10,Geofísico,0
Emanuelly Azevedo,3552527947141014,21 3626 9242,1
Srta. Sabrina das Neves,4316763966460697,(021) 7407 4019,1
Enrico Lima,340413578049011,(051) 4818 8014,1
Ana Laura Fogaça,3564833061303638,(051) 5952 6989,1
Bernardo Novaes,3549683965674174,(084) 8490 3232,1
Marcela Silveira,Android 4.4.3,Físico,0
Pedro Miguel Castro,2260474633108962,0900-339-6493,1
Giovanna Souza,639045250300,+55 11 2701-2202,1
Ana Beatriz da Mata,Android 3.2.3,Instalador de painéis,0
Kamilly da Conceição,Android 3.2.2,Jogador de futebol,0
Breno Farias,Android 5.0.2,Headhunter,0
Vicente Barbosa,Android 4.3.1,Chefe de cozinha,0
Luiz Gustavo Vieira,3567451511064812,(011) 4377-2992,1
Luigi Teixeira,581107274358,+55 61 1357-8158,1
Dra. Maria Fernanda Viana,Android 2.3.1,Manicure,0
Laís Gomes,Android 10,Aviador,0
Gabriela Nunes,Android 4.0.3,Garçom,0
Rebeca Pinto,3505783279892272,0900-085-5179,1
Amanda Nogueira,4155798178439620,+55 (051) 1844 9636,1
Melissa da Conceição,4619611198590720,(031) 2227-6050,1
Benício Fernandes,4071955181711,+55 (084) 1953 6792,1
Gustavo Pereira,Android 2.3.2,Lactarista hospitalar,0
Theo da Cruz,Android 5.0,Agricultor,0
Helena da Mota,Android 3.2,Servente-de-obras,0
Dr. Bryan Silveira,Android 7.0,Portuário,0
Ana Clara Oliveira,4774735379691,(021) 2135 3346,1
Dr. Carlos Eduardo Cardoso,372315603460926,+55 (011) 9998-7271,1
Davi Pires,Android 4.4.2,Manobrista,0
Maria Julia Peixoto,4596668201737,+55 (031) 4955 0956,1
Maria Sophia Gomes,6011211029576573,+55 (084) 6732-7379,1
Isabella da Luz,3549523745651847,+55 41 0939 8373,1
Sr. Heitor da Rosa,Android 4.0,Biotecnólogo,0
Ana Beatriz Melo,Android 6.0.1,Estivador,0
Sra. Lavínia Cavalcanti,3595777201148689,(071) 4967-9662,1
Nicole Lima,4161173934030323,(041) 7312 6775,1
Cauã Viana,Android 2.0,Berçarista,0
Mariane Aragão,Android 1.5,Piloto de avião,0
Maria Julia Silva,Android 2.2,Técnico em hardware,0
Davi Luiz da Costa,Android 4.4.4,Lavador,0
Maria Eduarda Duarte,Android 4.0.1,Salva-vidas,0
Dr. Diogo da Mata,30236291444259,+55 31 6984 2060,1
Guilherme Araújo,Android 2.3.2,Plastimodelista,0
Thiago Fernandes,3504895798937304,+55 (071) 7528 5170,1
Raquel Cavalcanti,213124728079253,+55 (084) 0136-9476,1
Catarina Pinto,Android 4.4.1,Músico,0
Diego Vieira,3551749313222597,+55 31 8237 0556,1
Enrico Melo,2266761349679789,(061) 2405-8418,1
Leonardo Alves,6561670499331617,(051) 7256-9730,1
Samuel da Mota,30157972771382,+55 51 3754 2497,1
Caio das Neves,676158894326,41 9464 3909,1
Isabel Gonçalves,Android 4.3,Coloproctologista,0
Clarice da Rosa,639011730418,41 5480-8827,1
André Almeida,639035079735,+55 84 0337 3149,1
André Pires,Android 2.3.1,Gari,0
Maria Sophia Lima,Android 2.2.1,Administrador de redes,0
Sra. Lara Novaes,Android 3.2.3,Gandula,0
Brenda Costa,676225901682,+55 (061) 3201-1131,1
Sarah Moreira,Android 8.1.0,Judoca,0
Srta. Lívia Vieira,Android 5.0.1,Odontologista preventivo e social,0
Erick Peixoto,Android 1.1,Assessor parlamentar,0
Kevin Nunes,Android 2.2,Maquinista,0
Luiz Miguel das Neves,213121127403183,(021) 1544 1188,1
João Lucas Barros,4098859540053430,0300 483 5023,1
Sr. Juan da Costa,Android 2.2.3,Tecnólogo em produção Sucroalcooleira,0
Sra. Ana Carolina Mendes,586957494899,+55 84 9439-8752,1
Luiz Otávio da Cunha,Android 2.3.1,Escoteiro,0
Davi Moraes,2230257901217863,+55 11 1569 2291,1
Dr. Heitor Carvalho,370404006182360,0800-390-1843,1
Diogo Cardoso,Android 2.3.2,Alergologista,0
Isabel Oliveira,Android 3.2.3,Estatístico,0
Marina da Mota,560970738152,+55 (041) 8972 5024,1
Sra. Lara Aragão,Android 7.1.2,Sapateiro,0
Luna Rodrigues,Android 4.2.1,Meteorologista,0
Yago Alves,Android 5.0.1,Técnico em aviação,0
Srta. Yasmin Fernandes,Android 2.2.1,Profissional de relações públicas,0
Yago Jesus,3524847728991022,0800-669-5372,1
João Gabriel Farias,Android 3.2.5,Astronauta,0
Ana Lívia Campos,371728179478562,+55 (061) 6908 7346,1
Dra. Isabel Duarte,4491668268501170,+55 (031) 7259 0742,1
Luiz Miguel Pereira,180049773213847,+55 (084) 1234 2345,1
Sofia das Neves,30100200279190,+55 (061) 9552 5539,1
Gustavo Henrique Monteiro,Android 7.1,Tecnólogo em tecnologia da madeira,0
Theo da Mata,3528399949634243,+55 (071) 0402-7439,1
Dr. Lucas Campos,4619227687160,+55 51 9599 0212,1
Isabella Pires,Android 2.2,Tecnólogo em jogos digitais,0
Enzo Aragão,Android 4.0.1,Jogador de badminton,0
Lucca da Rosa,Android 7.1,Camelô,0
Kamilly Vieira,Android 4.3.1,Corredor de atletismo,0
Amanda da Cruz,344940498901133,+55 (051) 1687-4625,1
Sr. Igor Oliveira,Android 4.1,Judoca,0
Dr. Davi Lucca Nunes,Android 3.0,Assistente social,0
Maria Vitória da Rosa,2531982021090728,(011) 3549-1174,1
Dra. Ana Sophia Melo,3576310291769488,+55 (021) 7706-6750,1
Leandro da Mata,180067983666786,+55 (061) 9117-8992,1
Dra. Maria Luiza da Mota,Android 4.0.2,Tecnólogo em automação industrial,0
Dra. Laura Pereira,4664012068409428929,+55 (031) 8080-5406,1
Beatriz Nascimento,Android 3.2.3,Gestor de tecnologia da informação,0
Sra. Vitória Farias,4111561026098,0300-124-6832,1
Juan Moraes,38617382562822,(031) 4910 5899,1
Thiago Rodrigues,6011288304410405,+55 (011) 5170-1874,1
Alice Moraes,3584010387704221,(011) 2886 8963,1
Sr. Fernando da Cruz,213128709553681,31 8427 7376,1
Nina Fogaça,Android 4.1.2,Engenheiro de som,0
Sra. Isabel Lima,Android 4.0.4,Peão de rodeiro,0
Alexia da Cruz,Android 4.0,Produtor editorial,0
Kaique das Neves,Android 4.1.1,Engenheiro de supply chain ou logística,0
Rafaela Lima,Android 4.3.1,Radiologista,0
Maria Barbosa,4628461571056479617,+55 31 5968-4446,1
Alice Campos,340827099055191,71 3028-9202,1
Ana Júlia Oliveira,Android 4.4.1,Jogador de hóquei,0
Otávio Rezende,501891358365,+55 21 8416 6174,1
Julia Ferreira,587290991450,+55 71 6796 2254,1
Olivia Pires,5451234488727197,84 2456 4883,1
Dra. Emanuella Moura,Android 4.2,Chargista,0
Lavínia Farias,4537957755788523,+55 (031) 7899 9289,1
Pedro Porto,Android 4.4.3,Cobaia Médica,0
João Pedro Dias,Android 5.1,Jardineiro,0
Bianca Melo,4510300107299280,21 4145-4329,1
Vitor Freitas,3501986726211152,0800-616-0239,1
Anthony Gonçalves,Android 3.2,Odontologista legal,0
Maria Fernanda Melo,Android 4.4.4,Mestre-de-obras,0
Kaique Novaes,4101786102465675,71 4233 3686,1
Marina Pinto,2530461755902813,+55 (071) 7827 1190,1
Joana Jesus,4654445688013,+55 (041) 4175 0053,1
Srta. Pietra da Mata,Android 4.2.1,Árbitro e mediador,0
Caio Alves,Android 4.0.1,Contábil,0
Dr. Thomas Duarte,587669731339,(031) 8764-8735,1
Srta. Rebeca Lima,Android 6.0.1,Gastrônomo,0
Amanda Ferreira,Android 4.0,Profissional de relações públicas,0
Stephany Correia,4132398389696356033,(011) 0025 8186,1
Julia Silveira,347819961653024,(061) 2540-4134,1
Laura Monteiro,Android 2.3,Angiologista,0
Lívia Cunha,4544474651265,+55 81 9961 6371,1
Carlos Eduardo Sales,Android 2.3.5,Maitre,0
Fernanda Barbosa,Android 7.1,Almoxarife,0
Srta. Raquel Dias,Android 3.2.2,Estofador,0
Thales Costela,Android 3.2.1,Boxeador,0
Lucas Melo,30181368895712,71 7735-4302,1
Melissa Aragão,4881540056650255555,71 4249-9470,1
Heloísa da Paz,Android 7.1.1,Tecnólogo em navegação fluvial,0
Laís Cunha,3504444960937337,+55 41 3957-7384,1
Dr. João Gabriel Fernandes,6011318714161288,+55 (041) 0710 6287,1
Juliana Gonçalves,378281140536756,61 3794 3208,1
Sra. Evelyn Azevedo,Android 2.2,Roteirista,0
Cauê Martins,Android 4.0,Jogador de golfe,0
Beatriz Nascimento,344212667512111,(081) 8419-8784,1
Milena Fogaça,3558173916618544,+55 84 8601 5120,1
Maria da Paz,Android 4.3.1,Síndico,0
Alícia Martins,3559462857809504,+55 21 8667-8095,1
Dra. Eduarda Barbosa,3549270225911867,+55 84 1138 4333,1
Davi Lucca Freitas,6011728267989218,11 4872-2759,1
Stella Barbosa,Android 1.0,Torneiro mecânico,0
Mirella Lima,3562252262064422,+55 (084) 6381 1369,1
Luigi da Conceição,Android 7.1.2,Controlador de vôo,0
Natália Nogueira,Android 2.3.1,Técnico em higiene dentária,0
Leonardo Caldeira,Android 3.2.3,Petroleiro,0
Vitor Gonçalves,Android 5.0.1,Artista plástico,0
Ian Santos,Android 1.0,Sexólogo,0
Ana Beatriz Barbosa,Android 9,Barbeiro,0
Benjamin Barros,Android 4.4.3,Investigador particular,0
Luigi Novaes,Android 4.1.1,Desembargador de justiça,0
Luiz Miguel Aragão,Android 4.2.1,Cinegrafista,0
João Guilherme Monteiro,Android 3.2,Físico,0
Enzo Azevedo,180099361976677,+55 84 1460 2924,1
Brenda Ferreira,6011896189197705,+55 71 0370 6051,1
Sra. Sofia Rodrigues,4413815066627,+55 (051) 0878 1691,1
Mariane Carvalho,Android 4.0.4,Consultor de moda,0
Maria Clara Aragão,213176635737696,+55 31 8141 9457,1
Enrico Porto,2285493231604371,31 6908 2302,1
Davi Luiz Gomes,Android 5.1,Boxeador,0
Luiz Otávio Vieira,5583725484268723,+55 (061) 9499-0751,1
Davi Lucca Ramos,2704355541562040,(021) 8539-9882,1
Srta. Joana Barbosa,676374177613,+55 (071) 9289 4671,1
Isabel Azevedo,Android 2.2.2,Engenheiro civil,0
André Sales,Android 3.2.5,Capelão,0
Yago Barbosa,Android 6.0,Revisor,0
Mariane da Rocha,Android 4.1,Engenheiro sanitarista,0
André Duarte,4444434254389418315,(061) 6683 6423,1
Sra. Alexia Nunes,Android 6.0,Afiador de ferramentas,0
Eduardo Moreira,Android 4.4.4,Tecnólogo em desenvolvimento social,0
Noah da Cruz,4901786275140537,41 6819-2959,1
Yasmin Ribeiro,Android 4.4.3,Esgrimista,0
Theo Moura,2251000370024376,(084) 3893 5164,1
Daniel Aragão,Android 2.3,Policial federal,0
Alana Monteiro,Android 4.0,Agente de viagens,0
Sr. Emanuel Fernandes,Android 3.2.5,Redator,0
Dra. Bárbara Melo,30378311350163,0300-030-4461,1
Guilherme Campos,Android 4.1,Museólogo,0
Olivia Monteiro,Android 7.1,Conferente de recebimento,0
Otávio da Rocha,Android 2.2.2,Técnico em taquigrafia,0
Sra. Eloah Dias,Android 8.0.0,Contábil,0
Beatriz da Rosa,Android 4.0.2,Numerólogo,0
Isabella Viana,Android 5.0,Subprefeito,0
Alícia Rocha,4991739551188,(011) 7745-0510,1
Danilo Porto,Android 3.1,Diarista,0
Gustavo Santos,502036521453,(011) 2546 8417,1
Luiz Gustavo Araújo,5228667318007284,+55 (084) 8517 1035,1
Ana Luiza Duarte,676399355962,+55 (061) 3199-9192,1
Natália Rezende,4795316735987466282,(041) 9082 1481,1
Stephany da Cruz,343543341438641,+55 (084) 2899-5421,1
Esther Dias,Android 3.2.1,Surfista,0
Caroline Lima,4557921664830649,+55 (051) 4227-6317,1
Camila Moura,Android 4.4.4,Xilógrafo,0
Vitor Gabriel Viana,180008102094252,(021) 7976-8625,1
Júlia Jesus,Android 4.3,Jogador de hóquei,0
Miguel da Rocha,Android 4.0.4,Enfermeiro,0
Leandro Caldeira,2243777738835467,0500-526-1784,1
Levi Costela,Android 4.1,Mágico,0
Maria da Mata,Android 2.3,Jornaleiro,0
Dra. Ana Julia Silveira,Android 2.3.1,Jogador de hóquei,0
Sra. Luiza Ribeiro,Android 3.0,Diarista,0
Dr. Joaquim Ferreira,Android 3.2.5,Técnico em taquigrafia,0
Thales Peixoto,Android 5.1,Perito judicial,0
Ana Sophia Moura,Android 2.0.1,Sexólogo,0
Sr. Pietro Castro,Android 2.2.2,Fotógrafo,0
Melissa das Neves,Android 6.0.1,Engenheiro civil,0
Nicolas Freitas,Android 2.0,Mecânico,0
Esther Barbosa,372259424995308,+55 (011) 2777-5492,1
Rebeca Barbosa,Android 2.3.4,Engenheiro de petróleo,0
Isis da Cunha,Android 2.3.2,Pescador,0
Antônio Rezende,Android 2.3.2,Copeiro,0
Gabriel da Cunha,Android 5.0.1,Cientista social,0
Ian Gonçalves,213162905739125,0900-339-7897,1
Sra. Juliana Dias,3505965232203685,21 0538 0641,1
Juliana Fogaça,4959743896428,41 9678 2039,1
Heloísa Sales,Android 2.2.3,Promotor público/de justiça,0
Lívia Cardoso,4202155854328572,+55 (071) 3084 5458,1
Heitor Cunha,4018905096109006579,+55 21 0919 5043,1
Kamilly Fogaça,675985524684,+55 (081) 3355 2767,1
Guilherme Moura,676399611802,51 3453 7578,1
Cauã Nunes,4909220526931,11 5359 6953,1
Sra. Isis Cardoso,Android 4.2.2,Jogador de hóquei,0
Dr. Vicente da Cunha,4588422493469918,71 7343 6141,1
Luiz Otávio Novaes,Android 2.3.6,Astrônomo,0
Leandro Rocha,Android 4.1,Publicitário,0
Bernardo Santos,Android 11,Motorista,0
Samuel Freitas,Android 2.0,Pianista,0
Natália Sales,676219479638,+55 61 7182 1883,1
Leandro Nascimento,Android 4.4,Contábil,0
Caroline Pereira,Android 2.0.1,Jóquei,0
João Gabriel Pinto,Android 9,Piloto automobilístico,0
Dra. Amanda Lima,Android 9,Conferente de recebimento,0
Luana da Mota,4737552996098390,+55 (031) 9397-1095,1
Anthony Monteiro,Android 3.2.5,Engenheiro de energia,0
Sr. Alexandre Fernandes,Android 2.0.1,Esteticista,0
Vitor Peixoto,4340805178166123,+55 31 1505 6239,1
Juliana da Rosa,3538937670401205,21 8699-1767,1
Pedro Lucas Lopes,Android 3.2.1,Camelô,0
Arthur da Conceição,Android 3.2.2,Corretor de imóveis,0
Dra. Letícia Oliveira,Android 4.0.3,Tecnólogo em rochas ornamentais,0
Gustavo da Conceição,Android 2.2.1,Engenheiro industrial,0
Elisa Freitas,180091177027175,11 4080-3942,1
Sofia Almeida,Android 4.1,Cirurgião bucal,0
Erick Monteiro,2292338041954907,(051) 9268-3347,1
Mirella Pereira,Android 5.1.1,Figurante,0
Vinicius da Mata,3591519605767365,(011) 8835-9121,1
Maria das Neves,Android 4.1,Lutador de karatê,0
Theo da Mata,Android 5.0.1,Comandante,0
Noah Moraes,4707155893826114933,(084) 3150 8960,1
