Coluna A,Coluna B,Coluna C,Classe
claricegomes,Android 3.2.3,Terapeuta Holístico,0
caragao,Android 4.4,Ginasta artística,0
Sra. Natália Moura,3510719729090235,(061) 9974 2998,1
portoana,Android 4.2.1,Coach,0
piresjoao-guilherme,Android 10,Jogador de hóquei,0
goncalvesfrancisco,Android 4.4.1,Antropólogo,0
hlopes,Android 5.1.1,Engenheiro de transportes,0
eduardogoncalves,Android 2.2.1,Naturólogo,0
Daniela Nunes,4220247934556518,21 2324 7593,1
samuelnogueira,Android 4.0.1,Pintor,0
matheus22,Android 3.2.1,Especialista em agronegócios,0
amanda58,Android 5.1,Parteira tradicional,0
Leandro Barros,4555266202714005113,+55 21 0089-1480,1
araujocecilia,Android 4.1.2,Nadador,0
Joaquim da Mata,3569414173715319,71 5321-7119,1
samuel39,Android 3.2.3,Neurologista,0
emanuellajesus,Android 3.2,Carnavalesco,0
moraesmaria-fernanda,Android 4.0.1,Apresentador,0
ksouza,Android 6.0,Laboratorista,0
Joaquim Nunes,3587107817239427,(071) 7761-7875,1
hda-rocha,Android 4.2.2,Engenheiro de alimentos,0
Dr. Luiz Felipe Cardoso,213179619908234,(071) 5205-3609,1
Maria Vitória Melo,4424239448378590,61 4366-6779,1
fariasbruna,Android 2.2.2,Apicultor,0
Maria Alice Santos,180028298824320,+55 41 2902-2018,1
Sr. Augusto Moreira,38565447383413,81 7126-4976,1
ycampos,Android 7.1.1,Windsurfer,0
Rebeca Nunes,3583079706576926,+55 (031) 4827 5612,1
kaiquegoncalves,Android 2.3.5,Tradutor,0
Vinicius Barbosa,4222033918394789721,+55 41 4099-9347,1
Luigi Fernandes,4695681454628974,(051) 6050-2327,1
alanasilveira,Android 4.0.2,Profissional de hotelaria,0
varaujo,Android 2.2.3,Guardador de veículos,0
Sra. Maria Pinto,3531208965998033,+55 21 1953-0849,1
Brenda Ferreira,213112513121356,0500 207 1761,1
ecosta,Android 4.4.3,Atleta de arremesso de peso,0
Isaac Santos,213113540686247,+55 (084) 6058 0516,1
emanuellylima,Android 3.2.5,Imunologista,0
Henrique Rezende,6500897600534623,81 5074 5460,1
Yasmin Pinto,4227499155393,0800-785-1279,1
carvalhomatheus,Android 4.2.1,Afiador de ferramentas,0
mda-mata,Android 2.0.1,Figurinista,0
Gustavo Melo,4779938522315351473,11 0296-8948,1
ferreirarenan,Android 4.2,Repositor,0
mendesjuan,Android 1.1,Lutador de jiu-jitsu,0
xribeiro,Android 2.3.2,Gastrônomo,0
azevedocalebe,Android 2.3.5,Profissional de relações públicas,0
yago03,Android 3.2.2,Cirurgião bucal,0
Isadora Santos,4290734823745667114,+55 (021) 4096-5534,1
Arthur Cardoso,4090182510349858121,11 4609-3490,1
igor30,Android 4.4.2,Engenheiro de telecomunicações,0
Luiz Gustavo Freitas,676331276672,+55 (041) 8362 3322,1
maria-luizaalves,Android 2.3.4,Engenheiro têxtil,0
beatrizda-paz,Android 5.0.2,Coordenador,0
joaquim79,Android 2.0.1,Gestor de tecnologia da informação,0
nunescaio,Android 3.2.3,Roteirista,0
scampos,Android 2.2.2,Farmacêutico,0
Antônio Oliveira,3572764968251499,+55 21 8959 0958,1
opires,Android 8.1.0,Engenheiro de controle e automação,0
Thiago Nunes,4376638367797564336,0500-639-7127,1
Srta. Catarina Costela,3540798033734088,(061) 4850 8901,1
matheusda-costa,Android 5.0.2,Guarda ou policial rodoviário,0
Maria Cecília Rocha,3509922357949549,(021) 6117 9843,1
Fernando Viana,4741722284507,31 4902 3615,1
Daniela Souza,3506902788028801,+55 (031) 4657 6104,1
correiaraul,Android 1.0,Imunologista,0
Dra. Heloísa da Cruz,2516351919548206,+55 81 0506-7831,1
meloluiz-miguel,Android 7.1.1,Manicure,0
fnovaes,Android 2.3.4,Desenhista,0
Danilo Novaes,4494149265564,+55 (041) 2736 9495,1
Julia Freitas,4747420777239,+55 41 0540 5445,1
azevedoalicia,Android 4.4.3,Assistente de produção,0
luiz-otavio51,Android 5.1,Cancerologista ou Oncologista,0
bmartins,Android 4.1.1,Neonatologista,0
Larissa Souza,3530814546427524,+55 (071) 5067 3154,1
salesdavi-lucas,Android 3.2.3,Caixa,0
Sophia Pinto,4998655370989581,+55 51 7330 5648,1
Eloah Barros,3531522993088108,+55 (031) 0994 9714,1
Rafaela Moreira,4463697680156531,(041) 5822 9363,1
Sra. Clara Peixoto,6011616417732846,+55 (051) 0980-7745,1
Sr. Anthony Aragão,3581914188104122,+55 (051) 1544 5844,1
Kamilly Santos,4450403245665354,+55 11 5159 2028,1
Rafaela Gomes,4601718836969,81 8695-6616,1
claranascimento,Android 4.2.1,Co-piloto,0
bsouza,Android 10,Telegrafista,0
sabrina92,Android 1.0,Embalador,0
Levi Ferreira,6557488560441033,+55 31 9412 5880,1
ada-cruz,Android 7.1,Atuário,0
eduarda00,Android 2.3.7,Gerente de vendas,0
gda-cruz,Android 10,Auxiliar de serviços gerais,0
vgoncalves,Android 4.1.1,Gerente de vendas,0
Valentina das Neves,4380460594601229,(071) 4648 5198,1
ceciliada-mota,Android 4.1.1,Seringueiro,0
kevinsales,Android 3.2.5,Porteiro,0
Lara Nogueira,2261058765995012,(071) 4791 0849,1
Isabelly Pires,581241015576,+55 (011) 4677-1943,1
tmartins,Android 4.2.1,Taxidermista/Embalsamador,0
Bárbara Oliveira,180097918627280,+55 (011) 5382-3125,1
xnovaes,Android 11,Odontologista legal,0
Diogo Gonçalves,4158314513870318,(021) 8864 2020,1
Vinicius Pinto,675948353288,+55 (061) 5871-4097,1
Marcos Vinicius Silveira,340619652044609,(041) 4825-6902,1
Miguel da Cruz,4405073850853037,+55 71 9378 1951,1
luna27,Android 6.0,Caminhoneiro,0
maysa00,Android 4.4.1,Contabilista,0
carolinecastro,Android 11,Motofrete,0
Fernando Silveira,346145155496413,11 9055 9078,1
davialmeida,Android 2.3.7,Profissional de relacionamento com investidores RI,0
cnascimento,Android 2.3.6,Paparazzo,0
Leandro Lopes,3535096729180089,+55 (061) 7927 9268,1
guilherme10,Android 5.0.1,Produtor fonográfico,0
da-motaana-carolina,Android 2.3.6,Tecnólogo em irrigação e drenagem,0
felipe32,Android 3.2.2,Comerciante,0
pirestheo,Android 7.1.2,Técnico em agropecuária,0
thomasalves,Android 7.1.2,Armeiro,0
Joana Alves,4794045537105717,(081) 3441-9610,1
isadoraoliveira,Android 7.0,Engenheiro de alimentos,0
Srta. Ana Beatriz Carvalho,180008555489181,+55 81 1649-7216,1
Alexia Martins,36497789560238,(084) 0041-7478,1
Antônio Castro,3528589636719238,+55 (061) 5892 0391,1
Igor Castro,4300638512850302,+55 (081) 7733 5385,1
da-costamurilo,Android 3.2,Profissional de recursos humanos,0
Srta. Giovanna Caldeira,30125459042130,+55 (081) 2781-0237,1
miguelnunes,Android 7.1.1,Promotor de vendas,0
Dr. Kevin Carvalho,4136583944988595,+55 71 4229 2710,1
Olivia Martins,676295728866,+55 (051) 2821-5911,1
xaraujo,Android 4.1.1,Musicoterapeuta,0
ian43,Android 2.3.5,Terapeuta ocupacional,0
Yuri Nunes,6554527312959322,+55 (041) 5612-6400,1
Alice da Rosa,4616422542126424,+55 (011) 9957-8301,1
Lara da Mata,3579302661779822,51 1736 3643,1
saleskaique,Android 2.3.2,Designer de interiores,0
portoandre,Android 7.1,Aeronauta,0
felipe02,Android 2.2.3,Jogador de hóquei,0
da-pazmariane,Android 4.4,Inspetor,0
Milena Alves,4230486945496755,+55 (061) 9809 1246,1
Dr. Daniel Nunes,4340079642612621,+55 (081) 9008-3899,1
enzo79,Android 2.3.6,Pneumologista,0
João Guilherme Aragão,6011793200629610,+55 (041) 8184 4627,1
heloisa39,Android 7.0,Eletricista de automóveis,0
da-rosaisis,Android 7.1.2,Instrutor,0
Sr. Vitor Moreira,30481331061578,81 9683-6848,1
icardoso,Android 2.0,Sociólogo,0
Elisa Vieira,4064393480015266,(081) 1838-7323,1
sophiabarros,Android 2.3.1,Produtor editorial,0
salesbenjamin,Android 7.1.1,Odontopediatra,0
barrosaugusto,Android 2.3.7,Gagsman,0
joana65,Android 2.3.7,Pedicure,0
Guilherme Silveira,180029314937922,+55 (071) 5849-1871,1
Thales Duarte,3539778540927287,0900-783-3001,1
wteixeira,Android 4.2,Profissional de efeitos especiais,0
Sr. Augusto Fernandes,180032297837911,+55 (011) 5725-4307,1
Sr. Carlos Eduardo da Conceição,30360524965029,0800-229-6033,1
Alícia Rezende,3522547802998990,+55 (081) 2001 9805,1
moraesnina,Android 3.0,Implantodontista,0
ramosdavi-luiz,Android 1.1,Técnico em higiene dentária,0
raulnovaes,Android 8.0.0,Carnavalesco,0
araujohelena,Android 1.1,Engenheiro de segurança do trabalho,0
Sophie Barbosa,4883489640071234999,(081) 9064 7996,1
Dra. Sophia Almeida,4723304940318,+55 (041) 9479 4408,1
aragaoandre,Android 2.3.5,Podólogo,0
Dra. Sarah Ferreira,5454461518374743,+55 51 4537 2759,1
Clara Fernandes,213174266341375,+55 71 1193 6730,1
Benjamin Barros,36141602842676,+55 84 8332 3058,1
Dr. Thales Porto,4143355783148628,+55 (041) 5985-3498,1
Ana Vitória Fogaça,4925117053465856329,(061) 4460-1847,1
rcastro,Android 3.2.5,Prático,0
lais61,Android 4.1.1,Conferente de expedição,0
Fernando Pereira,180036426537250,0800-920-6882,1
Maria Sophia da Mata,2280085437937079,+55 (051) 9939-4715,1
João Gabriel Cardoso,4925244636840611,(081) 9712-7393,1
João Vitor Porto,2261809630111494,+55 61 7290 9918,1
vnascimento,Android 4.0.1,Lapidário,0
Laís Costa,3538406724580604,+55 (031) 1855-2054,1
Gabriel Moraes,3546306515260301,(031) 0678-5240,1
portoamanda,Android 7.1.1,Preparador de máquinas,0
Theo Rezende,4001601579095809,(071) 6353-3879,1
milenagomes,Android 2.3.4,Datilógrafo,0
Srta. Mariana Silva,349222307968453,(011) 4285 3874,1
rochaluiz-henrique,Android 2.3,Anestesiologista,0
vitor-hugo73,Android 1.5,Carteiro,0
amonteiro,Android 7.1,Escriturário,0
felipegoncalves,Android 4.3.1,Produtor de multimídia,0
moraesjoao-felipe,Android 4.4.4,Produtor de audio visual,0
rochajoao-guilherme,Android 4.4.2,Administrador público,0
costaenzo-gabriel,Android 4.1,Aeronauta,0
Sra. Alice Pires,6563714407050501,(061) 8526 1415,1
thomas48,Android 3.2.4,Motorista,0
Dr. Rodrigo Nunes,4757381814849136274,0800 586 1486,1
Sra. Ana Beatriz Moraes,4602964219553865,+55 81 3545-8674,1
Sra. Manuela Santos,4210160571384277254,+55 61 2581-4216,1
Ana Clara Cunha,4849269487381,81 4527 8443,1
Sra. Maria Almeida,180098108343829,+55 11 9648-5613,1
Sabrina Pereira,213134573130150,(041) 4211-7672,1
Maria Luiza da Cunha,180048318753754,11 9886 5894,1
vicentepires,Android 9,Panfleteiro,0
Beatriz Lima,3564308729101526,+55 71 2951 3981,1
costaenzo-gabriel,Android 2.0,Oftalmologista,0
maria-eduarda04,Android 4.3,Músico,0
Bárbara Rodrigues,060497271621,+55 61 9893-6564,1
Thomas Lopes,180022063985044,(021) 0519 5082,1
Alícia Martins,377665601945871,51 9803 6016,1
rsales,Android 2.3,Peão de rodeiro,0
epeixoto,Android 4.2,Dançarino,0
valentinada-mota,Android 4.1.2,Ilustrador,0
maria-vitoriapereira,Android 2.3.5,Profissional de hotelaria,0
bianca69,Android 3.2.4,Engenheiro de som,0
melomelissa,Android 2.3.5,Tatuador,0
Yuri Nogueira,348065896754771,+55 84 0177 3833,1
Maria Souza,213139837953156,+55 51 6413 8498,1
eduarda79,Android 4.0.3,Cinegrafista,0
Bryan da Mota,3585963389662368,(041) 0885-9107,1
kaique36,Android 2.2.2,Almoxarife,0
Evelyn da Mota,6558197065223510,+55 (084) 4004-6127,1
Sra. Brenda Ramos,3531093035327722,71 6517 3245,1
moraespietro,Android 4.1.2,Ginecologista,0
barrosbreno,Android 10,Cirurgião bucal,0
da-pazmarcelo,Android 8.1.0,Publicitário,0
Luiz Fernando da Luz,3550337028159154,+55 (021) 4591 6478,1
aragaojoao-lucas,Android 1.5,Musicoterapeuta,0
Srta. Joana Fogaça,3532916836404812,(071) 5640 4611,1
fcarvalho,Android 3.2.3,Ombudsman,0
João Pedro da Cunha,374234264133599,+55 61 3330 1318,1
joao-miguel07,Android 4.2,Produtor de multimídia,0
wbarros,Android 3.0,Desenhista,0
Giovanna Viana,2288344285550753,+55 (031) 6046 4224,1
lporto,Android 4.4.3,Chaveiro,0
maria-claracorreia,Android 7.1,Luthier,0
Maria Sophia Caldeira,3533230708730448,41 8699 0374,1
diogo29,Android 8.0.0,Geriatra,0
cunhaguilherme,Android 2.2,Representante comercial,0
Dr. João Miguel Pereira,3596213826496922,51 2723 7887,1
emanuel10,Android 2.3.3,Retificador,0
danilo33,Android 4.0.3,Radialista programador,0
Leandro Porto,5584649887577531,+55 21 4093-5229,1
Ana Julia Viana,4578627786453,+55 (031) 2882-6978,1
Isadora Gomes,3575465521043616,+55 41 3753 0701,1
Clarice da Cunha,6011851957449036,84 2551 7855,1
Bruno Duarte,3532960490689854,+55 41 6655-4902,1
vianasophie,Android 2.0,Babá,0
carlos-eduardoda-mata,Android 4.4.3,Tosador,0
ada-mata,Android 3.2.4,Cartógrafo,0
aaragao,Android 2.2.3,Profissional de informática,0
azevedolucas,Android 2.2.1,Serralheiro,0
nogueiraalicia,Android 2.2,Almoxarife,0
Luana Moreira,4303795039792719,0800-566-3847,1
alexandreda-luz,Android 2.3.4,Perito criminal,0
Benjamin Cavalcanti,3566230222695341,+55 (021) 1199-8788,1
Kevin Melo,2700858397103953,(084) 5133-5113,1
Júlia Oliveira,376440774581536,84 8421-8830,1
castrocamila,Android 3.0,Toxicologista,0
Luiz Otávio da Luz,4037184483380631,(031) 2185 6629,1
igorgomes,Android 2.3,Piloto automobilístico,0
Maria Alice Correia,377890202975610,+55 (031) 8989-6894,1
André da Costa,341051281528357,+55 (041) 5575-1279,1
Vinicius Nunes,6535520535943151,(011) 7840-5430,1
xda-costa,Android 7.1.1,Cientista da informação e documentação,0
Dr. Henrique Cunha,3538880351613617,(081) 8213 1372,1
Gustavo Monteiro,4403794977898082,(081) 7336 8464,1
samuel10,Android 4.0.4,Vigia parlamentar,0
Giovanna Alves,6597214504931281,(021) 4187 5797,1
ofarias,Android 4.0.4,Argumentista,0
Paulo Viana,370626576969418,(041) 7472-1687,1
qda-rocha,Android 3.2,Terapeuta Holístico,0
Ana Clara Silva,30559060165494,+55 (031) 8116 5575,1
ccosta,Android 4.4.4,Jóquei,0
Caio Rezende,2283128145768258,61 5033-9406,1
davi-lucas69,Android 1.0,Tatuador,0
hmartins,Android 4.3.1,Senador,0
Ana Júlia da Rosa,4555118960201,(011) 2689-4062,1
Julia Azevedo,379081338469227,+55 51 5584 3646,1
uduarte,Android 2.0,Profissional de marketing,0
alvessamuel,Android 1.5,Engenheiro de processos,0
Dr. Lorenzo da Costa,6011164230819102,+55 61 8330-2785,1
opinto,Android 2.0,Fotógrafo,0
enzo92,Android 6.0,Nutrologista,0
Carlos Eduardo Barbosa,36422326013731,(051) 7188 0012,1
Brenda Rocha,6011179891050334,+55 84 4069-9301,1
Milena da Costa,180062378639043,31 0293 1486,1
Raul da Cunha,3524118597897868,21 0069-8297,1
Luiz Miguel Teixeira,213155202463217,(051) 9216-0630,1
thiagocosta,Android 2.3.4,Massagista,0
freitasluiz-felipe,Android 3.2.6,Técnico em edificações,0
gabriela43,Android 4.0,Alpinista,0
Srta. Sarah Duarte,4979021285102,+55 31 9371-8253,1
xlima,Android 7.0,Terapeuta Holístico,0
Cauê Oliveira,3543920409960207,+55 (071) 3822-6124,1
Sr. Kaique Carvalho,4267961167169294,+55 61 1830 2954,1
Thales Santos,213182075208628,+55 (041) 6773 3045,1
Pedro Henrique Viana,370416790973796,(051) 3554 2874,1
da-cunhajoana,Android 4.4.4,Meredeira,0
Kamilly Rocha,4443091423402029,71 5317-5260,1
Ana Lívia Silveira,6510050551111433,(084) 9824 2625,1
pporto,Android 3.2.2,Grafologista,0
Brenda da Rosa,3501216470652132,+55 21 7890 6878,1
agatha49,Android 1.0,Operador de bombas,0
walves,Android 4.1.1,Coronel,0
sofia72,Android 2.2.1,Sociólogo,0
nascimentomaria-cecilia,Android 2.2.2,Ferroviário,0
oliveiraotavio,Android 5.0,Modelista,0
lazevedo,Android 3.1,Técnico em edificações,0
iporto,Android 2.1,Radialista programador,0
rochayuri,Android 7.1.1,Esgrimista,0
Luana Souza,6011751893150518,71 9508 3426,1
jalmeida,Android 4.4.4,Fotógrafo,0
vcardoso,Android 5.0,Jardineiro,0
da-cunhafernanda,Android 3.1,Lapidário,0
Gabriel da Cunha,30070896512917,+55 (061) 2862 2015,1
Esther Silveira,347716914447787,+55 31 0027 2906,1
Maria Cecília Fernandes,676295366147,+55 (071) 5834-4541,1
srodrigues,Android 7.1.1,Selecionador de pessoal,0
novaesmatheus,Android 5.0,Odontologista legal,0
Davi Lucas Carvalho,4821484762164999,11 0904 4183,1
Gabriel da Cunha,378444534320910,0800 057 9894,1
diogo00,Android 7.1,Cartunista,0
bruno58,Android 11,Coveiro/Sepultador,0
Dra. Cecília Barbosa,6508078380216622,+55 81 3248 6221,1
João Miguel Cavalcanti,3581382985374100,71 0942-2224,1
ana-julia19,Android 4.2,Marketeiro,0
da-luzmilena,Android 4.0.3,Lutador de kung fu,0
Dra. Laura Porto,4341969418230138,84 5883-5437,1
Cauê da Costa,213130141054427,(021) 9735-4612,1
Cauê Cardoso,213117388732336,+55 (051) 5411-8303,1
fogacaheitor,Android 2.0,Embalsamador,0
barbara93,Android 6.0.1,Headhunter,0
Bruna da Mata,349994433471905,+55 (051) 2289 2273,1
amartins,Android 4.0,Oceanógrafo,0
jesusluana,Android 4.0,Confeiteiro,0
Maria Vitória Cunha,4990282680738379219,+55 61 0587-8314,1
diegocosta,Android 5.1.1,Engenheiro de supply chain ou logística,0
Natália Nogueira,372978187491185,(081) 7958-3996,1
rebecamoura,Android 11,Biomédico,0
Theo Ferreira,213182870741641,0500 284 9145,1
bdias,Android 11,Microfonista,0
pedro-miguelcardoso,Android 4.4.1,Pintor,0
Ana Sophia Pereira,4970773031783932007,31 9277-7684,1
Sra. Rafaela Cunha,4579751798375482,+55 (041) 8139 7033,1
gmelo,Android 4.2.2,Tatuador,0
Pedro Henrique Novaes,30174631082556,+55 61 1839-3444,1
Sr. João Guilherme Martins,4260624701550786,(011) 4232-7734,1
Srta. Maria Julia Freitas,6503101398849484,+55 (061) 0921-9549,1
nogueiranatalia,Android 7.1.1,Engenheiro ambiental,0
vianamaria-julia,Android 4.2,Surfista,0
ana-sophiafreitas,Android 1.6,Levantador de peso,0
Milena da Rosa,30264937505903,(031) 7064 0708,1
raulramos,Android 9,Médico cirurgião,0
Rafaela Correia,6011081343219766,61 0481-5311,1
Maria Cecília Oliveira,3517143610512400,41 0725 4161,1
Luiz Fernando Almeida,676225158739,(081) 0875 6645,1
felipeda-cruz,Android 2.2,Técnico em hardware,0
Luiz Henrique da Cunha,3596812686865876,31 3614 0446,1
gabriel38,Android 5.0,Numerólogo,0
Pedro Fernandes,4254380853241,+55 21 6454 0575,1
isaac40,Android 1.0,Engenheiro metalúrgico,0
raquelmendes,Android 2.3.4,Cozinheira,0
Kamilly Ferreira,30495328274093,+55 (084) 7025 6937,1
vpeixoto,Android 3.2.6,Agente de viagens,0
ocosta,Android 4.4.4,Caixa,0
Dr. Augusto Moreira,30594160905499,+55 61 9862-3429,1
benjaminmoura,Android 3.2.6,Nefrologista,0
Camila Moreira,3524236224048836,(011) 7733 4167,1
Carolina Moura,3556716342942649,+55 (061) 8758 9568,1
Maria Cecília Azevedo,502019698815,0900 015 0210,1
Bárbara Castro,4013011682994738830,+55 71 6635 4377,1
stephany07,Android 7.0,Obstetra,0
rafaela95,Android 4.3,Trilheiro ou músico de cinema,0
Dr. Isaac Ribeiro,4974835008481825,81 4781 6986,1
murilo02,Android 2.0,Promotor de vendas,0
eduardogomes,Android 4.4,Co-piloto,0
maria-cecilia66,Android 4.4.4,Corregedor de justiça,0
João Pedro Vieira,213145118098520,21 2606-1624,1
Murilo Moreira,4531734269720821,+55 51 2358 5534,1
Emanuella Silva,3513719871248083,+55 (084) 4727-1739,1
da-motarebeca,Android 2.2,Chapeiro,0
da-luzlaura,Android 3.2.2,Engenheiro de transportes,0
nathanpereira,Android 4.2,Pesquisador,0
usilva,Android 6.0,Hematologista,0
claramoreira,Android 3.2.6,Selecionador de pessoal,0
Eloah Freitas,4337650576254456910,+55 51 7399 3319,1
stephany35,Android 2.2.1,Fotógrafo,0
acampos,Android 3.2.1,Cineasta,0
Srta. Camila Freitas,676162029877,84 7439-3736,1
Sr. André Silva,3553642491385245,+55 84 7647 6895,1
xda-cruz,Android 4.2.2,Antropólogo,0
bernardoaragao,Android 6.0,Paisagista,0
Felipe Ribeiro,2264593100040063,+55 (041) 9950 3423,1
eloahrodrigues,Android 2.3.3,Gerente de riscos em seguros,0
bcaldeira,Android 3.2.5,Tecnólogo em geoprocessamento,0
Sr. Lucas da Luz,3525003079608208,+55 (051) 8306 1658,1
Daniela Sales,4115910572785776,21 5327-5875,1
Daniel Moraes,372464626675456,11 4235 7233,1
raraujo,Android 7.0,Cancerologista ou Oncologista,0
Maria Clara Lima,3594453568642497,+55 (021) 6472-2115,1
aragaolevi,Android 4.1,Conferente de expedição,0
duarteana-luiza,Android 2.0.1,Gandula,0
Lorenzo Cardoso,2612426650484549,41 6204-0587,1
André Moreira,3541898342380554,+55 21 8538 1601,1
Thomas Rodrigues,503874038568,+55 31 5763-3220,1
Igor Pinto,4556313470642742,+55 (041) 4912 0245,1
saleskamilly,Android 1.0,Gerente de vendas,0
Francisco Rodrigues,36501165642062,21 2874-7621,1
fariasjuliana,Android 2.3.6,Assessor parlamentar,0
Melissa Rocha,3569274865385692,+55 (051) 9384-2306,1
mariagoncalves,Android 3.2.3,Bioquímico,0
fernandesbruna,Android 1.6,Lutador de luta livre,0
moraesjoao,Android 4.4.4,Engenheiro têxtil,0
zda-conceicao,Android 4.0,Estofador,0
Alexia Pinto,30198267522627,21 2054 5604,1
danilomelo,Android 1.1,Cerimonialista,0
goncalvesmaria-vitoria,Android 4.4,Terapeuta Holístico,0
ana-luiza87,Android 3.2.2,Cadeirinha,0
Eduarda Moura,2241028597855085,+55 51 0068 3825,1
igor78,Android 4.4.2,Major,0
nogueiraana-julia,Android 6.0,Baterista,0
rochamilena,Android 4.0.4,Laboratorista,0
Maria Clara da Paz,2280652940977304,(011) 8313 8821,1
Paulo Oliveira,675977454247,21 0010 7702,1
Benjamin Lopes,6011031215698860,+55 31 6984-2919,1
André Vieira,30394787097410,41 0614 7117,1
Dr. Augusto da Luz,6011061922816307,(071) 0328 5242,1
crodrigues,Android 7.1.1,Motofrete,0
Fernanda Silva,213145066543972,(011) 7391 5603,1
Nathan Gonçalves,2705388325067158,0900 978 0378,1
joao-guilhermemoreira,Android 2.3.3,Webdesigner,0
Larissa Santos,180000163107107,+55 (011) 4039 8383,1
João Gabriel Moraes,213158403628752,11 4184-5747,1
Igor Lima,3520531253059488,0500 777 6255,1
Sra. Maria Clara Rocha,30143078239938,+55 (084) 7795-7894,1
Yago Monteiro,4881548207973631,(041) 4232 6932,1
Alícia Castro,2247779008880591,+55 84 4032 1461,1
nogueiragustavo,Android 1.5,Senador,0
Maria Luiza Ferreira,4579798860934567316,+55 31 9340 0119,1
nsales,Android 6.0.1,Serralheiro,0
Emanuelly Martins,180040714461140,(051) 4038-1050,1
cardosomaria-luiza,Android 6.0.1,Ambulante,0
eduarda24,Android 3.2.6,Militar da Marinha,0
Marcos Vinicius Souza,371256668137036,+55 (061) 7592 6098,1
thiago22,Android 5.1,Gerente de vendas,0
claricemoreira,Android 8.1.0,Engenheiro físico,0
ana-julia37,Android 8.0.0,Plastimodelista,0
Emanuella Fernandes,4765465896965607,+55 (084) 5811-8378,1
laracorreia,Android 2.3.6,Auxiliar de reprografia,0
Alexia Viana,4440337085635049,11 7453-4976,1
Catarina Cardoso,4754658198228392606,0800 282 9624,1
sarahribeiro,Android 3.2,Tatuador,0
fcavalcanti,Android 1.0,Apresentador,0
Matheus Jesus,3552257406514986,(081) 8803-7482,1
rochaluna,Android 2.3.3,Homeopata,0
Luiz Otávio Barros,501881509548,11 6194 2685,1
Emanuelly Souza,3556139800987313,+55 21 1888 3520,1
Isabella Souza,3516877078565274,+55 (081) 8753 8074,1
pintoisadora,Android 4.0.2,Webdesigner,0
barbosathales,Android 2.3.5,Químico,0
Maria Luiza Teixeira,060489244164,+55 (051) 0368 1435,1
ana-clara94,Android 3.2.4,Comprador,0
teixeiramaria-eduarda,Android 4.4.3,Investigador particular,0
Erick Ribeiro,4155722604191923337,(084) 9338 0752,1
silvajuan,Android 4.1.2,Broker/Corretor da bolsa de valores,0
joao-vitor99,Android 3.2.5,Técnico em rede,0
omendes,Android 2.3.2,Profissional de áudio,0
gomesdavi-lucca,Android 2.0,Roteirista,0
carlos-eduardocosta,Android 6.0,Apresentador,0
pintoluiz-felipe,Android 11,Laboratorista,0
Pedro Lucas Costela,3529061275395042,71 0741 1344,1
Benjamin Moreira,3568202451109268,+55 51 7858 3682,1
breno55,Android 4.0.4,Meredeira,0
Maria Luiza Barros,213144017745992,+55 31 9466-7305,1
Gustavo Henrique da Mota,501882758250,0300-552-3373,1
tteixeira,Android 5.0.1,Selecionador de pessoal,0
salesdavi,Android 7.1.1,Psicopedagogo,0
ccarvalho,Android 6.0,Serventuário,0
Sra. Gabrielly da Paz,213176392753506,+55 11 7344-7335,1
da-costaana-livia,Android 3.2.6,Flanelinha,0
Dr. Pedro Porto,6011542870167298,0800-584-0638,1
Cecília Costa,3545461589133974,81 5348 5380,1
ribeiromaria-eduarda,Android 4.3,Engenheiro de iluminação,0
Ian da Rocha,579957000865,+55 71 2532-4854,1
Yasmin Pereira,4871028443264798091,+55 21 3092-4707,1
moraesgabriel,Android 2.1,Farmacêutico,0
evelyndias,Android 2.1,Técnico em arquivo,0
vnunes,Android 2.3.4,Penhorista,0
maria-fernandaramos,Android 2.2,Cartógrafo,0
Isaac Pires,4853578298166,+55 (071) 7054 6101,1
