Coluna A,Coluna B,Coluna C,Classe
Marcela Gonçalves,3563408652322791,+55 71 4793 1926,1
Cecília Ramos,2442177440634465,+55 41 5431-5877,1
Rafaela Nascimento,3521129089483888,(011) 0975 7317,1
Gabriela Souza,3542471735898258,61 2007 9368,1
Dr. Vicente Gonçalves,30139296634934,0300-868-8791,1
Rafael Castro,180055361691823,+55 61 4504-0302,1
Enzo Peixoto,Android 9,Investigador de Polícia,0
Lavínia Ribeiro,Android 2.1,Pizzaiolo,0
Lucas Viana,Android 7.1.2,Ombudsman,0
Henrique da Luz,Android 3.2.5,Agente funerário,0
João Guilherme Vieira,2458964722794286,(071) 4284 8646,1
Calebe Gomes,3586784459976184,71 3430-6869,1
Ana Laura Almeida,30503195414088,(011) 3302-4519,1
Giovanna Novaes,Android 3.2.5,Torneiro mecânico,0
Alícia Sales,Android 3.2,Gestor de tecnologia da informação,0
Ana Lívia Carvalho,4587330995962,0300 991 4080,1
Lucca Teixeira,Android 4.0.4,Cabo,0
Leandro Alves,Android 5.1.1,Arquivista,0
Enzo Barros,345650516636293,(051) 9522-4066,1
Raquel Rocha,Android 3.2.1,Nutrologista,0
Larissa Costela,374516629060032,(031) 7612 3800,1
Alexia Alves,639027386999,(061) 4107 1878,1
Luiz Miguel Araújo,180094342195323,+55 (041) 2760 0411,1
Marcos Vinicius Nascimento,Android 4.0.1,Estilista,0
Mariane da Rocha,Android 10,Engenheiro de produção agroindustrial,0
Maria Clara Teixeira,36565065093288,(051) 9893 9147,1
Dr. Paulo Monteiro,Android 4.4.4,Escultor,0
Otávio Porto,38719952606060,(011) 0594-5523,1
Sr. André Almeida,345647341580779,+55 31 9092 7643,1
Ana Carolina da Rocha,Android 2.2.3,Mecânico,0
Dra. Ana Carolina Almeida,Android 2.3,Telegrafista,0
Elisa Rezende,4428782237505534587,(041) 4853 1000,1
João Pedro Farias,Android 1.1,Tecnólogo em negócios imobiliários,0
Pedro Miguel da Mota,3578084390371037,+55 81 9773-2362,1
Thales Duarte,4848580656712642,(061) 0658-0740,1
Sr. Diego Gomes,575533604857,51 2105 6783,1
Júlia Jesus,6011636781660217,0500-370-3220,1
Raul Porto,4365302763381,+55 (084) 9951-9269,1
Kevin Silva,4572587177961501,(081) 3304-5199,1
Erick Novaes,30511425755048,0900 155 3623,1
Melissa Rodrigues,Android 4.4,Intérprete e tradutor de língua de sinais,0
Bárbara Nogueira,Android 2.3.5,Clínico geral,0
Clarice Gonçalves,3565955658624586,(081) 2629 9223,1
Dr. Davi Lucca Barbosa,30055052143219,+55 (071) 7988-5094,1
Leonardo Rocha,6011472142131833,11 0889-1682,1
Clarice Nogueira,3556656333367796,(041) 2481 1231,1
Lívia Barbosa,3531620633579658,(071) 0226-8267,1
Dra. Isis Jesus,38859140619599,21 9138-4924,1
Letícia Porto,4492048533892,+55 (071) 2984 0579,1
Juan Cardoso,180041779118195,0800-493-4415,1
Kaique Cavalcanti,213144401562219,+55 41 6719-1119,1
Matheus Rocha,Android 4.2.1,Militar da Aeronáutica,0
Vicente Sales,342480022370572,+55 (021) 6007-3863,1
Diogo Pinto,Android 4.3,Instrutor,0
Amanda Pinto,Android 4.1.1,Porteiro,0
Emanuelly Silva,4004371371844382444,+55 81 8178 8138,1
Matheus Pereira,4798938880395,+55 84 6486-8618,1
Yuri Campos,Android 4.4,Sargento,0
Luiz Felipe Nunes,341885038221323,71 3294-3047,1
Breno Castro,30359567229723,+55 (031) 3393 4142,1
Pedro Miguel Souza,676360830910,+55 31 4228-5251,1
Levi Melo,Android 4.0,Terapeuta Holístico,0
Cecília Rezende,38324234028512,+55 51 2890 8532,1
Rodrigo Mendes,30511334757846,(071) 8103 0799,1
Fernanda Rocha,Android 3.2,Artista/Técnico em espetáculos de diversões,0
Fernando da Rosa,Android 5.1.1,Político,0
Ana Luiza Lima,Android 6.0.1,Mecanógrafo,0
Eduarda Freitas,Android 2.2.2,Telefonista,0
Vicente da Rocha,4576741795544258,(021) 8941-4696,1
Ana Vitória da Mota,346402458457893,(031) 5443-5395,1
Joaquim Pereira,Android 4.4.2,Figurante,0
Marina das Neves,3569532747152212,+55 (041) 0574-4431,1
Eloah Lopes,Android 7.1,Produtor editorial,0
Lucas Gabriel Almeida,Android 4.0.2,Escritor,0
Agatha da Costa,30128707003151,61 9782-4800,1
Dr. Antônio Castro,30267404056169,(051) 1621 2882,1
Eduardo Rodrigues,4095667180635058,(031) 9802 5535,1
Francisco Ferreira,676223941847,(061) 6415-2505,1
Enzo Costela,Android 8.1.0,Tenente,0
Maria Luiza Monteiro,Android 3.2.4,Pizzaiolo,0
Esther Monteiro,Android 4.3,Pianista,0
Dra. Kamilly Silveira,349322861472106,11 3031-0511,1
João Gabriel Monteiro,Android 5.1,Corretor de imóveis,0
Ana Beatriz Mendes,30204080020458,0500 724 9386,1
Brenda da Cruz,Android 4.2,Flautista,0
André da Cunha,Android 10,Intérprete,0
Mariana Melo,639059280896,61 9701-2152,1
Anthony Ferreira,Android 7.1,Ortesista,0
Nicole Fernandes,6011852889202444,(031) 8481 2680,1
Isadora Barros,Android 3.1,Coreógrafo,0
Heitor Almeida,Android 1.0,Judoca,0
Heloísa da Mota,Android 3.2,Jogador de vôlei,0
João Melo,Android 2.3.3,Massagista,0
Lavínia da Luz,Android 3.2.6,Geofísico,0
Sra. Laura Dias,Android 7.1.1,Técnico em documentação,0
Sofia Azevedo,4367109608528608,0800-407-5441,1
Yasmin Cunha,30577625441473,84 6349 8923,1
Dr. Lucas Martins,4573587010861,81 3808-7476,1
Danilo Peixoto,5379437386283937,(084) 4223-8519,1
Thomas Teixeira,Android 2.2,Engenheiro agrícola,0
Pedro Miguel Cardoso,Android 4.4.1,Timoneiro,0
Srta. Isabelly da Cruz,Android 2.3.2,Cambista,0
Cauê Souza,6011671559338977,+55 (051) 3786 3239,1
Cecília Cunha,Android 5.1.1,Saxofonista,0
Lavínia Cardoso,Android 5.1.1,Assistente de direção,0
Diogo da Luz,Android 5.1.1,Artesão,0
Pedro Lucas Sales,4547180134574327404,+55 (011) 5535-7269,1
Dra. Ana Laura Moraes,Android 3.2.3,Telefonista,0
Isis da Rosa,564494524809,+55 61 6070-8211,1
Srta. Gabriela das Neves,2720437481850047,+55 61 4455 9974,1
Kaique Rodrigues,2252767968646310,(081) 0223 5070,1
Davi Lucca Moraes,Android 2.3.7,Crítico,0
Srta. Sabrina Freitas,Android 7.0,Dançarino,0
Camila Fernandes,Android 4.3,Armeiro,0
Renan da Rosa,Android 4.2.1,Orçamentista,0
João Felipe Teixeira,4470844831550544034,84 2181-3563,1
Letícia Moreira,Android 1.0,Engenheiro petroquímico,0
Fernanda Teixeira,Android 2.2,Ilustrador,0
Bruna Souza,6519290624383053,0300 119 7318,1
Thales Farias,Android 2.0,Figurinista,0
Rodrigo Aragão,3531351620984277,31 0051-4024,1
Breno Moreira,6011563630339654,+55 81 9152-4951,1
Marcelo Alves,Android 2.3.3,Jardineiro,0
Sra. Eduarda Souza,378467730418733,84 7344 5976,1
Isabella Azevedo,Android 3.2.5,Profissional de manutenção industrial,0
Clara Costela,6011156638277487,(031) 7761 1602,1
Luiza Cavalcanti,4460630217572030,+55 (061) 6140-7600,1
Juan da Rocha,Android 6.0.1,Somelier,0
Erick Viana,Android 3.2.4,Carpinteiro,0
Srta. Brenda Cunha,5266149826832597,+55 11 1076-4951,1
Alexandre Vieira,Android 5.0,Somelier,0
João Miguel Mendes,Android 7.1.1,Ombudsman,0
Dr. Cauã Ramos,676162675216,(051) 1345 5465,1
Isadora Alves,213174527492272,0800 780 0579,1
Raul Ferreira,Android 3.2.4,Ascensorista,0
Gabriela Barros,Android 6.0,Compositor,0
Lívia Souza,Android 4.4.3,Repositor,0
Mariane da Costa,Android 3.2.3,Massoterapeuta,0
Vitor Hugo Duarte,Android 4.4.4,Leiteiro,0
Dr. Lucca da Cruz,Android 7.0,Passador,0
Ana Almeida,Android 5.1.1,Dublê,0
Nicolas da Costa,30550399604683,71 9830 4205,1
Sr. Thomas Gonçalves,Android 5.0.1,Ceramista,0
Emanuel da Costa,3545687610062804,+55 (051) 2978-3167,1
Vinicius Cardoso,Android 5.0,Profissional de relacionamento com investidores RI,0
Isaac Caldeira,2304199545087651,84 6654-4061,1
Nathan Alves,213141292921728,(084) 8994 8021,1
Isadora Ferreira,Android 4.4.2,Secretária,0
André Lopes,4226886610975031,51 3579 6664,1
Lorenzo Silva,Android 8.1.0,Dançarino,0
Bruno da Paz,4651147653550530592,+55 (084) 1454-3167,1
João Felipe Martins,6518190923017223,+55 21 9537-5481,1
Luiz Otávio da Rocha,4741854528220813,31 1491-6477,1
Sra. Ana Luiza Teixeira,5228304554042821,(071) 4431 0846,1
Rafael Silva,3547202715257131,(061) 4215 0813,1
Dra. Mirella da Cunha,4686666455333055,+55 (041) 5241 0829,1
Marina Carvalho,Android 1.5,Policial federal,0
Srta. Ana Luiza Aragão,2294424006557881,(031) 7927-2776,1
Lavínia Fogaça,Android 2.3.7,Auditor,0
Letícia da Cunha,Android 4.4.4,Perito judicial,0
Marina Rezende,Android 4.4.4,Profissional de relações públicas,0
Augusto Correia,Android 4.4.1,Comerciante,0
Mariane Freitas,Android 1.6,Alfaiate,0
Leandro Castro,4607398206728446015,+55 (031) 2642 9170,1
Marcos Vinicius Oliveira,Android 2.3.6,Copeiro,0
Dr. Marcos Vinicius Correia,3562637361030672,+55 (081) 2198-4268,1
Davi Campos,Android 9,Cenotécnico,0
Sr. Lucca Pereira,4514130800010,84 9142-0085,1
Emilly da Mota,2704744701031302,61 2712-2725,1
Emilly Sales,30373871925314,+55 71 1834 0137,1
Davi Sales,579266948267,(021) 2382-0431,1
Isabel Costela,6011846467282273,0300 880 9688,1
Calebe Gomes,6011781377273056,+55 21 0706 5105,1
Yasmin da Cruz,4479911015289483,84 1517 1491,1
Bryan Dias,Android 4.4.1,Aeroviário,0
Sophia Ramos,503863434570,+55 21 7851 9828,1
Sra. Mirella Cunha,4032668935922698,+55 71 0990-0654,1
Luiz Felipe da Cruz,Android 5.0,Farmacêutico,0
Lívia Aragão,Android 4.0.2,Mestre cervejeiro,0
Mariane Pereira,3500147638174696,+55 84 0985-5707,1
Enrico Melo,4273611008711923303,(021) 5425-4027,1
Ana Lívia Alves,3536310636956781,(061) 6700 9953,1
Heloísa Nunes,Android 4.0.1,Continuista,0
Rebeca Freitas,6011947136781354,+55 (084) 9514 6462,1
Melissa Melo,180058156733644,+55 (071) 7986 3813,1
Gabriela Melo,3508856865393561,61 7041-8519,1
Alícia Aragão,Android 5.0.2,Analista de sistemas,0
Dra. Stephany Pereira,Android 4.0.4,Comissário de bordo,0
Srta. Ana Lívia Porto,Android 1.1,Gestor de tecnologia da informação,0
Rebeca da Cunha,Android 3.0,Roteirista,0
Bárbara Vieira,180092760200534,+55 51 5487 4062,1
Gustavo Mendes,3537704236452549,+55 81 4925-9558,1
Davi Lucca Porto,Android 7.0,Psicólogo,0
Pedro Henrique da Cruz,Android 4.0.3,Lutador de karatê,0
Nathan da Rocha,Android 4.4.3,Tecnólogo em jogos digitais,0
Natália Alves,3513576789776146,(021) 5352-3948,1
Lorena da Mata,Android 2.2.3,Cirurgião bucal,0
Maria Luiza Monteiro,4816453682671992,+55 84 8103-6744,1
Eduarda Duarte,Android 2.3.7,Auxiliar de reprografia,0
Brenda Lopes,Android 2.0,Polidor de produção,0
Isabelly Moura,4018111992038080,31 9950 0882,1
Theo Jesus,Android 5.0,Aeronauta,0
Srta. Emilly Ribeiro,Android 4.4.2,Penhorista,0
Valentina Almeida,4247355369243,(041) 3802-2172,1
Luiz Otávio Aragão,Android 4.2,Continuista,0
Maria Eduarda Souza,Android 4.4.4,Laboratorista,0
Daniela Melo,Android 4.2.2,Engenheiro ambiental,0
Pedro Lucas Cavalcanti,Android 4.3,Lancheiro,0
Mirella Gomes,36790016248902,+55 (051) 3205-2142,1
Dr. Luiz Henrique Ribeiro,4987655764514210593,+55 (041) 8544-3465,1
Erick Barbosa,Android 3.2,Fundidor de placa de gesso,0
Ana Nunes,3520137701215100,+55 41 1781-0441,1
Bryan Nascimento,Android 2.2.3,Impressor,0
Olivia Porto,Android 4.0.4,Sonoplasta,0
Sophie Cardoso,Android 4.4.4,Coreógrafo,0
Sr. Otávio Sales,6011473711696685,0900-911-5259,1
Dr. João Vitor Correia,Android 1.5,Intérprete de Bíblias,0
Clara Almeida,3560218468315365,+55 71 7760-5123,1
Mirella Nascimento,Android 8.0.0,Escriturário,0
Pedro Miguel da Cunha,371099289257522,+55 (021) 5862-9903,1
Dra. Ana Laura da Luz,4037876828466,+55 (011) 1386 2877,1
Sophia da Mata,180032193791097,0800-421-9382,1
Diogo Duarte,Android 3.2.6,Lutador de kung fu,0
Gabrielly Ramos,3517849401499199,(051) 3732 8796,1
Leandro Correia,588013900091,+55 (081) 9808-4597,1
Isabelly Barbosa,6011457696453568,+55 (051) 8290 0173,1
Ryan da Rocha,Android 2.3.1,Toxicologista,0
Alice Ferreira,3530055579488682,+55 (081) 6310 0614,1
Laura Novaes,561781366001,84 6155 4768,1
Arthur da Cunha,Android 7.1,Ufólogo,0
Sr. Murilo Silveira,4858538529522983,(011) 8500-1993,1
Luiz Otávio Gonçalves,Android 3.2.5,Químico farmacêutico,0
Pietra da Cunha,4682869665754953,0800 198 3337,1
Sr. Thiago Cavalcanti,Android 4.4.3,Grafologista,0
Leonardo Jesus,30494699249149,31 6932-9036,1
Erick Azevedo,6556743327901864,(071) 4898 5655,1
Samuel Novaes,6011317662257304,11 9675-7729,1
Lucas Fogaça,6509340088231892,+55 (061) 3315 7853,1
Sr. Thales Carvalho,38249556846631,+55 (021) 6438-1278,1
Juliana Fogaça,Android 2.0.1,Militar da Marinha,0
Yasmin Araújo,Android 3.0,Mensageiro,0
Eduardo Caldeira,4048162212647846690,0500-428-6599,1
Dr. Lucca Azevedo,Android 3.2,Zelador,0
Yuri Gomes,Android 2.0.1,Ginasta rítmica,0
Sr. Benjamin da Cruz,Android 4.0.2,Médico legista,0
Clarice Oliveira,377093855022349,0900 105 0396,1
João Vitor Novaes,4924563957403,+55 (051) 8288-8238,1
Carolina da Mota,Android 4.2,Eletricista de automóveis,0
Srta. Rebeca da Mota,6583668375543432,0900 396 0606,1
Sra. Isabelly Pinto,Android 8.1.0,Empresário,0
Gustavo Henrique Nogueira,4551286388579650963,(051) 3347 2157,1
João Vitor Silveira,Android 2.2.3,Revisor,0
Dr. João Costela,Android 4.1.1,Profissional de efeitos especiais,0
Vinicius Aragão,3583841106221134,+55 11 8470 5090,1
Dr. Fernando Ramos,378539759081137,+55 71 5484 4182,1
Ana Beatriz Barros,Android 4.2.2,Historiador,0
Bianca Araújo,4181567315820234,(031) 4617-0358,1
Felipe Carvalho,Android 2.2.2,Jóquei,0
Elisa Farias,180023647836836,21 6426 9078,1
Arthur da Mata,4999222031016269,11 9727 4860,1
Maria Luiza Monteiro,Android 5.0.2,Dogueiro,0
Gabrielly Barros,676289723303,(051) 7565-6930,1
Eduarda Freitas,4168298346256902,+55 31 2295-2386,1
João Vitor Porto,4408657365866281,+55 (061) 5450 8670,1
Ana Júlia Ribeiro,3507987254890700,(041) 6806-5988,1
Olivia Araújo,Android 3.2.2,Jogador de handebol,0
Leandro Duarte,4194196484957,(031) 0894 9197,1
Dr. Isaac Freitas,3511326694980876,0300-993-9378,1
Milena Castro,Android 3.2.2,Trompetista,0
Dr. Luiz Felipe da Luz,Android 4.3.1,Gerente de riscos em seguros,0
Alana Rodrigues,Android 10,Matemático,0
Sr. Pedro Miguel Peixoto,Android 3.2.1,Embalsamador,0
Rafael Melo,Android 4.0,Instrumentista musical,0
Isabella Silva,Android 4.3,Profissional de rádio e tv,0
Otávio da Costa,Android 4.4.1,Jogador de bocha,0
Pietro da Costa,Android 4.2,Profissional de cinema,0
Miguel Oliveira,Android 2.0.1,Teólogo,0
Enzo Gabriel Alves,Android 4.3.1,Empresário,0
Pedro Miguel Martins,4587765523464509734,51 4162 5408,1
Larissa Mendes,Android 6.0,Representante comercial,0
Vitória Carvalho,180072072241764,+55 (021) 8549 0650,1
Lara Silveira,Android 3.2.3,Engenheiro de produto ou produção,0
Manuela Lopes,3544362870570109,+55 (031) 4335-3380,1
Ana Júlia Pinto,Android 3.2.5,Cenógrafo,0
Dra. Kamilly Ramos,4872056386889,0800-315-7476,1
João Lucas Ramos,3572395814376287,11 2872 0893,1
Nina Martins,2299101074260508,(061) 4491 4324,1
Miguel Gomes,Android 9,Subprefeito,0
Sra. Manuela Campos,6011661910253205,84 4708 5305,1
Sr. Isaac Cardoso,503816806866,(071) 4454 0680,1
Srta. Ana Lima,6597691023200886,+55 41 5615-8292,1
Lucca da Rosa,Android 4.1.1,Armeiro,0
Heloísa Porto,2273022351764113,51 2538 0507,1
Davi Lucas Novaes,Android 2.3.4,Teólogo,0
Isadora Lima,Android 4.4.2,Viveirista,0
Ana Sophia Dias,Android 2.3.1,Geofísico,0
Sra. Bruna Porto,3511052440908595,31 0187-4478,1
Raul Campos,Android 2.2.1,Psicomotricista,0
Valentina Silva,3598029074843567,+55 (081) 9291-8806,1
Ana Clara Alves,4012128667659756245,(084) 3996 8385,1
Juliana Moraes,Android 4.4.3,Ferreiro,0
Davi Lucas Silva,4983346646725,0900 938 5765,1
Daniel Moraes,Android 1.6,Escrivão,0
Breno Monteiro,180078035165313,+55 11 3790-7620,1
Maria Alice Moura,Android 5.0,Massagista,0
Beatriz Lopes,Android 3.2.6,Profissional de comércio exterior,0
Lorena das Neves,180061823785138,(084) 7953-5136,1
Theo Nascimento,6544760095365192,+55 (011) 8277-9919,1
Manuela da Mata,Android 4.1.1,Jogador de futebol,0
Sra. Rebeca Vieira,3503324729034108,61 7307 8146,1
Dra. Esther Gomes,Android 7.1.1,Dermatologista,0
Isabella Fogaça,Android 7.1.1,Diretor de cinema,0
Luiz Otávio Cavalcanti,Android 8.0.0,Técnico em radiologia,0
Murilo Castro,3588400581186067,+55 84 0411-6393,1
João Pedro Barros,4494798318539952963,81 8910-5645,1
Vicente Melo,Android 7.0,Piloto de avião,0
Stella Lopes,Android 3.2.2,Vistoriador de sinistros,0
Giovanna Campos,Android 5.1.1,Quiropraxista,0
Caroline Pires,Android 4.0.3,Tesoureiro,0
Alice Moura,676310178881,21 5621 8000,1
Maria Sophia Gomes,2428197891179578,71 3760-6155,1
Caio Fernandes,30538322939052,0300-439-9797,1
Evelyn Barbosa,Android 3.1,Pneumologista,0
João Guilherme Jesus,Android 4.4.4,Químico,0
Maitê Barbosa,4075150973566,+55 51 2532 5554,1
Isabella Cavalcanti,Android 3.2.4,Dermatologista,0
Maria Eduarda da Luz,Android 5.1,Engenheiro de telecomunicações,0
Guilherme Viana,Android 2.3.7,Assessor de imprensa,0
Luigi Fogaça,Android 9,Cobrador de pedágio,0
Rafaela Nascimento,Android 4.1.2,Cineasta,0
Milena Rodrigues,Android 2.2.3,Empresário,0
Vitor Hugo Vieira,676311019332,84 0034-3110,1
Srta. Ana Beatriz Almeida,Android 2.2.2,Técnico em higiene dentária,0
Camila Carvalho,6011840015172730,+55 (061) 9752-6474,1
Fernanda Teixeira,Android 2.3,Pescador,0
Nina Freitas,Android 2.3.5,Cinegrafista,0
Felipe Monteiro,562483984976,+55 (081) 8985-3749,1
Eloah Freitas,213168587149566,11 6742-5181,1
Bryan Martins,Android 2.3.2,Alergologista,0
Dr. João Barbosa,Android 2.3.6,Quiropraxista,0
Lorena da Cunha,Android 2.3,Cancerologista ou Oncologista,0
Miguel Ramos,Android 2.2.3,Ortopedista,0
Sra. Milena Pires,4940368219763648057,(011) 1189 6869,1
Gabrielly da Cruz,4507469643027425,0800-032-0025,1
Paulo Araújo,3525801092137786,+55 (021) 8954-3904,1
Igor Caldeira,4829211577774544,+55 (021) 3486 0055,1
Benjamin Ribeiro,Android 8.1.0,Figurante,0
Ana Lívia Lopes,3500748055487949,31 4349-1633,1
Maitê Vieira,180024890186945,+55 21 9509-6346,1
Emilly Santos,Android 4.4,Preparador de máquinas,0
Dra. Isabella Ramos,Android 5.0.1,Engenheiro mecânico,0
Clarice Dias,4699111072399424,41 5843-7978,1
Luana Teixeira,Android 4.2.1,Profissional de linguística,0
Ana Clara da Luz,Android 4.3,Corretor de imóveis,0
João Vitor Vieira,Android 2.3.3,Técnico em aviação,0
Dr. Thiago Cardoso,Android 5.0.2,Açougueiro,0
Yago Aragão,4024328820402617,+55 (061) 8924-5400,1
Alexia Pires,Android 2.3.4,Físico,0
Daniela Gomes,5413807308872249,+55 (041) 2286 8851,1
Natália da Paz,Android 2.1,Programador,0
Benício Gonçalves,6011731780562355,51 2685 9103,1
Luiz Otávio da Mota,30214369977633,+55 (071) 4815-1614,1
Francisco Pires,Android 3.2.6,Operador de telemarketing,0
Diego Novaes,Android 6.0.1,Cerimonialista,0
Sr. Otávio Lopes,Android 7.1.2,Lancheiro,0
João Lucas Pereira,Android 4.0.1,Guarda roupeiro,0
Laura da Costa,5545123172017312,0500-646-8028,1
João Pedro Viana,Android 4.0.4,Mergulhador,0
Helena Oliveira,4937047354160989,+55 41 3728 2722,1
Gustavo Rezende,Android 4.2,Garçom,0
Ana Luiza Rodrigues,379236032472949,31 9917 9431,1
Rafael Rodrigues,Android 4.0.4,Serralheiro,0
Sr. Marcos Vinicius Barbosa,Android 2.3.6,Químico farmacêutico,0
Luana da Luz,Android 4.4.1,Juiz de futebol,0
Matheus Carvalho,374245504086991,+55 (071) 6573 3713,1
Vitor Hugo da Conceição,2416320126820832,+55 81 6773-5834,1
Brenda Correia,Android 1.5,Zelador,0
Sr. Marcelo Novaes,3531341683828040,+55 (021) 1327 6816,1
Gabrielly Araújo,3524732043682961,61 4744-6825,1
Isaac da Costa,3522448432926479,+55 (061) 7352-8371,1
Lucas Ribeiro,6011301705832083,+55 (081) 7318 8425,1
Cauê Moreira,Android 1.0,Despachante,0
Laura da Mata,Android 5.0,Neurocirurgião,0
Kevin Lima,2624145504504023,+55 81 7130 9972,1
Carolina Souza,Android 3.2.5,Sexólogo,0
Stephany Moraes,Android 4.4.1,Tecnólogo em silvicultura,0
Ana Beatriz Campos,3585476676525636,84 8874-4682,1
Luiz Miguel Pires,4523230031730222,+55 (031) 4978 1031,1
Vitor Barbosa,Android 5.1,Prático,0
Maria Clara Nascimento,Android 4.4.4,Armeiro,0
Miguel Sales,3502576248349215,+55 (021) 3751 5080,1
Luiz Otávio Araújo,4563233001625159,11 5658 0014,1
Maria Alice da Cruz,6511631690483129,0800 207 1967,1
Pedro Correia,4890103469463435860,0300-928-8896,1
Ana Pereira,Android 2.0.1,Luthier,0
Leandro Ferreira,3515550381959184,+55 84 3558-7193,1
Amanda Lopes,Android 4.4.2,Jogador de futebol,0
Kevin Cardoso,371757038663346,(061) 3040 7299,1
Srta. Stella Ramos,Android 7.0,Guarda roupeiro,0
João Felipe Jesus,Android 4.1.1,Corredor de atletismo,0
Sr. Henrique da Cruz,213168372629749,71 8401 7474,1
Ana Luiza Melo,Android 6.0,Catador de material reciclável,0
Luiz Henrique Moraes,Android 4.4.2,Ator,0
Dra. Lavínia Moura,Android 3.2,Tecnólogo em automação industrial,0
Maria Clara Nogueira,2296240381771188,(021) 1224-8510,1
Dra. Luna Cavalcanti,Android 4.1.1,Auxiliar de reprografia,0
Laís Nogueira,Android 4.3.1,Jogador de vôlei,0
Thomas Farias,6011330474068520,0800-310-9133,1
Dr. Joaquim Costa,Android 4.0.4,Gerente de inovações ou novos negócios,0
Sr. Bernardo Campos,6576742302869944,+55 (031) 1790 8158,1
Sra. Isis da Cunha,639091041520,+55 41 4674-3547,1
Lucas Lima,5254800806799529,+55 (061) 9498 5779,1
Marcela Costela,Android 5.0,Lutador de jiu-jitsu,0
Guilherme Cavalcanti,Android 2.3.3,Guitarrista,0
Vitor Hugo Araújo,Android 3.0,Cientista político,0
Luna Farias,4707956062332490,(081) 1745 0555,1
Sr. Marcos Vinicius Nascimento,Android 3.2.1,Biotecnólogo,0
João Lucas Pinto,371867109593544,81 7252-6186,1
Maria Luiza Araújo,4865236959245,81 2463-3551,1
Francisco Souza,Android 4.0.1,Cabo,0
Raul Costa,4452654538816637,+55 (051) 0661-8876,1
João Lucas Lopes,3533773817061064,+55 11 5818 0361,1
Bernardo Campos,503829563256,+55 31 8500 1390,1
Bárbara Monteiro,4843634028003715897,+55 (061) 3011-4808,1
Srta. Maitê Barros,4199571341213990529,21 2367 7013,1
Gabriel da Mata,4078906735403807,0800 013 8573,1
Leonardo da Rosa,630414556740,21 4959 7202,1
Luiz Miguel Rezende,5398681584812859,+55 (051) 5495 8084,1
Ana Clara Gonçalves,Android 4.0.3,Apresentador,0
Sr. Luiz Gustavo Souza,Android 2.3.6,Militar da Marinha,0
Sra. Stephany da Mata,Android 9,Otorrinolaringologista,0
Eduarda Cardoso,676145101066,+55 61 5886-0568,1
Fernando Freitas,Android 5.0.2,Nutrologista,0
Daniela Nascimento,4434975779824904,+55 (041) 0590 8970,1
Stella da Mota,6509215396770619,0300 002 4945,1
João Gabriel Gomes,180078323561645,61 8199-5409,1
Elisa Farias,213177744621425,0300 748 1158,1
Marcelo Moreira,378111944838126,71 3568 6977,1
Maria Viana,4483682981449517705,81 3800 0539,1
Enrico da Mota,30455646008011,+55 (021) 6433-3270,1
Bruna Cardoso,Android 1.1,Pizzaiolo,0
Cecília Moreira,4608644061691967129,0900 294 9946,1
João Guilherme Araújo,501815566002,84 0993 9598,1
Sabrina Sales,Android 4.0,Guincheiro,0
Marcelo das Neves,Android 4.1.2,Perfusionista,0
Leandro Costela,3568001406166401,84 6589 2814,1
Marcelo Souza,30532575168659,84 7391-1423,1
Cauã Pinto,30336614023523,+55 (061) 7252-2200,1
Dr. Gustavo Cunha,4067759402234200778,71 3684-7997,1
Stella Gonçalves,Android 2.0.1,Impressor,0
Giovanna Fernandes,4963930292334633,41 8922-6316,1
Cauê Ribeiro,4808713880443,(021) 2889-2109,1
Rafaela Monteiro,5173341877730802,(051) 5924 7141,1
Cauê Lima,676313549161,(061) 9490 5052,1
Ana Alves,Android 3.2.6,Gestor de tecnologia da informação,0
Lorenzo Oliveira,Android 6.0,Panificador/Padeiro,0
Davi Dias,Android 2.0,Lutador de kung fu,0
Sra. Isadora Cardoso,Android 6.0.1,Engenheiro metalúrgico,0
Luiz Felipe Nogueira,Android 4.3.1,Atleta de canoagem,0
Evelyn Farias,4306858269067573478,+55 (061) 0712 1529,1
Lara da Luz,3579571343743568,+55 71 6417-4349,1
Vinicius Silva,Android 3.2.2,Clarinetista,0
Caroline Barbosa,Android 2.2.1,Orientador educacional,0
André Moraes,3579092689354894,41 7062 5384,1
Luna da Paz,Android 2.3.5,Terapeuta floral,0
Ana Clara Rezende,Android 3.2.3,Encarregado de manutenção predial,0
Sarah Costela,Android 4.0.4,Afiador de ferramentas,0
Alana Castro,3539637874777538,71 6710-5043,1
Catarina Moura,4018769381891201,+55 81 2454-7909,1
Kaique Cavalcanti,Android 2.1,Psicomotricista,0
Sr. Pedro Henrique Costa,Android 8.1.0,Maestro,0
Luiza da Mota,5456682963028355,(031) 2225 8381,1
Ana Clara Nascimento,Android 2.0.1,Diagramador,0
Stella da Cruz,6011375020077137,+55 84 8852 1881,1
Isis Gonçalves,Android 3.0,Publicitário,0
Otávio da Cunha,Android 2.3.5,Promotor de eventos,0
Luiz Fernando das Neves,180020826801102,+55 51 4691 7693,1
Sr. João Felipe Fernandes,676272511905,+55 (051) 6008 6066,1
Dr. Nathan da Costa,Android 3.2,Operador de bombas,0
Srta. Lívia Ferreira,3585944963881400,+55 (084) 2569-6275,1
Levi da Mata,Android 8.0.0,Engenheiro de transportes,0
Heitor Freitas,180012648335732,+55 11 5944-2115,1
