Coluna A,Coluna B,Coluna C,Classe
João Gabriel Moura,3582188599497891,0300 257 4903,1
Mirella Alves,377283595271641,(041) 6263-7482,1
Srta. Nicole da Cunha,3554713197348016,(021) 5204-7881,1
Sr. Lorenzo Silva,4251045002667437,(031) 1290-7312,1
Nicole Castro,4429412330810,(084) 9372 4912,1
Francisco Farias,3564650716027804,71 8259 3891,1
Lívia Dias,060408218786,0900-128-0256,1
Sr. Luiz Fernando Caldeira,4751536440940670,+55 84 6931 1127,1
Stella Pires,371550784149119,51 4654 8165,1
Noah Oliveira,4980475720394906513,(084) 4459 9510,1
Julia Ferreira,4421828985642,84 5623-0462,1
Sophie Cunha,6011990441213929,71 3660-8808,1
Rodrigo da Cruz,3557050802120721,+55 (031) 8120-5546,1
Dr. Joaquim Moraes,346386277092116,61 8150-8869,1
Sra. Mariane Rezende,349676021508277,+55 31 2726 8067,1
Dr. Luiz Felipe Moraes,4472412436632776345,+55 81 8197 2346,1
Calebe Araújo,6011406072281218,+55 (021) 1911-3017,1
Lara das Neves,3508533268471233,(051) 6285 3376,1
Gabriel da Cruz,213104209653511,+55 41 1115 7586,1
Otávio Santos,4302486861814,41 3489-9800,1
Leonardo Porto,4588064472582,+55 71 0402 9236,1
Ana Laura Barros,560206131594,81 4578 8686,1
Maria Luiza Castro,3572511524122122,+55 (021) 2068-2593,1
Davi Luiz Moraes,4910823449166,+55 (071) 9904-3132,1
Theo da Luz,3548196963883458,21 9069-0882,1
Luiz Miguel da Paz,4592105883104136200,(081) 3178-2895,1
Maria Gomes,349040738724414,0900 758 5281,1
Thales da Mota,3561507150687340,+55 (011) 8441 1326,1
Francisco Costela,3587131388234708,(041) 5389 8573,1
Gabriela Carvalho,3521945049898935,(021) 3997 1695,1
Sarah Moraes,180006987949285,21 2579 9784,1
Bruno Nunes,2717129264523819,+55 41 0166 2883,1
Sra. Daniela Pinto,6011208370916176,(021) 1052 7522,1
Calebe Nascimento,6011457037929896,(081) 4591-8023,1
Otávio Santos,4380584315865092,81 8383-0629,1
Maria Julia Araújo,36814327085272,0300 021 8715,1
Pedro Henrique Ramos,345697337497439,41 5108 1939,1
Fernanda Silveira,3537473199427118,+55 (084) 5889-8117,1
Cauê da Conceição,30443496970563,+55 (021) 7401-9020,1
Lívia Barbosa,213105482829967,(084) 5333-9022,1
Sr. Davi Luiz Farias,6011834666410341,+55 (011) 8154-4978,1
Breno Ferreira,6561900420090978,+55 (031) 4220-0849,1
Eloah Cardoso,30447972032954,(041) 3318-4931,1
João Miguel Lopes,3534079386243011,+55 61 4165 3098,1
Laís Porto,3557781064295385,+55 (041) 6007 8117,1
Sra. Lavínia Viana,343201241013697,+55 (061) 2875 2288,1
Srta. Beatriz Duarte,6597500805392995,31 9032-0402,1
Felipe Lima,4433316015748727597,11 0365-4440,1
Alexia da Mata,4748060281209695,84 8887 7299,1
Thiago Martins,3513898050610048,(031) 2587 5252,1
Diogo Cardoso,4226297711459018,(031) 4953-0225,1
Luiz Miguel Araújo,3523689072295530,31 5479-8521,1
João Vitor da Luz,2677136030938484,(084) 3986-3411,1
Dra. Ana Carolina Dias,4005386953686,+55 71 7666-7277,1
Nicolas Lopes,676106526541,31 5002 1054,1
Maria Duarte,3534002846801319,61 9878 1908,1
Henrique da Rosa,4827896952373,+55 (081) 1676-8915,1
Vitor Hugo Pereira,2263347524937730,0500 889 1624,1
Marina Carvalho,4461371796200235,+55 41 8136 9588,1
Maria Eduarda Teixeira,379781855457170,61 0821-3320,1
Cauã da Mota,213194304337862,11 1284-9326,1
Kevin Monteiro,4764884689659675,+55 71 6466 0314,1
Isabel Ribeiro,3591607224711144,0800-454-1854,1
Emilly Gomes,213104827016117,+55 (011) 3515-2917,1
Isis Costela,3558965868956149,+55 31 5686-0071,1
Joaquim das Neves,180000038579746,0500-940-5549,1
João Lucas da Rosa,6011953124882949,81 4880-4498,1
Noah Oliveira,213177013964423,0500 585 0261,1
Bruno Araújo,4845085886848,51 8702 5782,1
Yuri Rodrigues,503837766859,(084) 5262 3704,1
Dr. Bryan da Mata,4940528924565455,0800-243-9121,1
Dra. Maria Julia Sales,36692232183535,+55 (084) 4953-1878,1
Maria Luiza Moura,4821228860514484,+55 (041) 5051-2995,1
Eduarda Costela,6539246800601979,+55 (051) 9619-4176,1
Luiz Otávio Campos,675964021751,84 8339-8528,1
Cauê Viana,213124127820588,+55 (081) 6252-0039,1
Daniel Martins,36325618587025,(031) 0791-2971,1
Olivia da Rosa,4638538144740968201,31 0444-8594,1
Davi Lucca Correia,378537819914396,41 4433-4353,1
Luiza Duarte,675935614254,(011) 1065 0513,1
Alexandre Viana,30109146890853,21 2279-1804,1
Noah Dias,180037282857477,(071) 3482-5711,1
Yago Freitas,4068479629118149,41 8606 1214,1
Dr. Luiz Gustavo Costela,4520566086338681842,0300 215 3446,1
Nina Moura,4599484999727162,+55 (011) 3322-3558,1
Gabrielly Novaes,180084692170133,(051) 4360-0343,1
Srta. Fernanda Campos,213109684156831,0800 789 3383,1
Sofia Martins,639091813126,71 3658 5931,1
Srta. Sofia Pires,2480087410125183,41 3098 7106,1
Pedro Henrique Lima,4583660187900731,+55 (084) 2513 8391,1
Vitor Hugo Barros,4091208662515,+55 81 3533-3548,1
Nicole Ribeiro,2381353213866088,71 8335 9559,1
Ian Novaes,4115307258626,+55 (084) 8700-1095,1
Stephany da Luz,4785348784606,0500 886 6181,1
Gabriel Fogaça,370919044279357,(041) 3873 9210,1
Benício Monteiro,180052161992550,+55 (084) 0722-0374,1
Luiz Henrique Teixeira,4000966979535132875,71 1885 9497,1
Sabrina Porto,3549987609884838,+55 (041) 3515 3012,1
Srta. Isabel Carvalho,213147502232830,+55 (011) 3047-9475,1
Vitória Almeida,639025478459,+55 (081) 6648 1828,1
Pedro Henrique Ferreira,4206807286861580,0900-650-2513,1
Lorenzo Martins,341071614412327,+55 (061) 6898-1404,1
Bryan Ferreira,3503152353429918,(031) 6163 9902,1
Ana Luiza Costa,565777068109,(084) 8547-0928,1
Sofia Alves,4756027991909657,(081) 6779 9211,1
Heloísa Cardoso,3555839229231893,(011) 7589 4847,1
Gabriel da Paz,4039089704432178,+55 (031) 2601 3773,1
Benjamin Silva,213190725828687,71 0032-3252,1
Nicole Almeida,30118862311473,(071) 9941 3109,1
Vitória Alves,3565145599125394,84 6763-9441,1
Sra. Laís Monteiro,4700799391991,+55 61 9444 3550,1
Samuel Barros,6011040287794895,+55 31 1983 7256,1
Vinicius Monteiro,6563072571080220,0900-195-3269,1
Isabel da Rocha,5263336421562348,71 4407 8857,1
Lucas Sales,4154729378880959,(041) 8025 6849,1
Vitor Gabriel Souza,6011841759973978,(081) 1600-3082,1
Dr. Daniel Rezende,4473368698341,+55 41 2280-5803,1
João Pedro Peixoto,3580573655020558,+55 (061) 9680 9670,1
Dra. Sophie Costa,676114229229,+55 21 9805 1260,1
Valentina Porto,4170317216059638,81 2662-8230,1
Sra. Maria Clara Barros,6011018461000933,+55 (061) 5416 3136,1
Marina Farias,4588232558080,+55 11 1492 0150,1
Isadora da Rosa,213102142182937,(041) 3300 1277,1
Ana Sophia Ribeiro,4726036633489702,+55 (051) 9614 3734,1
João Gabriel Carvalho,213126102244858,+55 61 9926 7675,1
Sr. Leandro Araújo,38939405946778,(041) 0007 4750,1
Srta. Marina da Rocha,6011438170959049,+55 (071) 3447 4504,1
Thiago Barbosa,4365221629853,+55 (021) 8828-2035,1
Marcelo da Paz,4199243818586504,0900 895 0854,1
Ian Martins,377413488416413,61 9051-5745,1
Dra. Bianca Jesus,630423257165,+55 (071) 9090-5125,1
Dr. Renan Campos,060437690732,+55 31 1655-8689,1
Enzo Gabriel Duarte,180063673512109,(081) 3194-9992,1
Renan Lima,343111691767835,31 9697-1157,1
Agatha da Rocha,3510345303957191,+55 81 5538 6574,1
Giovanna Cardoso,4220130999808,11 8812-3470,1
Rodrigo Porto,4868488508603,84 6595-5088,1
Sra. Marina Alves,6529107332852484,+55 81 4497 2212,1
Matheus Barbosa,4717613451926,+55 31 0815 5704,1
Beatriz Teixeira,4963551533922350341,+55 31 9400-9260,1
Maria Sophia Fernandes,6535185035642628,+55 (041) 9590-9650,1
Caio Cardoso,4247795239158587,+55 84 2480-1654,1
Nina Martins,4374549838857,+55 61 7907-3653,1
Thomas Gonçalves,4996370680535,(084) 3530-0207,1
Bianca Azevedo,342399633005940,84 3881 6263,1
Gustavo Henrique da Luz,3559655506078179,41 2417 2006,1
Nicolas da Cunha,4092462370446521,31 5334 0593,1
Ana Clara Castro,379541824988121,+55 (071) 5925 8892,1
Clarice Farias,676317678727,(061) 6028-7304,1
Marcos Vinicius Caldeira,30238091771659,71 6288-8512,1
Maria Julia Pires,6011167956204920,0900 686 3416,1
Srta. Emilly Costela,4782049320123043956,+55 (081) 9494 1518,1
Bruno Gonçalves,3574340774868947,(021) 5612 5684,1
Isabel da Luz,180042606784761,+55 (061) 6293 3661,1
Dra. Helena Melo,378460604344341,0900-252-7476,1
Luana Dias,4617831709669,+55 (081) 0174-7055,1
Henrique Nunes,3560256155203650,81 7498-9605,1
Benjamin Costa,4094101206850583,+55 (071) 0585-6961,1
Diego da Luz,6594373174029207,+55 (084) 8378 3657,1
Enzo Cardoso,3532651806729944,+55 71 3419-9733,1
Beatriz Cardoso,4844969529624130,51 7366 2473,1
Luiza Dias,4870491000917,(061) 3571 3732,1
Sra. Rafaela da Mota,180062376250520,+55 51 1925 5234,1
João Pedro Gomes,213136775638591,41 6123 7180,1
Carlos Eduardo Viana,30571136272931,+55 (031) 3795-1844,1
Leonardo Nunes,30088990896382,84 2820 0062,1
Srta. Evelyn Nunes,4914775713663064,0800-394-7805,1
Benício Lima,577646654886,61 4768 4206,1
Ana Beatriz Rodrigues,4615280838696625487,(081) 2758-0849,1
Gabriela da Luz,3573441611627933,0500 872 7292,1
Manuela Farias,4625704259318256212,0800 809 3669,1
Diego Dias,4505289508386420648,+55 71 9047 5922,1
Lara Mendes,4181240363635264,(031) 2012-7825,1
Sra. Maitê Viana,180079789813199,+55 41 5505-0573,1
Srta. Mirella da Mota,4310439709884271,(081) 9336 0521,1
Bianca Pereira,589103947380,0900-051-4434,1
Ana Sophia Almeida,2253431887641840,21 3893-8330,1
João Vitor Castro,4048098195863741,84 0212 0735,1
Pietra Lopes,676376346562,0300 468 5519,1
Srta. Eduarda Correia,4397432905942908,84 3071-5998,1
Thiago Gonçalves,213176771688133,+55 11 9826-3697,1
Lucas Gabriel da Mota,6011060717076911,71 3328 2409,1
Gustavo Henrique da Cunha,2720193658298193,+55 (061) 3561 6977,1
Bárbara Monteiro,4900721985726,41 1560 5621,1
Nathan Farias,639031544807,+55 (031) 0346-8096,1
Mariane Porto,180049450937320,(061) 7280-1145,1
Dra. Giovanna Pinto,4059050248123538,+55 (021) 4202-6071,1
Maysa Teixeira,3584000373393105,+55 81 7001 4801,1
Erick Lopes,213184721717838,51 6772 7067,1
Dr. Vitor da Rosa,4593272199548611,21 7524-9975,1
Murilo Pereira,180000176942235,+55 61 3979 4155,1
Ana Vitória Costa,4902837515874978,31 4656-5485,1
Eduardo Nogueira,2333639378658438,+55 81 6852-5594,1
Eduardo Aragão,180015601295132,(084) 2987 7136,1
Sr. Yago Pinto,3595945283392885,(084) 1044 6069,1
Maitê Teixeira,4564546191798418769,51 2735 5563,1
Milena Cardoso,5348131382512138,+55 (071) 8999 5636,1
Emilly Costa,3532971371738991,11 8657-3297,1
Ana Clara Lopes,4420364883370631,61 3380 5862,1
Danilo da Luz,2473858511244779,41 3240-5928,1
Ana Carolina da Rosa,2268106332342136,+55 (071) 8600-1900,1
Vinicius Silva,3578567629533401,+55 (041) 4713-8798,1
João Pedro Alves,30202048097907,+55 51 9071 3906,1
Diego Cavalcanti,3568063100033485,+55 51 3586 2375,1
Sophie da Mota,374408304996492,+55 41 0642 2036,1
Samuel Gonçalves,2255678922430476,21 1283 0325,1
Mariane Peixoto,36772360286290,+55 21 9399-9560,1
Giovanna Ribeiro,4355541252258013,+55 (031) 3600-2116,1
Brenda Vieira,4843530619351,0800 616 1572,1
Sr. Benício Cunha,4268345117781,(011) 2679-5620,1
Luana Rodrigues,4482755796216092128,+55 11 0567-5542,1
Juan da Cruz,36443938142866,+55 41 5712-8265,1
Lara Peixoto,38988917848923,61 9174-4454,1
Luiz Felipe Teixeira,3516071440183095,0500-021-5392,1
Raul Moura,4635064791481048,0800-122-4807,1
João Vitor Cavalcanti,6524362938827241,0900-346-4561,1
Emanuella da Rosa,6590272138985203,+55 81 1250 1010,1
Erick Costela,3504232128892852,0500 715 8556,1
Fernando Porto,2706262894894533,21 9275-8491,1
Yuri Monteiro,4464779124701806,84 2765-4884,1
João Miguel Melo,4155709656640191,+55 (084) 7155-0023,1
André Gonçalves,3512217196783976,+55 (041) 5786-9065,1
Samuel Silveira,38955762717255,(061) 0110-7806,1
Dr. Cauã da Costa,3566046875949862,41 1743-1930,1
Cecília Ferreira,3550506711535215,(041) 0843 6233,1
Maitê da Rosa,345621581607584,84 8940 8916,1
Lucas Gabriel Ramos,340942741401469,61 5125 3830,1
Pietra Correia,3547851865318646,+55 (021) 3660 2318,1
Alícia Monteiro,6011880628965518,+55 (021) 5441 7252,1
João Felipe Cardoso,3554575733024264,+55 (084) 9576 9843,1
Henrique Melo,4844196296302,51 4990 7301,1
Diego Souza,4124868275327529,+55 (081) 7571 4935,1
Olivia da Cruz,4912677878932015,31 4815-3774,1
Olivia Peixoto,4387657675317,+55 (021) 3758-0300,1
Bianca da Paz,180036986440507,0900-559-9491,1
Vicente Silveira,3548944116096332,+55 71 9044 4966,1
Agatha da Cruz,502019265235,(041) 5169-6512,1
Nathan Sales,2712357323833441,(084) 3795-2684,1
Calebe Nunes,4932304982305790,81 5992 8681,1
Henrique Moreira,3511629277871986,(081) 1352 9328,1
Otávio da Luz,6011393304979670,(084) 9176 7127,1
Srta. Ana Beatriz Monteiro,2226890679718732,41 1446-3966,1
Ana Lívia Cardoso,375865673501733,+55 (081) 7077-2467,1
Ana Júlia Peixoto,4329537824818683,+55 31 5566 2218,1
Julia Costa,346184457524051,31 1341-4787,1
Joana Martins,30444068223282,+55 (081) 3860-7571,1
Benjamin da Rocha,4128219595361218,84 8560 1777,1
Ana Carolina da Rosa,3584552379696626,11 4849 6419,1
Alícia Fogaça,5432764579265040,51 6455 3035,1
Gabriela da Conceição,4750953148498862,+55 11 5412 4771,1
Ana Clara Farias,372721040567266,51 6434 7640,1
Leonardo Correia,4628656301012293,21 6008-3637,1
Sra. Sarah Barros,30342053964011,11 1968-3173,1
Stella Lima,4188222969797923,+55 (081) 0001 0542,1
Pedro Fernandes,6519243403899641,+55 (051) 4667 8013,1
Francisco Vieira,3588528057336582,+55 (041) 7633 5152,1
Maria Luiza Nascimento,213144353969529,+55 (081) 1174-3711,1
Felipe Gomes,4980918525739412,81 7865 2024,1
Dr. Ryan Nogueira,4665651772786206,+55 84 0904 5797,1
Juan Oliveira,676341821624,+55 41 5521-2249,1
Pedro Henrique da Cruz,3550203633816218,0300 458 3141,1
Natália Rocha,340988064611135,(041) 0662 3996,1
Sophie Rezende,4173746881260724045,+55 (081) 2411-7280,1
Esther Novaes,180035306459601,(071) 1704 7670,1
Pietra Ribeiro,3521458430550891,+55 21 8402-9814,1
Igor Gonçalves,30082597614272,+55 (011) 3740 8970,1
Mariana Monteiro,213147532882364,+55 81 7502 4607,1
João Felipe Santos,4476048540353,+55 21 8303 4702,1
Laís Campos,676338687533,+55 (071) 9574 0193,1
Maria Fernanda Melo,213150619903954,(051) 9134 7507,1
Gustavo Vieira,30341123083083,+55 31 3873 1480,1
Alexia da Luz,6011379873373049,+55 41 4954-8076,1
Ana Beatriz Azevedo,3572924307199854,+55 81 7272 9247,1
Raquel Aragão,3523275983142399,+55 (041) 2484 4435,1
Dr. Vitor da Paz,4755143912990113,+55 51 9280 2967,1
Letícia da Costa,376721646445863,+55 (061) 4071-0950,1
Sra. Julia Caldeira,345118799543172,+55 21 9894-0306,1
Gustavo Castro,4588457802651780360,0900 849 5729,1
Daniel Farias,342299757133645,81 8903 9096,1
Alexia Campos,4592309165318073,0500 298 8836,1
Júlia Carvalho,4377743753202,0900-125-0199,1
Antônio Correia,6577734742047735,+55 11 2035 7882,1
Pietra Porto,3568799609307553,41 4840 9484,1
Luiz Fernando Costela,4618330151611875,+55 71 7778-4945,1
Valentina da Rocha,569959052774,+55 (061) 1187-8524,1
Lorena Gomes,180003705291199,(084) 5889 8016,1
Dra. Bianca Moraes,4888881365118472,+55 51 5914 0851,1
Sra. Sarah Souza,2628776575717429,84 5049 4802,1
Carlos Eduardo da Paz,347419503911814,+55 31 8212 0543,1
Isabelly Freitas,3505551902371794,+55 51 8789 1963,1
Augusto Nogueira,4623577626299,+55 (011) 3471-0825,1
Joana Castro,4803493697839358926,(021) 8405 8748,1
Srta. Nina Farias,4745048180401719752,(051) 4280-7683,1
Maria Fernanda da Mota,4986504436474533885,0300-442-7202,1
Fernando Duarte,213156222649165,(071) 5284 8104,1
Brenda Farias,3503769236592230,+55 (061) 6738-4897,1
Raquel Novaes,4428495587112900474,+55 51 8940 6891,1
Dra. Joana Farias,4430200651441,0900-610-7619,1
Alícia Barbosa,4946595937941445136,+55 (081) 5897 1734,1
Dra. Eloah Costela,213115104373419,+55 (061) 0283 1293,1
Srta. Clara Lima,36013225188094,81 5270-6122,1
Enrico Souza,30001018118465,(011) 9042-6321,1
Miguel Vieira,6011014530998645,+55 71 9940 8424,1
Ana Clara Nogueira,4694338632672823035,+55 (084) 4451-1652,1
Clarice Cardoso,2395690484835951,41 6339-8390,1
Juliana da Conceição,213178738686556,(011) 4475-1111,1
Luiz Fernando Barbosa,4578927039377674,(084) 8284 6897,1
Fernando Moraes,4012981969943,84 3994 2537,1
Dr. Breno Fogaça,6537066789281326,84 2009 4943,1
Amanda Costa,3589457605457238,61 3751-7771,1
Maria Luiza Moreira,3556571095669133,(041) 0543 8060,1
Dr. Fernando Lopes,30141851780466,61 8150-7069,1
Vitória Porto,180099393948439,+55 71 9949-7314,1
Isadora Porto,3585655916642695,+55 (011) 3018 2776,1
Paulo Souza,36739287596614,+55 (051) 8097 2344,1
Dr. Matheus da Mata,38312567236851,+55 51 5390 9342,1
Dr. Lucca Sales,3508172030466039,+55 71 0509 6001,1
Luiz Miguel Santos,676393721144,+55 (041) 1552 6961,1
Clara Castro,180040253067316,(051) 0056-4130,1
Srta. Alice Castro,3591273795383985,(084) 2556-1954,1
João Pedro Oliveira,213133334954924,+55 (081) 4063-4344,1
João Peixoto,4854486966724841,+55 51 1251 4750,1
Maria Cecília Carvalho,6011399163103609,0500 745 0389,1
Augusto Moraes,213178573402051,+55 (084) 0277-5993,1
Ryan Cardoso,4898117889933072,+55 71 2776 8673,1
Emanuella Barbosa,4268064837460,71 2107 9591,1
Dra. Alexia Monteiro,6011176164218242,(041) 7241-6724,1
Davi Lucas Duarte,3518547027822864,+55 11 8208 0368,1
Sabrina Teixeira,30052527955616,(031) 4492 6965,1
Ana Lívia da Conceição,4388287966658896221,+55 (071) 8603-0493,1
Nina Dias,4181860750202418,0500 554 7539,1
Isis Peixoto,213109010499384,(031) 0112 9606,1
Diego Araújo,6520085728901215,0500 918 3759,1
Maria Alice Barbosa,5428440513665175,+55 (011) 2700 7278,1
João Miguel Campos,4427864480011630,+55 51 4388 8569,1
Cecília Nogueira,4938235309683928039,+55 (011) 3854 8530,1
Sr. Thiago da Paz,4424030281845310,+55 (084) 0125 7359,1
Felipe Novaes,4655163439644614,(021) 7518 2897,1
Lara Aragão,3541010700824120,0800-845-1304,1
Maria Cecília Fernandes,4775467478895135,0500-940-6931,1
Dr. Paulo Oliveira,4377326899423921,0500-227-2934,1
Thales Nogueira,3527645750475659,+55 84 5589 1759,1
Davi Luiz Rocha,4414421865489579,21 8339-1324,1
Lorenzo das Neves,180038504714702,(081) 0882 3025,1
Catarina da Paz,3582721925631328,+55 (021) 8146 9669,1
Caio da Mata,675903361417,+55 81 3275-2958,1
Srta. Caroline Novaes,6577438127791673,+55 (084) 5865 5273,1
Gustavo Henrique Barros,4958117456127816,+55 51 7868 2392,1
Isis Rezende,5239473749621414,+55 71 9573 8214,1
Stephany Teixeira,2360542376850617,(031) 4866 9608,1
Marcos Vinicius Teixeira,36399401830116,41 3067-7685,1
Emanuella Ramos,3518708695456787,+55 (041) 1113-9438,1
Thales Gomes,4782255743553048,+55 (011) 6920-9159,1
Luiz Gustavo Vieira,6011877544030369,+55 84 1145-9385,1
Nathan da Rocha,371323447506426,0500-426-1942,1
Olivia Monteiro,3569654573194884,(031) 3936 0180,1
João Vitor Fogaça,6011053614099011,+55 (051) 0343 9136,1
Kaique Gonçalves,342368645965615,+55 (061) 1753-2811,1
Dra. Agatha Costela,3549067277867546,71 3534-5777,1
Vitor Gabriel Azevedo,3511033016317601,+55 (081) 4691 6525,1
Sr. João Guilherme da Paz,4067169831887451268,+55 71 0443 7691,1
Lavínia Cavalcanti,4589259232294,84 4282 1710,1
Maria Clara Duarte,4912809321440581,0800 807 2291,1
Valentina Peixoto,4590185442221820969,+55 81 5523-4606,1
Camila Cardoso,4461444464710188618,+55 (021) 9236 4180,1
Emanuel Rezende,2410712841196728,+55 (051) 3620 5460,1
Nina Campos,4392378590460505,+55 (084) 1705-8403,1
Miguel Monteiro,3518404916100954,(081) 9297 2291,1
Dr. Marcos Vinicius Dias,561068872069,(021) 4709 2634,1
João Sales,3584339959324021,71 3267-7930,1
Carlos Eduardo Rocha,060470271937,+55 31 6259 8177,1
Lucas Gabriel Jesus,180047153844256,+55 (031) 7444-3222,1
Lucas Peixoto,5244385700525876,+55 (071) 5363-2361,1
Isabel Pinto,30106635196123,(041) 3851-6070,1
Levi Lima,3520697901813913,+55 81 7849 9013,1
Thiago Vieira,213154961857768,31 9288-9298,1
Luiza das Neves,4262210461671,0800-621-5311,1
Maria Clara Fernandes,4600870157185549,(084) 6176 0285,1
Carlos Eduardo Cunha,4445581907350953556,+55 (041) 8105 5962,1
Dr. Theo Costela,6586894788838196,51 1463 5597,1
Ana Clara Pires,370058667924708,21 8953 9978,1
Francisco Campos,060425259425,84 7439 6463,1
Srta. Larissa Fogaça,6011669545504603,(031) 9744-0762,1
Eduarda Lima,4342887698639,(071) 1951-6060,1
Juliana Ferreira,3556981008198197,21 5847 1513,1
Dra. Esther Silva,588890474947,21 7263-1480,1
Sra. Gabrielly Nunes,373201892630065,+55 51 5030 3913,1
Sr. Davi da Luz,213127671485815,0800-888-4286,1
Esther Nogueira,372383146461819,+55 (031) 1697 8580,1
Olivia da Cruz,575039488300,0500-637-4551,1
Sra. Sophia Alves,3597162989505061,0300-789-3599,1
Pietro Gomes,4712393670858570,71 2761-0751,1
Luana Porto,4195762790488805,(051) 9238 8105,1
Nina Alves,3567317952430095,+55 81 8976 6749,1
Manuela Cunha,4692649208914571,21 9953-9683,1
Milena Rezende,3577363893260652,+55 (011) 2375-8953,1
Dra. Eduarda Monteiro,180049753542967,+55 (021) 0264-9591,1
Lucas Azevedo,4797593743165821534,81 7941-6050,1
Marina Fogaça,30231947477589,(011) 2358-1359,1
Kamilly Nogueira,4094193237348901,+55 51 6830 6263,1
Bruna da Rocha,30152543307048,+55 (071) 9982 3732,1
Juan Fogaça,4611219539230420196,(041) 3534-8883,1
Evelyn da Mata,6011573139659346,+55 (084) 9870-3192,1
Maria Cecília Barbosa,30330436467257,(051) 5134 3352,1
Pedro da Costa,213147440008110,51 9498 9711,1
Luiz Fernando Azevedo,4581330021282145038,0300 174 3102,1
Breno Rodrigues,6011601130846859,+55 61 9792 3852,1
Murilo Farias,180073993341295,+55 31 4805-8383,1
Sr. Miguel da Cunha,4831564717486361,41 6123 2902,1
Sr. Pedro Lucas Caldeira,3566927435156389,61 8627-2012,1
Pedro Teixeira,3579094926807684,(061) 5290-3249,1
Dra. Alícia Barros,4454607899536,+55 (011) 1690 5727,1
Luiz Otávio Rezende,4786344054332222985,+55 41 9446-9547,1
Enzo Gabriel Barros,6011246012002450,(051) 9183 7485,1
Nicolas da Paz,6011436087759866,(071) 3992-8079,1
Danilo Jesus,30298607085424,0800-510-9052,1
Dr. Kevin Aragão,3550872846743946,+55 81 1657 2340,1
Beatriz Cardoso,676234058771,84 0309-7486,1
Yago Castro,3526257829420442,31 2907 1697,1
Ana Júlia Rocha,5537533260534384,+55 (061) 5446-6138,1
Dr. Luiz Fernando Lima,4121046454619633501,+55 (031) 0380-7339,1
Sophie Correia,2641875270606060,+55 41 7308 6473,1
Sophia Moraes,4792734118991189,+55 41 0338 0612,1
Noah Araújo,3575662115208627,(084) 6777-8369,1
Srta. Maria Rocha,4256179884239273,(021) 1519 7682,1
Sofia Novaes,4282025873114961718,(084) 7190 7157,1
Lavínia Almeida,569907680528,71 8223-5536,1
Dr. Vitor Gabriel Monteiro,4747361278858,+55 (021) 0207 1686,1
Dr. Gustavo Henrique Rocha,30164589498011,0800 381 8748,1
Alana Nascimento,30404785439132,(041) 1361-8218,1
Calebe da Paz,4267759203616,+55 (061) 4622-9003,1
Helena Ribeiro,4879768653217,(061) 0501-9861,1
Dra. Ana Carolina Castro,4326641955984315,71 8305 3087,1
Bianca Araújo,576443728232,84 5476 7720,1
Sr. Nicolas da Conceição,3503244558711362,+55 (061) 9080-6972,1
Benjamin Pires,5151101035001264,(031) 8659 2913,1
Matheus Dias,346345514144692,+55 21 5845 4622,1
Luigi Viana,6011517799122665,+55 (041) 6404 9676,1
Ana Beatriz Correia,630444314847,(051) 5791-8004,1
Dra. Alice Nogueira,379020541099777,+55 41 9983 2020,1
Stella da Rosa,345348520336766,0300-645-0913,1
Pedro Miguel Barros,4474682533446,(081) 3916 7820,1
Alice Ribeiro,2236371669514751,(031) 4522-8596,1
Laís Cavalcanti,2229510647435683,(041) 3316-2980,1
Sr. Lucca da Cruz,213178451227398,+55 (031) 1400 6458,1
Mariane Pinto,3555277314343895,+55 11 6944 8319,1
Ana Clara Cardoso,4315231499657725803,11 2909-0457,1
Renan Ramos,180069603384865,0800-668-8200,1
Gustavo da Rosa,503824268067,+55 71 4105-3781,1
Arthur Duarte,4407183241224805673,31 8720-1608,1
Thales Alves,6011649220391328,84 9492-3629,1
Luna Alves,6011632306068689,0900-631-0070,1
Sr. Vitor Silveira,6011472818680071,(071) 6598-9892,1
Isaac Cardoso,3518483994881099,41 9780-5912,1
Srta. Ana Carolina Araújo,180005107050818,+55 51 4952 3528,1
Isabelly Oliveira,573041748795,(071) 6122-4924,1
Felipe Alves,565223079544,+55 21 6476 4302,1
Emilly Cunha,2720504626783316,61 3093-1220,1
Levi Ramos,30011190352220,+55 11 1486-2599,1
Maria Vitória Carvalho,4264184750009800,31 0055-2062,1
Elisa da Luz,30383699514182,41 9738 1704,1
Srta. Maria Sophia Ribeiro,4432344159695411058,(061) 6841-1024,1
Rafael Souza,5599014671524798,+55 41 0110-8102,1
Srta. Bruna Duarte,2285150681576794,51 2547 9767,1
Sra. Beatriz Rocha,4215891951501,+55 84 0164 9287,1
Sra. Sophie Correia,3536975064974983,+55 41 4916 3154,1
Sra. Agatha da Luz,4946999704293149076,81 0254 6474,1
Isabelly Cardoso,4906046247089139,(041) 4781 1366,1
Joana Silva,4266690789287,0800 950 2370,1
Emilly da Rosa,3506775425160868,(011) 8422 2067,1
Marina da Mata,6011331209058398,(021) 2128 2079,1
Fernanda Santos,589731540060,+55 (061) 8090-4582,1
Diego Peixoto,4213075683768148114,+55 (021) 3420 4972,1
Pedro Lucas Peixoto,3566031767301323,84 2929-7869,1
Miguel Monteiro,4015979580722522051,21 3233-5791,1
Sr. Vinicius Cardoso,4375165507353064493,+55 84 4887 4775,1
Luiz Otávio Gomes,30439058965710,84 3225 3414,1
