Coluna A,Coluna B,Coluna C,Classe
Luana Gonçalves,3588820956201912,(061) 1813-8358,1
Pedro Henrique da Paz,4981726868152575,+55 (071) 6687-5105,1
Srta. Emanuelly Costela,Android 8.0.0,Ginasta rítmica,0
Vitor Hugo da Costa,213141288378131,+55 71 5603 2696,1
Guilherme Lima,Android 2.3.2,Tecnólogo em geoprocessamento,0
Anthony Pinto,4745322480649417,(041) 2935-4663,1
Ana Lívia Moreira,639069140510,71 7493-1076,1
Manuela Viana,4628266734359202,81 1405 7868,1
Ana Sophia Azevedo,502011476517,41 1676-2846,1
Sr. Calebe Azevedo,6011684822463084,11 5780-8350,1
João Miguel Gomes,Android 4.4,Cientista de alimentos,0
Lívia Jesus,Android 1.5,Pastilheiro,0
Henrique Araújo,3518610251515446,(071) 4421-1112,1
Isis Alves,Android 5.0.2,Baterista,0
Guilherme Cavalcanti,Android 7.0,Telefonista,0
Rebeca Pinto,Android 6.0,Assistente de câmera,0
Júlia Ramos,Android 8.0.0,Afiador de ferramentas,0
Alícia Fogaça,Android 7.1.2,Tecnólogo em processos químicos,0
Alana da Paz,577634649278,+55 (081) 4528-6209,1
Breno Pires,Android 6.0,Taxista,0
Pedro Lucas da Rocha,Android 4.0.1,Escriturário,0
Dra. Isadora das Neves,3533833786465355,(031) 8275 1259,1
Sophia da Mota,Android 4.0.2,Pediatra,0
Ana Beatriz Novaes,Android 3.0,Sapateiro,0
Maria Clara Cardoso,4893963356787870,+55 61 2537 0219,1
Nina Silveira,3535991605736394,(084) 4935 1378,1
Enrico Martins,6527557419110358,0300-530-4040,1
Pietra Nogueira,Android 3.2.6,Radiologista,0
Sr. Pedro Lucas Pereira,4197666139527730098,(061) 1231 0104,1
Raquel Caldeira,Android 4.0.4,Babysitter,0
Sr. Fernando Moreira,Android 4.4.2,Borracheiro,0
Gabrielly Barbosa,213102198553221,0300 306 2449,1
Elisa Alves,Android 4.4.1,Cineasta,0
Julia Rezende,180047698426924,51 3943 8370,1
Ana Clara Carvalho,Android 3.2.1,Cozinheira,0
Esther Costa,6011108984192968,+55 (021) 8555 9741,1
Sr. Gabriel Vieira,Android 2.3.1,Musicoterapeuta,0
Pedro da Rosa,4414856979477160,0500 513 3972,1
Carlos Eduardo da Costa,376051910935146,21 3097 4319,1
Theo Peixoto,Android 3.2.6,Projetista mecânico,0
Dra. Isis Cardoso,Android 4.2,Policial civil,0
Calebe Barros,Android 4.4.2,Síndico,0
Raquel Fernandes,4710407040815680,0500 286 2219,1
Luiz Gustavo Freitas,Android 4.0,Bailarina,0
Davi Lucca da Mata,4463810913334672359,81 6920 6259,1
Daniela Duarte,376233139359122,(041) 0290-8095,1
Ana Sophia Lopes,340266440242705,0900 033 8039,1
Emanuelly Costela,Android 4.4.2,Mecanógrafo,0
Eloah Almeida,Android 4.2.1,Arrumadeira,0
Enzo Gabriel Cavalcanti,3531701455547757,(051) 3718 9299,1
Luiza Fogaça,30210678163295,+55 (011) 2684-8702,1
Gabriela Mendes,6533162262168751,+55 (071) 4829 8917,1
Srta. Ana Julia Farias,Android 4.4.4,Lanterneiro,0
Vitor da Mata,Android 6.0.1,Recepcionista,0
João Miguel Costa,Android 1.5,Motofrete,0
Emanuella da Mota,Android 4.3.1,Atleta de canoagem,0
Sabrina da Costa,Android 4.4,Tecnólogo em jogos digitais,0
Igor Cardoso,Android 4.1,Frentista,0
Davi Lucca Silveira,180097837601465,+55 (084) 2221 0282,1
Lívia da Cunha,Android 11,Cineasta,0
Dra. Carolina Azevedo,Android 2.3,Administrador de banco de dados DBA,0
Kevin Martins,Android 4.2.2,Empregado doméstico,0
Luigi Ribeiro,Android 4.2,Prensista,0
Thiago Rezende,3548737049824352,+55 51 5889 6122,1
Laura Rocha,370883284185510,0900-962-2185,1
Sra. Ana Julia Almeida,4300364900600213467,+55 (021) 9062 4706,1
Nicolas Gonçalves,Android 2.2.2,Ourives,0
Marina Nunes,Android 2.3.6,Engenheiro agrônomo,0
Fernanda Cardoso,2264815538492420,+55 71 0090-3655,1
Ana Vitória Pires,Android 10,Despachante,0
Bruna Melo,Android 3.2.5,Pediatra,0
Maria Julia Mendes,2270241490119947,(071) 1394-7477,1
Emanuel Oliveira,374186114715886,31 5948 7562,1
Brenda Almeida,Android 4.1.1,Violonista,0
Nina Castro,Android 4.4.4,Tecnólogo em silvicultura,0
Joaquim Peixoto,Android 8.0.0,Camelô,0
Maria Julia Almeida,Android 4.0.1,Enólogo,0
Camila da Cruz,3516162425728382,0300 411 8260,1
Giovanna Dias,213159097408006,0500 229 1216,1
Juliana Barbosa,503862076141,61 8668 2943,1
Vitor Gabriel Monteiro,Android 6.0,Paparazzo,0
Júlia Rodrigues,Android 1.0,Lutador de kung fu,0
Maria Alice Melo,Android 3.2.4,Diretor de cinema,0
Maria Sophia da Cunha,Android 2.3.1,Nefrologista,0
Cauê Rocha,4901666415305948929,(061) 0143 5131,1
Juan Rodrigues,Android 4.0.3,Artesão,0
Emilly Cardoso,2281570512258425,+55 61 8107 9284,1
Luiz Gustavo Barbosa,2278939520109679,61 9978-4158,1
Rafael Cunha,Android 3.2.1,Geriatra,0
Pedro Gonçalves,4722981350460,(021) 4838 6288,1
Gustavo da Cruz,30281121549943,+55 41 7332-0294,1
Leandro Barros,4668215009200,31 1078 8185,1
Ian Lima,3543716402207384,(084) 4720 7452,1
Vitória Ribeiro,Android 4.4.2,Regente,0
Gustavo Cardoso,Android 2.2.3,Pediatra,0
Yuri Oliveira,3561632709729334,(021) 9332-9490,1
Juan Oliveira,2595644627600978,+55 21 4631 6646,1
Rafaela Pereira,Android 4.3.1,Programador,0
Sr. Levi Araújo,Android 5.1.1,Serventuário,0
Luigi da Cruz,4411914781605768,21 8674-2960,1
Heitor das Neves,4914206616784128392,0300 718 9104,1
Maria Eduarda da Costa,Android 4.1.2,Profissional de manutenção industrial,0
Bruno da Mota,6011907297465080,(011) 0178 9304,1
Maria Sophia Gonçalves,Android 3.2.1,Historiador,0
Sra. Heloísa Cavalcanti,676179343519,0900-926-0660,1
Sra. Maria Vitória Monteiro,573137703290,+55 (061) 7815 0895,1
Dra. Valentina Vieira,180041739325690,+55 51 9543 4837,1
Paulo Nascimento,213160949001387,41 2204 9606,1
Sr. Ryan da Mota,Android 2.2.3,Balconista,0
Diogo Correia,4824489677673668,(011) 5324-8413,1
Dr. Luiz Otávio Melo,Android 2.3.1,Contra regra,0
Sophia Sales,180096851578542,+55 31 9666 5636,1
Diego da Rosa,Android 2.2.2,Bancário,0
Ana Júlia Oliveira,6011286393156830,+55 41 6406-1192,1
Diego Aragão,4496515110348000,(051) 5432 6501,1
Elisa Porto,Android 4.4.4,Assistente de direção,0
Ryan Jesus,Android 4.4,Designer de produto ou desenhista industrial,0
Luana Fernandes,Android 6.0,Geofísico,0
Srta. Yasmin Moraes,3547910613160096,(071) 4145-0337,1
Gabriel Campos,30261890484829,81 7980 9194,1
Fernanda da Conceição,Android 2.0.1,Guincheiro,0
Juan Campos,503834912738,+55 (021) 6469-4258,1
Cauã Azevedo,Android 3.2.1,Agrônomo,0
Benjamin Melo,Android 2.0,Dermatologista,0
Davi Luiz Teixeira,3519908495168884,+55 51 7279 1293,1
Pietro Rocha,Android 3.2.2,Líder comunitário,0
Diego Pereira,676149981323,+55 (081) 7716-4139,1
Juan Melo,Android 7.1.2,Cantor,0
Nicole da Rosa,4639578209913728,+55 41 8068 7588,1
Ana Vitória Melo,5590166273858039,+55 (061) 3744-8883,1
Valentina Carvalho,180065262378578,31 0262 9373,1
Yuri Azevedo,Android 4.0.4,Engenheiro de iluminação,0
Laura Castro,4183785435735466,71 4387-9408,1
Davi Lucas Azevedo,4088424511675653,(084) 1595-2314,1
Dr. Yago Nogueira,30138506953100,21 0785-4146,1
Noah Novaes,Android 5.0,Tecelão,0
Vicente Melo,2233980138387319,(084) 8066 9895,1
Antônio Fernandes,3547693294529561,+55 21 7524 5470,1
Paulo Aragão,Android 1.1,Infectologista,0
Kaique da Mota,Android 3.1,Segurança particular,0
Dra. Beatriz Nascimento,180028866311767,+55 (031) 7497-0841,1
Luiz Otávio Melo,Android 4.0.2,Ginasta artística,0
Ana Carolina Costela,Android 4.0.3,Terapeuta floral,0
Bruno Gomes,Android 4.0.1,Médico cirurgião,0
Stella Gonçalves,639068234033,+55 51 8265 7202,1
Brenda Gonçalves,Android 8.1.0,Escultor,0
Pedro Henrique Jesus,4302165570538,(041) 2040-8680,1
Bruna Rodrigues,213124853100387,(071) 1107-4217,1
Dr. Benjamin da Rosa,Android 5.0.1,Revendedor,0
Luiz Fernando Viana,2416931102706199,+55 21 2164-6459,1
João Guilherme da Conceição,6584833382790405,+55 (061) 0665 3946,1
Davi Luiz Cardoso,Android 3.2.1,Cientista,0
Heloísa Nogueira,Android 2.3.3,Sushiman,0
Ana Laura Duarte,2249036798456423,(071) 1119-5561,1
Dra. Isabella Ribeiro,Android 3.2.2,Saxofonista,0
Lavínia da Cunha,3509790884802162,+55 (051) 7360 1880,1
Pedro Sales,Android 2.1,Maquiador,0
Bernardo Alves,2720440592740768,+55 (071) 9488 3374,1
Maria Cecília Castro,213194731769455,+55 (061) 8091 5811,1
Alana Campos,Android 8.1.0,Médico,0
Dr. Bryan Lima,371475761062624,+55 84 1643-0252,1
Maitê da Costa,180052608491125,(011) 4610-4276,1
Luigi Duarte,38855138968683,+55 71 1298-0782,1
Srta. Letícia Costa,Android 2.3.3,Médico geneticista,0
Renan Lima,4149043838504547863,51 9545 9860,1
Isabelly Nascimento,4075185654088658,+55 41 2166-2570,1
Mariana Rezende,4915324237380436610,(084) 5578-8388,1
Emanuella Moreira,Android 4.3,Chefe de cozinha,0
Ana da Rocha,4479085728873899,(051) 8374 3812,1
Isadora da Cunha,Android 4.1.1,Engenheiro de manufatura,0
Leonardo Melo,Android 2.2.2,Faxineiro,0
Joaquim Santos,Android 2.0,Preparador de máquinas,0
Sr. Raul da Mata,Android 8.0.0,Notário,0
Srta. Manuela das Neves,30101427205836,0500 099 6530,1
Arthur da Rocha,180069323592284,+55 41 4935-8450,1
Catarina Correia,Android 2.3.3,Assistente de produção,0
Sra. Mirella Nascimento,4055050409636629,+55 51 5045 2466,1
Ana Laura Cunha,213179160449877,(081) 2605 0509,1
Luna Lima,4172251849915659618,+55 (031) 8806 5652,1
Yasmin Aragão,4429171047027,+55 81 2403 4327,1
Elisa Gonçalves,3504054340314576,+55 84 7604-8617,1
Evelyn Moura,Android 4.3,Polidor de produção,0
Sra. Brenda Novaes,2720206270996760,+55 51 1521 9383,1
Leandro Gonçalves,4087127937251,(084) 6409-9643,1
Emanuel Lima,2411815804176923,+55 (081) 7372-7420,1
Vitor Hugo Gonçalves,Android 7.1.1,Cientista,0
Bianca da Mota,Android 1.0,Nadador,0
Fernanda Rodrigues,Android 4.0,Atleta de tiro com arco,0
Gabrielly Costa,Android 3.2.5,Contabilista,0
Luna Pinto,2520424585945560,61 5297-4097,1
Sr. Erick Pires,Android 1.6,Engenheiro de ergonomia,0
Esther da Cunha,4334667639055107,51 3364 0929,1
Noah Gomes,4889255987164520,(041) 8166-7473,1
Cecília Nogueira,Android 5.0.1,Taifeiro,0
Noah Caldeira,Android 4.0,Catador de carangueijos,0
Cauã Costela,Android 2.3.4,Soldador,0
Luiz Miguel Pinto,4145157286203,+55 31 2400 2261,1
João Vitor da Cruz,Android 4.4.1,Catador de material reciclável,0
Nathan Mendes,Android 3.2.2,Profissional de reciclagem,0
Letícia Ribeiro,213146806094425,+55 (081) 5284 1540,1
Sarah da Conceição,Android 4.0,Fotógrafo,0
Marcos Vinicius Freitas,Android 3.2.2,Taxidermista/Embalsamador,0
Dr. Luiz Miguel Rezende,Android 4.0,Agente funerário,0
Heitor Porto,Android 4.3.1,Capataz,0
Marcos Vinicius Carvalho,4094373745578500,0500-053-1895,1
Srta. Cecília Martins,Android 5.0.1,Profissional de hotelaria,0
Isadora da Paz,562910081750,21 4465-5808,1
Elisa Martins,Android 3.2.1,Quitandeiro,0
Mirella Pires,3598386277711045,+55 21 5039 7238,1
Sabrina Monteiro,Android 4.2.1,Marketeiro,0
Davi Oliveira,3565501003437306,31 4071 4397,1
Milena das Neves,Android 3.2.2,Político,0
Alice Peixoto,4964611289482,(081) 3861 5323,1
Cauã da Mata,4865276452217476,(081) 4349-1247,1
Ana Luiza Costela,Android 4.2.2,Guarda roupeiro,0
Marcos Vinicius Araújo,Android 2.3,Preparador de máquinas,0
Renan Nascimento,Android 4.2.1,Engenheiro de petróleo,0
Dra. Laura Fernandes,Android 10,Intérprete e tradutor de língua de sinais,0
João Sales,Android 2.3.1,Administrador de banco de dados DBA,0
Nina Nogueira,2229082870239588,(021) 9824 9233,1
Emilly Jesus,Android 2.2.1,Passador,0
Emanuelly Caldeira,639006331537,41 3006-4735,1
Davi da Cruz,Android 4.2,Carpinteiro,0
Srta. Maria Luiza Almeida,Android 2.3,Perfumista,0
Caroline Freitas,5531918403649486,(081) 1600 0310,1
Davi Luiz Pereira,30266691015565,+55 (021) 0852-4560,1
Nina Santos,3543838993649814,+55 (084) 1455 9306,1
Amanda Mendes,Android 7.1,Deputado,0
Calebe Campos,374049633753194,+55 21 7582-3198,1
Agatha Gomes,6512049806121948,(051) 3266 0132,1
Lucas Freitas,Android 4.0.4,Cartazeiro,0
Clara Moraes,Android 4.0.3,Dialoguista,0
Dr. Danilo Carvalho,Android 4.2,Diarista,0
Clarice Lima,Android 2.3.4,Remador,0
Ana Sophia Nunes,Android 6.0.1,Vereador,0
Sabrina Nunes,180036545763837,(081) 7691 1828,1
Giovanna Jesus,Android 7.1,Empacotador,0
Carlos Eduardo Costela,Android 4.3,Revisor,0
Sr. Felipe Carvalho,Android 4.1.2,Investigador particular,0
Mariane Moura,Android 3.2.2,Piloto de avião,0
Lara Oliveira,3533249078126961,+55 41 8720 9055,1
Rafael Moraes,30502131852989,51 5688 2345,1
Maria Cecília Farias,2711381926114091,+55 (081) 0105 9530,1
Vitória Mendes,676180724590,(051) 0429-4090,1
Luiza Ferreira,6011579405747988,(031) 0502 8823,1
João Gabriel Silveira,Android 10,Ventríloquo,0
Joana Rezende,3570444613169600,+55 71 7141-5243,1
Renan Souza,Android 2.3,Intérprete de Bíblias,0
Srta. Juliana da Mota,Android 1.0,Arrumadeira,0
Luiza Carvalho,4875977704700,+55 (021) 8277 0495,1
Isabel Porto,Android 2.3.5,Sonoplasta,0
Ana Sophia Rezende,Android 2.3.2,Policial militar,0
João Gabriel Silva,30436223617622,+55 71 5709-0779,1
Yuri da Paz,Android 5.0,Acupunturista,0
Maria Vitória Rezende,3500230372546103,(031) 1807-4138,1
Sr. Enzo Gabriel da Cruz,Android 4.3,Químico farmacêutico,0
Rafaela Aragão,4200292526862,0500-981-0455,1
Helena Sales,Android 5.0,Cartazeiro,0
Dr. Alexandre Castro,3536943210035232,+55 (011) 5584 6880,1
Pedro Miguel Souza,3553737718583141,+55 11 0910 9915,1
Fernanda Correia,6011369820012303,+55 (084) 3025 7807,1
Alice da Luz,Android 8.0.0,Torreiro/Torrista,0
Davi Lucas Aragão,Android 4.1,Tesoureiro,0
Maysa Barros,Android 4.1.2,Policial militar,0
Raquel Cunha,Android 2.2.3,Professor,0
Antônio Ribeiro,Android 2.2.3,Metalúrgico,0
Danilo da Luz,6011466717464728,+55 81 8711 1181,1
Felipe Cunha,676173609014,(081) 6847-0973,1
Olivia Duarte,213175186409523,+55 71 9031-9821,1
Evelyn das Neves,Android 2.2.2,Brigadeiro,0
Sophie Nogueira,4331566146614,+55 (081) 3937-9413,1
Manuela Monteiro,30349262757318,61 8416-1953,1
Sra. Heloísa Rezende,4691592060107879,51 4922 9171,1
Bruno da Cunha,Android 3.2.5,Garimpeiro,0
Otávio Monteiro,3539085062837641,+55 31 0926 4878,1
João Felipe Fernandes,348485689112732,51 2366 7150,1
Luiz Henrique Moura,Android 1.5,Ortoptista,0
Davi Lucas Rodrigues,213110152929477,84 7149 5946,1
Yasmin Costa,566486893142,+55 (031) 3198-1056,1
Raquel Nascimento,30321188484053,+55 81 5259 1672,1
Enzo Gabriel Costa,Android 4.0.4,Físico,0
Bruna Cavalcanti,Android 4.1.1,Geriatra,0
Sra. Eduarda Dias,3500814608379049,0800 554 8553,1
Alice Gomes,4294995988936686,+55 (021) 3410 3050,1
Fernanda da Cunha,Android 5.0,Agente comunitário de saúde,0
Sr. Thiago da Cunha,Android 4.4,Entalhador,0
Isis da Conceição,Android 7.1.1,Mergulhador,0
Dra. Luiza Porto,3592455970244947,+55 (031) 7104 5020,1
Carolina Jesus,3558549442215238,+55 (011) 3486 1708,1
Davi Lucca Moura,4422141228173666,+55 (051) 7637-3021,1
Luiza Cardoso,4464469861292686,+55 (071) 7617 8153,1
Laís Cardoso,Android 4.2,Engenheiro de supply chain ou logística,0
Maria Eduarda Nunes,Android 4.2,Maitre,0
Luiz Otávio Souza,675949143191,(071) 8267 7473,1
Carolina Viana,180007900365583,0500-804-8012,1
Dr. Pedro Miguel Farias,6557917272251660,+55 81 9783-1936,1
Dr. Isaac da Mata,Android 4.2.1,Engenheiro de iluminação,0
Stephany Fogaça,676193694491,+55 84 5881 0575,1
João Lucas Silveira,Android 2.3,Dançarino,0
Bianca Barros,4406616923118827,+55 41 7840-8059,1
Arthur da Costa,Android 8.1.0,Profissional de relacionamento com investidores RI,0
Lorena da Mota,Android 1.5,Lutador de jiu-jitsu,0
Maria Cecília da Rosa,Android 2.3.7,Engenheiro de som,0
Maria Luiza da Rosa,Android 4.4.2,Segurança particular,0
Theo Alves,Android 10,Lutador de jiu-jitsu,0
Marcelo da Mota,Android 3.2.1,Engenheiro têxtil,0
Emilly Rocha,580523286681,11 3684 9498,1
Melissa da Rocha,Android 2.0.1,Alergologista,0
Helena da Rosa,4676289405188,(051) 3384-7947,1
Diogo Moura,Android 2.3.5,Produtor fonográfico,0
Raquel Gonçalves,3558151363681249,+55 81 6647 0260,1
Bernardo Monteiro,4800734293598817,+55 (071) 9938 7066,1
Ryan Carvalho,5408326833264845,+55 (084) 2894-7520,1
Thomas Novaes,3529694925131639,(081) 5192-7343,1
Maria Fernanda Azevedo,3590057075841320,51 9443 7535,1
Emanuella Moreira,Android 3.0,Piloto automobilístico,0
Luiz Henrique Cunha,4446670921328839813,+55 (031) 1263-8340,1
Lara Rodrigues,6011849138829407,(071) 4419-2669,1
Laís Melo,585215536418,(041) 8306 7680,1
Theo Duarte,Android 5.0,Profissional de logística,0
Rebeca Santos,Android 5.0.1,Xilógrafo,0
Renan Melo,Android 3.2.2,Garimpeiro,0
Pedro da Luz,213153771520467,+55 51 3934 6656,1
Catarina da Paz,4975042907530393,+55 11 6740 1037,1
Sarah Costela,Android 8.1.0,Sociólogo,0
Maria Vitória Correia,Android 2.3.7,Webmaster,0
Sr. Lorenzo Rodrigues,4279358638389369,81 4055-2685,1
Dra. Isabel Campos,Android 3.2.1,Conferente de recebimento,0
Vitor Hugo Moreira,6540923484971525,+55 (011) 3223-5864,1
Eduarda Barros,588097664159,(011) 8469 8670,1
Maria Alice Farias,Android 2.1,Vigia parlamentar,0
Caio Jesus,Android 4.0.3,Transcritor,0
Mariane Jesus,4188769501318469,(021) 0259-7369,1
Lavínia Silva,503867813175,+55 61 4746 7271,1
Sra. Sophie Pires,4848022361698840,(011) 5070 4287,1
Ana Julia Ferreira,4841432454217043,+55 (051) 0154 7030,1
Cauã Duarte,Android 3.2,Ginasta rítmica,0
Isadora Alves,30485181071652,31 4002 1953,1
Cauã da Luz,Android 4.0,Dialoguista,0
Isabel Costa,Android 6.0.1,Lutador de taekwondo,0
Dra. Caroline Azevedo,6509124621860817,0500 578 4072,1
Sr. Heitor Novaes,3514214937439479,(031) 5491-2602,1
Natália Barros,5235205126406967,+55 (031) 2974 8048,1
Elisa Ferreira,Android 3.1,Auditor,0
Srta. Alice Araújo,4324197651656,71 2001-1258,1
Sra. Vitória da Cruz,3550991715784946,71 6882 3463,1
Ana Sophia Duarte,Android 2.0.1,Selecionador de pessoal,0
Heitor Ferreira,Android 4.0.1,Lenhador,0
Natália Cardoso,Android 4.2,Manobrista,0
Maria Sophia Costela,3556832395567702,+55 (084) 2885-9273,1
Maysa Lima,Android 1.0,Mãe social,0
Emilly Moura,Android 1.6,Aeromoça,0
Sra. Maria Julia Nascimento,4930791937677160,+55 51 4360 0061,1
Thales Nogueira,Android 2.0,Maquiador,0
Renan da Rocha,Android 1.0,Enfermeiro,0
Helena Cunha,Android 3.2.6,Odontologista preventivo e social,0
Ana Clara Ramos,Android 4.0.2,Meteorologista,0
Giovanna Melo,3501708419049339,+55 (081) 3228-1416,1
Alexia Porto,Android 2.3,Apontador de mão-de-obra,0
Breno Pires,4351674872613673,84 4194-4765,1
Daniela da Paz,Android 4.1.1,Sushiman,0
Breno Pinto,Android 2.0.1,Pedagogo,0
Sophie Silva,Android 3.2.5,Corretor de seguros,0
Clara Araújo,4512364230128,+55 (084) 1119 4885,1
Emilly Lima,5488056774176004,(011) 2046-6979,1
Luana Carvalho,3534033151938636,+55 (084) 0862-6314,1
Sr. Thales Martins,Android 2.2.3,Engenheiro de produção agroindustrial,0
Sr. Bruno da Luz,Android 4.4.3,Tecnólogo em automação industrial,0
Dra. Isabel Moraes,Android 2.0.1,Jogador de basquete,0
Ana Júlia Rodrigues,3579225397346287,+55 (011) 7004 2971,1
Caroline Farias,Android 7.1,Geólogo,0
Vinicius da Costa,Android 7.1,Radiologista,0
Yago Moura,30411320639233,+55 (021) 4219 4182,1
Ana Laura Santos,180033111577931,84 6680 8013,1
Sr. Guilherme Vieira,4441480444026309,(031) 3765-2964,1
Ana Sophia Melo,6513942145156121,+55 (031) 3695-7110,1
Emanuel Rezende,Android 5.1.1,Ciclista,0
Mariane Alves,30323298153222,0500-937-6459,1
Theo Carvalho,4381444726046,(071) 5952 7582,1
Alice Moraes,4234613271494,61 7955 6297,1
Laís Carvalho,Android 5.0,Fisiculturista,0
Alana Mendes,Android 4.4.4,Procurador de justiça,0
Bryan Fernandes,Android 2.2.2,Engenheiro de aquicultura,0
Stella Moura,Android 5.1.1,Administrador,0
Davi Luiz Lopes,Android 3.2.5,Vistoriador de sinistros,0
Danilo Barbosa,Android 4.2.1,Corretor da bolsa de valores,0
Dra. Ana Beatriz da Rocha,Android 2.0.1,Controlador de vôo,0
Gabriel da Cunha,3521136574846602,(051) 6844-8784,1
Srta. Luiza Nascimento,Android 2.3.1,Lubrificador de máquinas,0
Mariana Rocha,180044359165388,(031) 5315 1401,1
Anthony Fogaça,Android 2.2,Tapeceiro,0
Eloah da Luz,Android 5.0.2,Xilógrafo,0
Sra. Vitória Carvalho,4669435625619,+55 51 3952 9520,1
Ana Araújo,Android 5.1.1,Engenheiro sanitarista,0
Luigi da Luz,Android 2.3.6,Gagsman,0
Lívia Barros,Android 4.3,Técnico em agropecuária,0
Gabrielly Moura,370117029411422,(051) 5976 1563,1
Beatriz da Paz,Android 3.2.2,Encanador,0
Bruno Azevedo,Android 7.1,Funileiro,0
Lavínia Costela,4054172870605,+55 61 2857-5280,1
Srta. Ana Castro,Android 2.0,Educador,0
Lucas Gonçalves,Android 6.0,Pediatra,0
João Felipe Ferreira,4690109360559856,11 8805 3360,1
Sr. Leandro Cavalcanti,Android 1.0,Engenheiro acústico,0
Rafael Moreira,Android 4.4.2,Tatuador,0
Heitor da Costa,30014750969219,41 3160-3753,1
João Miguel Castro,6011872655028799,+55 (021) 0862 1823,1
Sarah Gonçalves,Android 8.1.0,Tabelião,0
Agatha Cunha,180077113323505,51 6079 7158,1
Clara Nunes,Android 4.2.1,Fisiculturista,0
Ana Carolina da Costa,Android 10,Cientista da informação e documentação,0
Laís Mendes,4792041475215083075,51 8815 9058,1
Kaique Araújo,Android 2.0.1,Geriatra,0
Laís Pinto,Android 2.2.2,Comissário de bordo,0
Stephany da Mata,Android 4.2.2,Ortopedista,0
Luiz Henrique Pereira,Android 2.3,Xilógrafo,0
Sophia Santos,3538799062443512,0500 702 4396,1
Giovanna Azevedo,Android 7.1,Auxiliar de reprografia,0
Pedro Lucas Cardoso,Android 2.3.5,Cartógrafo,0
João Guilherme Ramos,379132593202389,21 7952-3352,1
Ian Dias,345003060869805,+55 81 0910-0573,1
Dra. Maitê Nunes,Android 4.1.2,Auxiliar de serviços gerais,0
Sr. Paulo Teixeira,3524959845513223,(081) 4066-6862,1
Sr. Benjamin Rezende,Android 5.0.2,Pianista,0
Luiz Gustavo Ferreira,630464846561,11 6415-9414,1
Leonardo Barros,Android 2.3.2,Designer de interiores,0
Srta. Bárbara Cunha,Android 9,Gestor de tecnologia da informação,0
Levi Gomes,4976717707733032230,(051) 3518-4673,1
Felipe Ribeiro,Android 4.4.2,Velejador,0
João Miguel Rodrigues,Android 5.1,Alfaiate,0
Ana Beatriz Cardoso,563937223565,11 1551-5174,1
Clara da Paz,4353513709339771,0500-969-6118,1
Eduardo Cavalcanti,Android 2.3.2,Tecnólogo em processos químicos,0
Danilo Nogueira,4649781579466818,0900-300-7463,1
Júlia Ramos,4562164988280919,(021) 8822-6407,1
Dr. Luiz Gustavo Moreira,213173723442479,0300 697 9070,1
Juan Rezende,Android 4.4.3,Tecnólogo em silvicultura,0
Ian Fogaça,Android 5.1,Psicopedagogo,0
Eduarda Viana,3558171244829460,41 2368 2538,1
Samuel Ribeiro,Android 4.0,Agricultor,0
Davi Luiz Cardoso,Android 4.1.1,Armador,0
Gustavo Henrique Moura,Android 3.2.2,Desenhista,0
Sra. Lavínia Sales,Android 2.0.1,Agrônomo,0
Ana Lívia Gomes,Android 4.4.4,Diplomata,0
João Guilherme Rezende,4637193618121905,+55 (081) 5723-7526,1
Noah Gonçalves,Android 4.4.1,Delegado,0
Marcelo Moreira,Android 6.0,Contábil,0
Vicente Cavalcanti,6524784618059383,31 5042 2313,1
Heloísa Ramos,4720681944756798,(011) 5476-3615,1
Esther Lopes,Android 2.3.5,Conferente de expedição,0
Miguel Nogueira,4292832739444,+55 (071) 9228 5109,1
Cecília Gonçalves,Android 4.1.1,Sonoplasta,0
Davi das Neves,6525806350921402,+55 (081) 9586 1838,1
Emanuelly da Mata,30080111447831,81 3479-7055,1
Dr. Gabriel Barbosa,Android 10,Faturista,0
Rafael Costela,30211828233020,0300-460-1457,1
Leonardo Mendes,180068251479621,+55 11 8475 4910,1
Gustavo Lopes,Android 1.1,Coronel,0
Isaac Azevedo,Android 3.2.1,Ajudante de produção,0
Marcela Rocha,3590731819198557,21 5154 1070,1
Letícia da Luz,Android 4.0,Nadador,0
Melissa Novaes,Android 6.0,Despachante,0
Bryan Teixeira,Android 4.1,Editor de mesa de corte,0
Luiz Otávio Ribeiro,Android 4.2.2,Chaveiro,0
Larissa da Rocha,346215550704024,(081) 6281 8631,1
Matheus Sales,6541952381667398,0800 311 2746,1
Elisa Fernandes,213138116663023,+55 71 5637 3813,1
Diego Cavalcanti,Android 4.0.3,Comandante,0
Emanuelly Peixoto,30187990181777,(011) 1498-8146,1
Renan Cavalcanti,582949965120,(071) 6739 0138,1
Juan Alves,503807831071,(081) 5362-2463,1
André Moura,Android 7.1.2,Engenheiro civil,0
João Vitor Ferreira,4322779067093,+55 51 5935 1656,1
Emilly Cavalcanti,Android 1.1,Embaixador,0
Eduardo Caldeira,Android 4.1.1,Crítico,0
Gabriel da Costa,Android 5.0.2,Astronauta,0
Valentina da Paz,6011190211361764,(061) 4143-1462,1
Clarice Silva,5592711603290300,+55 (011) 0625 0107,1
Gabrielly da Luz,639065590809,+55 51 6066 9229,1
Thiago Pinto,Android 7.1,Barman,0
Luiz Gustavo da Costa,Android 2.3.2,Tecnólogo em recursos pesqueiros,0
João Lucas Ribeiro,Android 3.2.6,Produtor musical,0
Dra. Caroline Pinto,213124779583252,+55 (021) 4310 0632,1
